distance_from_base_(mm)	lateral_root_length_(mm)	order
0.826	60.128	1
1.631	56.198	1
2.819	45.863	1
3.705	43.384	1
4.349	40.458	1
4.752	35.942	1
5.108	30.946	1
5.471	16.794	1
6.875	11.282	1
8.855	10.368	1
11.352	24.76	1
11.87	26.673	1
12.857	22.55	1
13.6	17.991	1
16.386	18.061	1
17.64	9.08	1
19.206	14.605	1
20.744	6.617	1
21.77	7.86	1
24.899	4.708	1
26.745	2.57	1
27.827	1.513	1
29.119	10.36	1
31.147	5.27	1
32.565	5.11	1
34.193	7.41	1
35.962	4.68	1
38.084	3.11	1
40.161	0.64	1
40.365	0.84	1
43.171	1.75	1
44.461	6.1	1
45.571	7.0	1
48.421	5.43	1
50.761	6.76	1
52.181	10.21	1
58.071	8.64	1
58.671	4.31	1
61.051	7.45	1
62.601	1.7	1
66.881	3.7	1
67.931	2.52	1
70.811	2.15	1
72.831	0.38	1
74.094	4.0	1
75.354	0.16	1
76.524	0.76	1
80.465	0.904	1
82.548	0.812	1
110.785	0.0	1
5.17	1.74	1-4
43.358	0.0	1-4
0.64	0.43	1-7
5.82	0.36	1-7
30.872	0.0	1-7
