1,0.12,50,1.0,1.0,0.001,0.009,2.138,0.00171430553585,0.0246326304715,45,34,18,5,335460
2,0.12,50,1.0,1.0,0.001,0.012,2.0756,0.00165445442589,0.0233874684863,43,30,18,14,49712994
3,0.12,50,1.0,1.0,0.001,0.015,2.5676,0.00199556352967,0.0284967410764,46,38,30,15,50939236
4,0.12,50,1.0,1.0,0.001,0.018,2.4171,0.00189149261815,0.0269608649542,42,37,24,16,61060933
5,0.12,50,1.0,1.0,0.001,0.021,2.8239,0.00218764477707,0.0310388300343,52,44,28,14,58053182
6,0.12,50,1.0,1.0,0.001,0.024,2.5866,0.0020579568164,0.0291618478339,49,39,34,11,45853167
7,0.12,50,1.0,1.0,0.001,0.027,3.157,0.00239939138918,0.0341928415267,59,51,30,13,62149310
8,0.12,50,1.0,1.0,0.001,0.03,3.8013,0.00281656963517,0.0397594295742,69,50,42,21,7666893
9,0.12,50,1.0,1.0,0.001,0.033,2.5826,0.00200873182943,0.0288077234634,61,32,23,12,12493699
10,0.12,50,1.0,1.0,0.001,0.036,3.2207,0.00247474186066,0.0352317650615,76,49,23,13,91368804
11,0.12,50,1.0,1.0,0.0011,0.009,3.028,0.00231540191489,0.0329277897119,56,49,32,14,62457244
12,0.12,50,1.0,1.0,0.0011,0.012,2.6765,0.00207905952257,0.0295850695867,52,43,27,15,54121915
13,0.12,50,1.0,1.0,0.0011,0.015,1.7686,0.00144195835543,0.0206124635132,33,27,19,10,40069498
14,0.12,50,1.0,1.0,0.0011,0.018,2.235,0.00174136344506,0.0248950069427,46,32,15,12,68358990
15,0.12,50,1.0,1.0,0.0011,0.021,2.4782,0.0019356913082,0.0274143575023,37,35,29,14,66363587
16,0.12,50,1.0,1.0,0.0011,0.024,3.5952,0.00274054711419,0.0383784154849,65,57,39,22,91015466
17,0.12,50,1.0,1.0,0.0011,0.027,3.3427,0.00249826711176,0.0355776803776,62,53,36,15,73441061
18,0.12,50,1.0,1.0,0.0011,0.03,2.6218,0.0020616865152,0.0294231298799,50,40,23,10,95472518
19,0.12,50,1.0,1.0,0.0011,0.033,2.3442,0.00189743022826,0.0269353350058,42,44,26,11,6712230
20,0.12,50,1.0,1.0,0.0011,0.036,2.8278,0.0021601892679,0.0310764626847,52,44,27,12,29590833
21,0.12,50,1.0,1.0,0.0012,0.009,2.2815,0.00184222364888,0.0262111290223,41,33,22,9,72593546
22,0.12,50,1.0,1.0,0.0012,0.012,1.7744,0.00147075796361,0.0209237394803,31,26,17,11,26565466
23,0.12,50,1.0,1.0,0.0012,0.015,2.3683,0.00185566463889,0.0266706057212,49,34,21,11,43309692
24,0.12,50,1.0,1.0,0.0012,0.018,2.8028,0.00214804135743,0.0308541378298,58,41,24,16,46974817
25,0.12,50,1.0,1.0,0.0012,0.021,2.9331,0.00223724097463,0.032189917692,58,42,28,13,32349035
26,0.12,50,1.0,1.0,0.0012,0.024,2.296,0.00184394775493,0.0261021523227,39,37,24,12,78287517
27,0.12,50,1.0,1.0,0.0012,0.027,3.2944,0.00251735191014,0.0357278024753,59,50,37,16,94394071
28,0.12,50,1.0,1.0,0.0012,0.03,2.4655,0.00191321987294,0.0274065042653,45,38,24,10,66425471
29,0.12,50,1.0,1.0,0.0012,0.033,2.5545,0.0020280998738,0.0287561250476,49,37,27,12,66714052
30,0.12,50,1.0,1.0,0.0012,0.036,2.4787,0.00194261764036,0.0276515964181,48,41,22,14,19659290
31,0.12,50,1.0,1.0,0.0013,0.009,2.2969,0.00180309699734,0.0257611090492,49,32,17,14,20042461
32,0.12,50,1.0,1.0,0.0013,0.012,2.1879,0.00174635103755,0.0250874229042,39,31,18,12,9809951
33,0.12,50,1.0,1.0,0.0013,0.015,2.0637,0.00163055444562,0.023247581291,33,28,22,13,61330170
34,0.12,50,1.0,1.0,0.0013,0.018,2.5938,0.00201549630673,0.0286603254347,46,40,24,18,89181723
35,0.12,50,1.0,1.0,0.0013,0.021,1.2845,0.0011159527725,0.0160555230078,20,18,11,7,53483461
36,0.12,50,1.0,1.0,0.0013,0.024,1.8429,0.00150161594329,0.0215555997146,33,25,23,11,98514226
37,0.12,50,1.0,1.0,0.0013,0.027,1.8206,0.00148476808454,0.0211812920793,35,27,24,9,73489208
38,0.12,50,1.0,1.0,0.0013,0.03,1.9196,0.00153865783395,0.0220043713007,36,29,15,11,20332447
39,0.12,50,1.0,1.0,0.0013,0.033,2.0931,0.00168262068898,0.0240052699675,38,32,24,14,55894529
40,0.12,50,1.0,1.0,0.0013,0.036,2.3914,0.00183834001204,0.0264779826602,43,32,24,9,43976504
41,0.12,50,1.0,1.0,0.0014,0.009,1.4178,0.00120164788027,0.0172199400825,25,23,18,8,90014434
42,0.12,50,1.0,1.0,0.0014,0.012,1.9218,0.00158154937013,0.0225597328967,38,26,19,12,62071148
43,0.12,50,1.0,1.0,0.0014,0.015,1.834,0.00147753123737,0.0211520378916,31,29,18,10,53384572
44,0.12,50,1.0,1.0,0.0014,0.018,2.2185,0.00171563380122,0.0244430561112,37,40,24,11,93352460
45,0.12,50,1.0,1.0,0.0014,0.021,1.9475,0.00153978202146,0.0221308990642,29,27,18,9,1616481
46,0.12,50,1.0,1.0,0.0014,0.024,1.6608,0.00135254234533,0.0195339432657,37,21,10,8,18230824
47,0.12,50,1.0,1.0,0.0014,0.027,1.6575,0.00136998572438,0.0196592567416,26,28,19,6,86143232
48,0.12,50,1.0,1.0,0.0014,0.03,2.0318,0.00159056574105,0.0227661785096,38,30,24,9,76510744
49,0.12,50,1.0,1.0,0.0014,0.033,2.3748,0.00183042759679,0.0261926782309,37,36,21,12,99213225
50,0.12,50,1.0,1.0,0.0014,0.036,3.1922,0.00242159365278,0.0342943172777,60,45,28,19,92396374
51,0.12,50,1.0,1.0,0.0015,0.009,1.5352,0.00124934228329,0.0179179264014,26,29,16,11,53667725
52,0.12,50,1.0,1.0,0.0015,0.012,1.4644,0.00119162871297,0.0172232708966,26,18,14,7,99212377
53,0.12,50,1.0,1.0,0.0015,0.015,1.9057,0.00152086259652,0.0218191907879,36,36,19,8,78328131
54,0.12,50,1.0,1.0,0.0015,0.018,1.8583,0.00147755498781,0.0211571106788,29,34,22,11,58044301
55,0.12,50,1.0,1.0,0.0015,0.021,1.7092,0.00138957543953,0.0199183012106,27,28,16,12,42980848
56,0.12,50,1.0,1.0,0.0015,0.024,1.925,0.00152786457823,0.0218546677428,36,28,24,10,69909197
57,0.12,50,1.0,1.0,0.0015,0.027,1.2884,0.00104620564568,0.0152606486367,25,14,12,6,11267676
58,0.12,50,1.0,1.0,0.0015,0.03,1.7575,0.00139973535017,0.0201014163561,31,25,21,8,71231846
59,0.12,50,1.0,1.0,0.0015,0.033,1.3877,0.00116461478606,0.0168451381877,25,14,14,7,13795170
60,0.12,50,1.0,1.0,0.0015,0.036,1.4803,0.001215906941,0.0173608622429,26,20,13,12,22224329
61,0.12,50,1.0,1.0,0.0016,0.009,1.3584,0.00114113703585,0.0165264283694,20,23,15,7,67754700
62,0.12,50,1.0,1.0,0.0016,0.012,1.9866,0.00158091602505,0.0227991745719,40,32,21,7,50859255
63,0.12,50,1.0,1.0,0.0016,0.015,2.1457,0.00170485725877,0.0244208278074,38,30,25,13,88986102
64,0.12,50,1.0,1.0,0.0016,0.018,1.363,0.00117376310387,0.0168055960501,19,16,15,8,26727622
65,0.12,50,1.0,1.0,0.0016,0.021,2.699,0.0020539896132,0.0292244920524,46,46,33,15,96488781
66,0.12,50,1.0,1.0,0.0016,0.024,1.5441,0.00127553813948,0.0183492436489,24,24,23,8,17148726
67,0.12,50,1.0,1.0,0.0016,0.027,1.8417,0.00147665159143,0.0211626051488,37,28,24,10,89690591
68,0.12,50,1.0,1.0,0.0016,0.03,1.4811,0.00123716798344,0.0177526658238,25,16,17,9,99652331
69,0.12,50,1.0,1.0,0.0016,0.033,1.7529,0.00138273179409,0.0198127910509,30,28,19,12,4089882
70,0.12,50,1.0,1.0,0.0016,0.036,1.4284,0.00120136639356,0.0173532453579,25,25,13,6,41466428
71,0.12,50,1.0,1.0,0.0017,0.009,1.536,0.0012374582666,0.017883601289,28,21,18,8,24742752
72,0.12,50,1.0,1.0,0.0017,0.012,1.9836,0.00156513517683,0.022479310446,36,29,21,12,85040074
73,0.12,50,1.0,1.0,0.0017,0.015,1.4951,0.00122372699343,0.0176948264134,23,20,16,7,7295445
74,0.12,50,1.0,1.0,0.0017,0.018,2.0146,0.00162196030475,0.0233212407643,36,31,21,11,79669414
75,0.12,50,1.0,1.0,0.0017,0.021,1.489,0.00125295762812,0.0178987951545,23,22,20,10,90097841
76,0.12,50,1.0,1.0,0.0017,0.024,1.499,0.0012372647445,0.0178915304475,25,21,17,9,12968580
77,0.12,50,1.0,1.0,0.0017,0.027,1.317,0.00107593415997,0.0155972491832,23,14,12,6,32385808
78,0.12,50,1.0,1.0,0.0017,0.03,1.5847,0.00128644574917,0.0186447030531,32,24,13,7,28349289
79,0.12,50,1.0,1.0,0.0017,0.033,1.6313,0.00132097185243,0.0189090945107,27,22,21,10,5470843
80,0.12,50,1.0,1.0,0.0017,0.036,1.7541,0.00143076046258,0.0205538976149,36,26,19,8,23346824
81,0.12,50,1.0,1.0,0.0018,0.009,1.1981,0.00100297984404,0.0145490753903,19,20,9,7,68910869
