index,primary_length,k0,axfold,radfold,delta,nude_length,length,surface,Jv,i3,i4,i6,i8,seed
242,0.11,50,1.0,1.0,0.0019,0.012,1.0119,0.000856188298979,0.0124454219122,19,13,8,4,88418316
243,0.11,50,1.0,1.0,0.0019,0.015,0.9471,0.0008200612401,0.0118900126254,16,14,13,5,8914792
244,0.11,50,1.0,1.0,0.0019,0.018,1.0726,0.000905043834654,0.0131792181379,21,14,7,5,67948961
245,0.11,50,1.0,1.0,0.0019,0.021,1.042,0.000874669660242,0.0127257847368,20,12,13,3,11444176
246,0.11,50,1.0,1.0,0.0019,0.024,1.2569,0.00105536652985,0.0152915874559,24,15,15,6,48843238
247,0.11,50,1.0,1.0,0.0019,0.027,1.1331,0.000957945741666,0.0138678726503,16,21,15,4,63122798
248,0.11,50,1.0,1.0,0.0019,0.03,1.0227,0.000836712937801,0.012118192221,15,16,12,6,41141805
249,0.11,50,1.0,1.0,0.0019,0.033,1.4951,0.00122473355972,0.0175153894013,28,17,16,9,2260679
250,0.11,50,1.0,1.0,0.0019,0.036,1.0833,0.000909415674991,0.0132071160904,19,14,14,4,79879271
251,0.11,50,1.0,1.0,0.002,0.009,1.0697,0.000935242079877,0.0133585712638,14,13,14,8,12622771
252,0.11,50,1.0,1.0,0.002,0.012,0.7847,0.000694755675519,0.0101306106439,15,12,6,4,93628087
253,0.11,50,1.0,1.0,0.002,0.015,1.4987,0.0012336267802,0.0177834270671,29,21,11,12,27969379
254,0.11,50,1.0,1.0,0.002,0.018,1.2297,0.00103394715114,0.0149134801195,21,24,13,6,97545051
255,0.11,50,1.0,1.0,0.002,0.021,1.536,0.00123828010724,0.0178408354294,26,21,19,10,41694788
256,0.11,50,1.0,1.0,0.002,0.024,1.1608,0.000955764219727,0.0138906827078,19,16,16,7,8891829
257,0.11,50,1.0,1.0,0.002,0.027,1.4547,0.00117608034261,0.0169425795062,28,24,16,7,9861663
258,0.11,50,1.0,1.0,0.002,0.03,1.1171,0.000940150504239,0.0135466538754,22,18,9,7,39084896
259,0.11,50,1.0,1.0,0.002,0.033,0.996,0.000862416192256,0.0124390872569,20,11,10,8,25500727
260,0.11,50,1.0,1.0,0.002,0.036,1.0369,0.000847673326251,0.0123325156332,20,13,13,4,95584106
261,0.11,50,1.0,1.0,0.0021,0.009,0.7429,0.000661443483657,0.00964203453591,11,9,8,4,62428888
262,0.11,50,1.0,1.0,0.0021,0.012,0.9335,0.000794032516647,0.0115355433875,16,15,10,4,42408456
263,0.11,50,1.0,1.0,0.0021,0.015,0.8765,0.000753366484701,0.0109871570592,15,14,13,4,5456477
264,0.11,50,1.0,1.0,0.0021,0.018,0.9715,0.000836563397991,0.0120503040196,11,12,17,6,31560573
265,0.11,50,1.0,1.0,0.0021,0.021,1.1566,0.000949800220234,0.0137736837776,20,12,11,9,53341357
266,0.11,50,1.0,1.0,0.0021,0.024,1.0729,0.000935365230309,0.013468881026,15,13,15,5,12476858
267,0.11,50,1.0,1.0,0.0021,0.027,0.9898,0.000835428654724,0.0121491295241,18,13,13,4,39342160
268,0.11,50,1.0,1.0,0.0021,0.03,0.894,0.000810270780755,0.0115840264743,13,17,10,7,76284716
269,0.11,50,1.0,1.0,0.0021,0.033,1.0948,0.000905175781545,0.0131930593435,20,13,14,6,76135115
270,0.11,50,1.0,1.0,0.0021,0.036,0.8025,0.000695951994001,0.0101572508504,15,12,9,3,32849379
271,0.11,50,1.0,1.0,0.0022,0.009,0.7971,0.000708434169933,0.0103062376704,12,10,11,3,85654448
272,0.11,50,1.0,1.0,0.0022,0.012,0.76,0.000680047995352,0.0098593963842,13,12,11,4,60441118
273,0.11,50,1.0,1.0,0.0022,0.015,0.8648,0.000740620414987,0.010806660002,12,12,9,4,53742928
274,0.11,50,1.0,1.0,0.0022,0.018,0.664,0.00059998262162,0.00871887442987,8,6,7,6,52903703
275,0.11,50,1.0,1.0,0.0022,0.021,0.7083,0.000624568725727,0.00910076375691,11,8,7,5,18330419
276,0.11,50,1.0,1.0,0.0022,0.024,0.517,0.000487643038238,0.00709808305197,6,5,7,3,55770604
277,0.11,50,1.0,1.0,0.0022,0.027,1.1309,0.000943581123417,0.0136472216159,19,15,14,6,58689706
278,0.11,50,1.0,1.0,0.0022,0.03,0.8901,0.000771267279642,0.0112337866349,17,14,10,3,52367190
279,0.11,50,1.0,1.0,0.0022,0.033,0.7849,0.000695802454191,0.0101333716671,12,11,8,2,24901873
280,0.11,50,1.0,1.0,0.0022,0.036,0.7642,0.000674189553372,0.00979123842697,12,11,7,6,9909611
281,0.11,50,1.0,1.0,0.0023,0.009,1.2489,0.000998136764802,0.0144194643138,20,19,15,7,72395448
282,0.11,50,1.0,1.0,0.0023,0.012,0.8502,0.000728727601838,0.0106247298762,13,13,9,6,28429476
283,0.11,50,1.0,1.0,0.0023,0.015,0.5507,0.000507654983442,0.00739861502378,7,6,7,3,5042041
284,0.11,50,1.0,1.0,0.0023,0.018,0.7564,0.00067637987177,0.00981153487572,12,9,10,5,20171674
285,0.11,50,1.0,1.0,0.0023,0.021,0.5568,0.000514261124474,0.0075240874096,8,6,6,3,23122454
286,0.11,50,1.0,1.0,0.0023,0.024,1.003,0.000857120723679,0.0124419925067,17,17,13,5,70708013
287,0.11,50,1.0,1.0,0.0023,0.027,0.9107,0.000787672676479,0.0113951833506,13,12,12,5,97327890
288,0.11,50,1.0,1.0,0.0023,0.03,0.8862,0.000751976644111,0.0109344603887,17,13,10,3,36914740
289,0.11,50,1.0,1.0,0.0023,0.033,1.0089,0.000823333523008,0.01188098552,14,15,16,6,8943986
290,0.11,50,1.0,1.0,0.0023,0.036,0.8099,0.000681560986374,0.0099459241543,14,9,9,4,54961551
291,0.11,50,1.0,1.0,0.0024,0.009,1.0876,0.000927105354904,0.0133550620864,17,13,13,8,58269224
292,0.11,50,1.0,1.0,0.0024,0.012,0.8614,0.000758503617009,0.011034535961,15,14,12,4,39391897
293,0.11,50,1.0,1.0,0.0024,0.015,1.2022,0.00098967457083,0.0143087448391,19,20,13,6,45026250
294,0.11,50,1.0,1.0,0.0024,0.018,1.2621,0.00105197109651,0.015089863337,19,20,12,9,39487376
295,0.11,50,1.0,1.0,0.0024,0.021,0.9053,0.000774979385521,0.0112691062554,13,11,11,4,96042311
296,0.11,50,1.0,1.0,0.0024,0.024,0.9295,0.00080771980752,0.0117228424938,20,15,10,4,5033037
297,0.11,50,1.0,1.0,0.0024,0.027,0.7454,0.000656174404459,0.00955257981857,14,11,9,4,91755288
298,0.11,50,1.0,1.0,0.0024,0.03,1.2579,0.00105091552138,0.015155870718,23,21,15,6,68331979
299,0.11,50,1.0,1.0,0.0024,0.033,0.7223,0.00063685737955,0.00930601989089,12,9,7,4,34823489
300,0.11,50,1.0,1.0,0.0024,0.036,0.4523,0.000425795131986,0.0062094374744,8,6,6,3,82108843
