index;primary_length;k0;axfold;radfold;delta;length;surface;Jv;i3;i4;i6;i8;seed
291;0.13;50;0.5;1;0.0018;1.7551;0.001360385;0.019013545;31;28;16;9;550516
292;0.13;50;0.5;2;0.0018;3.1554;0.002219579;0.055970808;49;54;33;18;40573896
293;0.13;50;0.5;4;0.0018;2.1708;0.001682546;0.075901235;40;34;25;10;19290453
294;0.13;50;0.5;8;0.0018;2.3385;0.001757885;0.130889647;42;30;23;16;48796452
295;0.13;50;1;0.25;0.0018;1.5128;0.00113942;0.004225078;34;18;11;6;92865930
296;0.13;50;1;0.5;0.0018;1.4361;0.001162031;0.00852011;26;20;14;10;85065268
297;0.13;50;1;1;0.0018;1.5183;0.001239241;0.017809304;27;23;17;8;34952063
298;0.13;50;1;2;0.0018;2.4643;0.001784853;0.048909881;37;36;27;19;83822494
299;0.13;50;1;4;0.0018;1.7076;0.001322114;0.069686843;29;30;16;9;70135747
300;0.13;50;1;8;0.0018;1.4437;0.001162607;0.113987482;27;24;16;5;92877526
301;0.13;50;2;0.25;0.0018;2.3426;0.001742837;0.006475687;34;38;28;16;2471746
302;0.13;50;2;0.5;0.0018;2.0019;0.001392459;0.010305785;29;27;26;12;58747911
303;0.13;50;2;1;0.0018;1.6963;0.001370094;0.019948598;23;24;20;14;34267717
304;0.13;50;2;2;0.0018;2.1347;0.001642107;0.047110998;38;27;21;10;8833580
305;0.13;50;2;4;0.0018;1.6068;0.001313408;0.072426961;26;30;18;8;65537097
306;0.13;50;2;8;0.0018;1.7245;0.001322952;0.139329199;27;26;13;10;8352383
307;0.13;50;3;0.25;0.0018;2.3674;0.001783561;0.006636375;43;35;31;8;80355771
308;0.13;50;3;0.5;0.0018;1.8287;0.001463679;0.010854086;32;30;25;10;74392757
309;0.13;50;3;1;0.0018;1.328;0.00107456;0.015870016;21;25;15;7;28587993
310;0.13;50;3;2;0.0018;1.9384;0.001523582;0.044358304;33;31;23;12;51845631
311;0.13;50;3;4;0.0018;1.5089;0.001232194;0.07009532;27;21;18;9;45155569
312;0.13;50;3;8;0.0018;3.5762;0.002524156;0.26201764;47;57;48;28;56112893
313;0.13;50;4;0.25;0.0018;2.3486;0.001788655;0.006659655;37;46;27;15;97742869
314;0.13;50;4;0.5;0.0018;2.4176;0.00171442;0.012744487;37;42;29;18;50779145
315;0.13;50;4;1;0.0018;1.9788;0.001562239;0.02305857;27;35;25;13;7463866
316;0.13;50;4;2;0.0018;1.705;0.001359965;0.039709843;23;25;25;10;17958510
317;0.13;50;4;4;0.0018;1.7728;0.001399309;0.080736354;40;27;14;8;49539026
318;0.13;50;4;8;0.0018;2.342;0.00183198;0.198606903;38;35;31;15;28416712
319;0.13;50;5;0.25;0.0018;2.0698;0.001608012;0.005988893;30;36;23;17;4949937
320;0.13;50;5;0.5;0.0018;1.8735;0.001445337;0.010746965;31;30;24;8;49878609
321;0.13;50;5;1;0.0018;2.0229;0.001588439;0.023464809;33;31;17;16;80750380
322;0.13;50;5;2;0.0018;2.3402;0.001760544;0.051624883;33;38;30;18;56241579
323;0.13;50;5;4;0.0018;1.7111;0.001410666;0.081254781;25;23;19;9;91002199
324;0.13;50;5;8;0.0018;2.7786;0.001986209;0.221360152;34;48;41;21;25109865
325;0.13;50;0.0625;0.25;0.0019;1.6515;0.00130991;0.004210968;26;26;19;14;4795570
326;0.13;50;0.0625;0.5;0.0019;2.519;0.001790501;0.009904926;38;40;34;20;15653799
327;0.13;50;0.0625;1;0.0019;1.7327;0.001337461;0.012993447;28;25;19;9;21756475
328;0.13;50;0.0625;2;0.0019;1.8265;0.001471196;0.019869209;32;31;25;11;70757259
329;0.13;50;0.0625;4;0.0019;2.051;0.001597455;0.031519148;41;34;23;10;98483200
330;0.13;50;0.0625;8;0.0019;2.245;0.001718875;0.037398256;33;40;35;17;39940763
331;0.13;50;0.125;0.25;0.0019;1.9995;0.001471124;0.005144163;32;29;24;14;91005485
332;0.13;50;0.125;0.5;0.0019;1.8395;0.001428218;0.009134708;26;30;25;11;81724512
333;0.13;50;0.125;1;0.0019;1.5376;0.001233006;0.013998464;27;21;17;11;26346616
334;0.13;50;0.125;2;0.0019;1.5276;0.001217269;0.023658324;21;26;17;6;44990966
335;0.13;50;0.125;4;0.0019;2.1477;0.001566392;0.041272185;37;33;22;13;513063
336;0.13;50;0.125;8;0.0019;3.1849;0.002283374;0.075587106;51;52;40;20;91989718
337;0.13;50;0.25;0.25;0.0019;2.4343;0.001746674;0.006247341;37;44;30;14;65103070
338;0.13;50;0.25;0.5;0.0019;3.0364;0.002146866;0.014646636;45;52;40;17;72217564
339;0.13;50;0.25;1;0.0019;1.9238;0.001396413;0.017989682;23;27;28;13;93172323
340;0.13;50;0.25;2;0.0019;2.0711;0.001602575;0.036337859;34;33;25;11;76465838
341;0.13;50;0.25;4;0.0019;1.4963;0.001222501;0.047582225;20;25;17;7;74206343
342;0.13;50;0.25;8;0.0019;2.0841;0.001555233;0.088782574;36;30;30;8;48358300
343;0.13;50;0.5;0.25;0.0019;2.8984;0.002074196;0.007577838;43;45;39;19;58650784
344;0.13;50;0.5;0.5;0.0019;1.5945;0.001283689;0.00923347;23;21;18;7;86652572
345;0.13;50;0.5;1;0.0019;1.5843;0.001259102;0.017333535;25;31;18;9;84150894
346;0.13;50;0.5;2;0.0019;2.0098;0.001540749;0.040142504;36;32;19;9;65779559
347;0.13;50;0.5;4;0.0019;1.6477;0.001328311;0.061575662;34;22;21;7;44767007
348;0.13;50;0.5;8;0.0019;1.4754;0.00117003;0.095533541;27;24;13;6;16510988
349;0.13;50;1;0.25;0.0019;1.4543;0.00113664;0.004204536;16;26;18;10;61893783
350;0.13;50;1;0.5;0.0019;1.9791;0.001467328;0.010759967;35;34;22;12;37210389
351;0.13;50;1;1;0.0019;2.0913;0.001595506;0.022697922;32;26;27;18;14574527
352;0.13;50;1;2;0.0019;2.2992;0.001705422;0.047505931;41;40;25;13;25293128
353;0.13;50;1;4;0.0019;1.1108;0.000973948;0.048895373;15;13;14;8;22549403
354;0.13;50;1;8;0.0019;1.6963;0.001378404;0.120533309;28;25;27;12;94370665
355;0.13;50;2;0.25;0.0019;1.468;0.00114583;0.004257657;30;24;15;7;54715737
356;0.13;50;2;0.5;0.0019;1.9489;0.001464166;0.010825269;30;34;22;16;39633448
357;0.13;50;2;1;0.0019;1.8298;0.001430269;0.020999304;34;31;22;10;89304924
358;0.13;50;2;2;0.0019;1.2397;0.001035862;0.029985891;22;19;17;6;78438506
359;0.13;50;2;4;0.0019;1.4244;0.001110131;0.061882305;25;29;21;5;16927421
360;0.13;50;2;8;0.0019;1.492;0.001238421;0.123619642;23;15;24;11;78295453
361;0.13;50;3;0.25;0.0019;1.9092;0.001390528;0.005173887;26;31;25;10;57632720
362;0.13;50;3;0.5;0.0019;2.2462;0.001671344;0.012396452;45;41;26;10;76374292
363;0.13;50;3;1;0.0019;2.1562;0.00162532;0.023934015;37;37;24;9;31479504
364;0.13;50;3;2;0.0019;3.1764;0.002211224;0.063913325;52;50;42;23;64997361
365;0.13;50;3;4;0.0019;1.6173;0.001259558;0.071564634;21;22;21;11;23166515
366;0.13;50;3;8;0.0019;1.8609;0.001437166;0.156905755;35;30;23;9;6527811
367;0.13;50;4;0.25;0.0019;1.6924;0.001363412;0.005076012;26;24;20;10;93665853
368;0.13;50;4;0.5;0.0019;1.9347;0.001497362;0.011128807;38;30;20;9;50337515
369;0.13;50;4;1;0.0019;1.0871;0.000911402;0.013502635;19;17;14;5;26491135
370;0.13;50;4;2;0.0019;2.1278;0.00162294;0.047445496;31;35;27;13;80246395
371;0.13;50;4;4;0.0019;1.3452;0.001073054;0.062204127;26;22;13;7;96535549
372;0.13;50;4;8;0.0019;1.6331;0.001293214;0.145414753;29;30;17;6;22124025
373;0.13;50;5;0.25;0.0019;1.9687;0.00156989;0.005842243;22;31;20;20;87324602
374;0.13;50;5;0.5;0.0019;1.5222;0.001228878;0.009145196;24;29;20;6;29144302
375;0.13;50;5;1;0.0019;2.1425;0.001616895;0.023928504;37;39;26;13;62258135
376;0.13;50;5;2;0.0019;1.3372;0.001125435;0.033075999;20;23;13;8;29261666
377;0.13;50;5;4;0.0019;1.454;0.00113109;0.065825678;21;24;12;10;85566079
378;0.13;50;5;8;0.0019;1.8381;0.001467504;0.162850694;26;28;19;15;69608209
379;0.13;50;0.0625;0.25;0.002;1.6053;0.001261275;0.00403156;27;28;21;9;20918025
380;0.13;50;0.0625;0.5;0.002;1.7417;0.001369754;0.008154305;30;31;16;9;47391168
381;0.13;50;0.0625;1;0.002;1.1711;0.000968166;0.009049247;14;26;16;7;4847536
382;0.13;50;0.0625;2;0.002;1.2019;0.00101868;0.015437389;18;18;14;8;13583350
383;0.13;50;0.0625;4;0.002;1.3291;0.00111604;0.022136748;25;20;18;7;11941185
384;0.13;50;0.0625;8;0.002;2.268;0.001723386;0.036376084;31;37;25;19;535585
385;0.13;50;0.125;0.25;0.002;1.2961;0.001072451;0.00376289;24;23;13;7;12751941
386;0.13;50;0.125;0.5;0.002;1.5502;0.001246436;0.00793619;23;27;22;10;69625098
387;0.13;50;0.125;1;0.002;2.4345;0.00180844;0.020375218;37;50;33;15;95915661
388;0.13;50;0.125;2;0.002;1.9272;0.001517807;0.027044319;28;36;30;14;71525450
389;0.13;50;0.125;4;0.002;1.649;0.001331334;0.035967777;23;27;20;12;65455696
390;0.13;50;0.125;8;0.002;0.9392;0.000807143;0.040159422;18;16;9;5;91078673
391;0.13;50;0.25;0.25;0.002;1.6923;0.001368013;0.004883497;25;27;20;13;5817221
392;0.13;50;0.25;0.5;0.002;1.4988;0.001194778;0.008332215;28;26;20;9;94829741
393;0.13;50;0.25;1;0.002;1.5768;0.001240099;0.016445913;33;24;20;7;6546031
394;0.13;50;0.25;2;0.002;2.7272;0.001879472;0.043973032;55;41;33;19;88177931
395;0.13;50;0.25;4;0.002;2.4263;0.001824118;0.066214656;38;36;37;18;37884411
396;0.13;50;0.25;8;0.002;1.2029;0.001024602;0.059680732;20;18;15;9;11526087
397;0.13;50;0.5;0.25;0.002;1.299;0.00109225;0.004002179;21;19;11;9;18402461
398;0.13;50;0.5;0.5;0.002;2.1001;0.001616578;0.011568603;36;38;26;12;49594681
399;0.13;50;0.5;1;0.002;1.963;0.001488662;0.020776282;37;30;23;12;8694096
400;0.13;50;0.5;2;0.002;1.5399;0.001229965;0.031943464;22;26;23;11;12009436
401;0.13;50;0.5;4;0.002;1.6879;0.001360625;0.059022185;25;24;20;15;58363400
402;0.13;50;0.5;8;0.002;2.1035;0.001577082;0.113145989;34;27;20;18;4417382
403;0.13;50;1;0.25;0.002;1.0146;0.000874339;0.003233224;14;10;10;10;19668884
404;0.13;50;1;0.5;0.002;1.7313;0.001345775;0.009841008;33;23;23;15;27463733
405;0.13;50;1;1;0.002;1.2441;0.001030733;0.014909421;22;19;15;6;5043399
406;0.13;50;1;2;0.002;1.6634;0.001264609;0.035311617;25;26;17;11;38878791
407;0.13;50;1;4;0.002;1.0239;0.000859334;0.046373599;23;17;8;6;64689051
408;0.13;50;1;8;0.002;1.5499;0.001229198;0.113132459;27;32;17;11;85717576
409;0.13;50;2;0.25;0.002;1.4193;0.001160134;0.004309683;26;23;18;6;22377157
410;0.13;50;2;0.5;0.002;2.6646;0.001936223;0.014278849;37;42;35;20;95081380
411;0.13;50;2;1;0.002;1.4104;0.001173952;0.017208463;26;20;14;10;15958503
412;0.13;50;2;2;0.002;1.7073;0.001332978;0.03817653;24;25;23;12;56311255
413;0.13;50;2;4;0.002;1.203;0.001010121;0.056119835;22;19;16;7;82878154
414;0.13;50;2;8;0.002;1.3804;0.001130417;0.116304099;23;21;18;11;83462293
415;0.13;50;3;0.25;0.002;1.6266;0.001307244;0.004863274;26;35;15;8;25364763
416;0.13;50;3;0.5;0.002;1.8335;0.001456033;0.010770396;25;29;26;15;9303168
417;0.13;50;3;1;0.002;1.2508;0.001037873;0.015314942;22;15;16;9;28609462
418;0.13;50;3;2;0.002;1.6165;0.001285619;0.037477756;25;26;19;8;40881737
419;0.13;50;3;4;0.002;1.5834;0.001280994;0.072776508;28;28;16;9;26825371
420;0.13;50;3;8;0.002;1.4509;0.001186067;0.127790255;26;22;20;7;68628194
421;0.13;50;4;0.25;0.002;2.1594;0.001511844;0.005629698;35;31;27;16;36510514
422;0.13;50;4;0.5;0.002;3.34;0.002293721;0.017028607;55;57;39;20;65478995
423;0.13;50;4;1;0.002;1.3107;0.001087761;0.016122085;30;20;13;5;95521187
424;0.13;50;4;2;0.002;1.6903;0.001361156;0.039856955;26;30;21;8;15877308
425;0.13;50;4;4;0.002;2.0595;0.001601507;0.091064472;32;31;28;15;65341843
426;0.13;50;4;8;0.002;2.7552;0.001891654;0.206289003;47;41;35;20;51924684
427;0.13;50;5;0.25;0.002;1.1044;0.000966447;0.003601299;21;15;11;7;73059101
428;0.13;50;5;0.5;0.002;1.8373;0.001477599;0.010979743;21;36;21;15;58183596
429;0.13;50;5;1;0.002;1.7552;0.001349393;0.019977164;35;27;20;11;66798361
430;0.13;50;5;2;0.002;1.7638;0.001381214;0.040487758;20;25;22;14;41566468
431;0.13;50;5;4;0.002;2.3505;0.001712645;0.098691169;32;37;36;18;32486834
432;0.13;50;5;8;0.002;2.1046;0.001610701;0.17777634;31;33;30;18;91163265
433;0.14;50;0.0625;0.25;0.0017;2.2916;0.00178005;0.00534728;23;35;34;19;56773992
434;0.14;50;0.0625;0.5;0.0017;1.6078;0.001265258;0.007530682;30;22;15;7;61843902
435;0.14;50;0.0625;1;0.0017;1.6243;0.001281781;0.01279338;21;23;20;9;97941289
436;0.14;50;0.0625;2;0.0017;2.2208;0.001704991;0.022509143;33;34;30;13;40682369
437;0.14;50;0.0625;4;0.0017;2.4139;0.001779392;0.031181933;32;37;36;16;906342
438;0.14;50;0.0625;8;0.0017;2.1568;0.001667507;0.037930076;26;30;28;19;22656176
439;0.14;50;0.125;0.25;0.0017;2.06;0.001631462;0.005615785;37;28;19;16;61149479
440;0.14;50;0.125;0.5;0.0017;2.7426;0.00210331;0.012947128;36;42;42;19;1825904
441;0.14;50;0.125;1;0.0017;3.214;0.002322332;0.024713201;43;51;44;21;74305973
442;0.14;50;0.125;2;0.0017;3.2267;0.002295596;0.038109954;46;50;33;25;90069371
443;0.14;50;0.125;4;0.0017;2.566;0.001924734;0.047364193;38;40;28;19;46238610
444;0.14;50;0.125;8;0.0017;3.6067;0.002449986;0.081747782;52;50;43;31;58602151
445;0.14;50;0.25;0.25;0.0017;2.8324;0.002095121;0.007446059;42;40;36;18;88612584
446;0.14;50;0.25;0.5;0.0017;2.5533;0.001910566;0.012945657;39;39;27;21;70698820
447;0.14;50;0.25;1;0.0017;2.8879;0.002197093;0.026712568;53;44;35;16;68557532
448;0.14;50;0.25;2;0.0017;2.3665;0.001881587;0.038236703;30;29;35;18;7936378
449;0.14;50;0.25;4;0.0017;3.1841;0.002324627;0.080755109;49;53;37;24;6266714
450;0.14;50;0.25;8;0.0017;1.9696;0.001565997;0.085888534;30;24;20;13;14364026
451;0.14;50;0.5;0.25;0.0017;2.0968;0.001616247;0.005881754;27;26;30;17;83785950
452;0.14;50;0.5;0.5;0.0017;1.584;0.001310518;0.009400197;30;27;14;5;85141829
453;0.14;50;0.5;1;0.0017;2.0841;0.001582178;0.021198772;22;29;29;16;41883073
454;0.14;50;0.5;2;0.0017;1.4159;0.001183362;0.030530425;26;18;17;7;4258246
455;0.14;50;0.5;4;0.0017;1.6106;0.001305461;0.059136208;25;25;17;10;85782359
456;0.14;50;0.5;8;0.0017;2.5263;0.001953825;0.128712313;32;43;34;19;64766496
457;0.14;50;1;0.25;0.0017;2.4151;0.001789678;0.006615169;42;41;30;12;92559807
458;0.14;50;1;0.5;0.0017;2.8253;0.001957609;0.014299617;45;44;41;14;97494227
459;0.14;50;1;1;0.0017;2.1303;0.001627323;0.022850789;28;28;28;16;77143971
460;0.14;50;1;2;0.0017;3.182;0.002321782;0.061515534;46;54;42;28;27328473
461;0.14;50;1;4;0.0017;2.4025;0.001887865;0.091288316;33;39;34;14;12063087
462;0.14;50;1;8;0.0017;1.9651;0.001560121;0.138087701;32;29;26;11;23365338
463;0.14;50;2;0.25;0.0017;2.1727;0.001626058;0.006040938;35;38;22;14;2389253
464;0.14;50;2;0.5;0.0017;2.5133;0.001906864;0.01408006;39;33;32;15;23110774
465;0.14;50;2;1;0.0017;1.6456;0.001351351;0.019782799;30;24;15;7;73649824
466;0.14;50;2;2;0.0017;2.9071;0.002089521;0.059452566;44;44;35;21;28314370
467;0.14;50;2;4;0.0017;2.2597;0.001739038;0.095149526;35;30;25;16;80838016
468;0.14;50;2;8;0.0017;3.2528;0.002412693;0.216672115;34;51;48;31;50623035
469;0.14;50;3;0.25;0.0017;3.2172;0.0022686;0.008431931;50;54;40;22;42041821
470;0.14;50;3;0.5;0.0017;3.4146;0.002349585;0.0174189;67;53;37;19;14987750
471;0.14;50;3;1;0.0017;2.4699;0.001872958;0.027513919;32;43;35;16;39320130
472;0.14;50;3;2;0.0017;1.8593;0.001442495;0.041989905;25;29;19;8;94905107
473;0.14;50;3;4;0.0017;2.1772;0.001605079;0.09084668;39;30;26;14;572005
474;0.14;50;3;8;0.0017;3.7101;0.002479814;0.260117205;62;58;41;30;17254139
475;0.14;50;4;0.25;0.0017;1.8956;0.001445222;0.005381267;23;29;26;13;26425307
476;0.14;50;4;0.5;0.0017;3.0238;0.002117634;0.015718353;43;46;34;22;71478904
477;0.14;50;4;1;0.0017;2.2237;0.001720404;0.02535761;35;40;28;12;23287849
478;0.14;50;4;2;0.0017;2.4821;0.001897839;0.055329236;44;31;27;10;49616908
479;0.14;50;4;4;0.0017;1.3658;0.00116038;0.066413948;20;23;20;4;2471509
480;0.14;50;4;8;0.0017;2.2727;0.001746625;0.188376571;34;40;30;14;23696139
481;0.14;50;5;0.25;0.0017;2.0157;0.001506627;0.00561185;27;27;29;16;38949158
482;0.14;50;5;0.5;0.0017;2.1233;0.001680403;0.012482121;35;32;23;15;59750151
483;0.14;50;5;1;0.0017;2.1624;0.001662438;0.024578336;30;33;27;16;17079907
484;0.14;50;5;2;0.0017;1.4039;0.00117198;0.034441035;19;17;20;8;51038886
485;0.14;50;5;4;0.0017;2.9642;0.002095974;0.12079968;43;45;32;22;46220348
486;0.14;50;5;8;0.0017;1.6586;0.001300832;0.145289224;20;21;18;14;49173983
487;0.14;50;0.0625;0.25;0.0018;1.5548;0.001276079;0.004042485;23;19;17;12;31239862
488;0.14;50;0.0625;0.5;0.0018;1.8816;0.001489496;0.008459925;40;29;17;7;86806097
489;0.14;50;0.0625;1;0.0018;1.5931;0.001292241;0.011019998;11;23;22;14;92241884
490;0.14;50;0.0625;2;0.0018;1.5716;0.001266312;0.019142883;31;25;17;6;73054931
491;0.14;50;0.0625;4;0.0018;1.2129;0.001038192;0.019814438;17;15;13;7;29261679
492;0.14;50;0.0625;8;0.0018;2.9919;0.002161076;0.041055095;34;52;47;22;87076410
493;0.14;50;0.125;0.25;0.0018;1.6309;0.00132855;0.004508763;27;24;13;13;88145386
494;0.14;50;0.125;0.5;0.0018;3.09;0.002305517;0.013604047;40;50;42;27;76951696
495;0.14;50;0.125;1;0.0018;2.5588;0.001877357;0.020839499;42;31;26;18;72993966
496;0.14;50;0.125;2;0.0018;2.3349;0.001814924;0.032084724;37;37;29;14;30254850
497;0.14;50;0.125;4;0.0018;1.7476;0.001421739;0.037403224;29;25;22;9;27195610
498;0.14;50;0.125;8;0.0018;2.3125;0.00173519;0.056864274;28;36;32;19;83204017
499;0.14;50;0.25;0.25;0.0018;4.1296;0.002823845;0.009979797;57;68;42;29;61698289
500;0.14;50;0.25;0.5;0.0018;2.7733;0.002044566;0.013595879;35;39;34;19;65915513
501;0.14;50;0.25;1;0.0018;2.5348;0.00191638;0.023572469;30;43;32;18;84432996
502;0.14;50;0.25;2;0.0018;3.4639;0.002347084;0.051538135;45;62;49;29;67785552
503;0.14;50;0.25;4;0.0018;2.922;0.002025592;0.071696516;45;45;32;22;27113384
504;0.14;50;0.25;8;0.0018;3.1063;0.002267463;0.105353829;38;51;45;21;34192405
505;0.14;50;0.5;0.25;0.0018;1.7617;0.001392874;0.005112892;33;28;16;7;18440140
506;0.14;50;0.5;0.5;0.0018;1.6679;0.001309376;0.009323385;18;29;19;12;91856
507;0.14;50;0.5;1;0.0018;1.5641;0.001270055;0.017640074;23;20;15;10;24049064
508;0.14;50;0.5;2;0.0018;1.4199;0.001181109;0.031305314;24;20;14;5;90280128
509;0.14;50;0.5;4;0.0018;2.5818;0.00186625;0.082349627;33;40;30;19;22447067
510;0.14;50;0.5;8;0.0018;1.8989;0.001502465;0.105489209;27;32;22;10;72434828
511;0.14;50;1;0.25;0.0018;1.776;0.001428111;0.005270449;28;23;18;9;35719363
512;0.14;50;1;0.5;0.0018;2.5487;0.001900125;0.013763945;35;43;34;20;85350177
513;0.14;50;1;1;0.0018;1.7126;0.00139186;0.019787531;22;23;22;13;30433698
514;0.14;50;1;2;0.0018;2.3131;0.001788631;0.047594772;36;34;23;16;76266294
515;0.14;50;1;4;0.0018;1.7014;0.001317237;0.069688509;38;24;16;8;99475173
516;0.14;50;1;8;0.0018;1.673;0.001293833;0.119222258;30;23;20;10;15627014
517;0.14;50;2;0.25;0.0018;2.1646;0.001696545;0.006289198;31;33;26;13;94336046
518;0.14;50;2;0.5;0.0018;1.7711;0.001408295;0.010411579;34;29;18;8;3218078
519;0.14;50;2;1;0.0018;1.2523;0.001076091;0.015746215;16;21;14;8;62314486
520;0.14;50;2;2;0.0018;1.5759;0.001305731;0.037090824;21;24;17;11;2661527
521;0.14;50;2;4;0.0018;2.3176;0.001717105;0.095600962;35;32;23;14;21113471
522;0.14;50;2;8;0.0018;2.7729;0.002041189;0.205695953;42;50;31;18;88491295
523;0.14;50;3;0.25;0.0018;2.1104;0.001644456;0.006112362;32;31;26;12;45006018
524;0.14;50;3;0.5;0.0018;2.394;0.001824675;0.013501227;38;41;27;20;95509334
525;0.14;50;3;1;0.0018;2.583;0.001858762;0.027278448;36;46;35;15;20510200
526;0.14;50;3;2;0.0018;1.9709;0.001545913;0.044887895;27;31;23;13;87012444
527;0.14;50;3;4;0.0018;1.8447;0.001457869;0.082067035;26;29;24;10;47246688
528;0.14;50;3;8;0.0018;1.2815;0.001091319;0.116341309;18;10;11;10;34703770
529;0.14;50;4;0.25;0.0018;1.5957;0.001293246;0.004811615;24;18;16;12;3760428
530;0.14;50;4;0.5;0.0018;1.6475;0.001308514;0.009725897;33;25;14;11;80722925
531;0.14;50;4;1;0.0018;2.6826;0.001911871;0.028230366;51;51;24;12;97787787
532;0.14;50;4;2;0.0018;2.9418;0.002145647;0.062369048;33;38;37;22;60197624
533;0.14;50;4;4;0.0018;2.8136;0.001910352;0.110392868;43;48;41;15;54296152
534;0.14;50;4;8;0.0018;2.8694;0.002125098;0.224461387;37;44;42;21;65124543
535;0.14;50;5;0.25;0.0018;2.0753;0.001570486;0.005849803;29;37;22;15;5368952
536;0.14;50;5;0.5;0.0018;2.4469;0.001809521;0.013450431;33;35;32;14;36547749
537;0.14;50;5;1;0.0018;2.2358;0.001730801;0.025614535;40;40;23;11;11153877
538;0.14;50;5;2;0.0018;2.977;0.002048091;0.060240586;59;47;30;16;89029505
539;0.14;50;5;4;0.0018;2.2846;0.001782035;0.102425219;35;35;26;15;59984646
540;0.14;50;5;8;0.0018;3.099;0.002183717;0.23907881;37;42;46;24;54326700
541;0.14;50;0.0625;0.25;0.0019;1.62;0.001300759;0.00412582;21;24;20;10;93473054
542;0.14;50;0.0625;0.5;0.0019;1.7527;0.001380155;0.007902476;26;26;23;8;14888576
543;0.14;50;0.0625;1;0.0019;2.1528;0.001657285;0.013425927;25;27;26;18;58241121
544;0.14;50;0.0625;2;0.0019;2.9413;0.002141979;0.026604977;45;50;39;17;70857338
545;0.14;50;0.0625;4;0.0019;2.0614;0.001638475;0.026885311;21;28;29;18;63312551
546;0.14;50;0.0625;8;0.0019;2.9336;0.002062743;0.04323158;45;45;37;20;92998854
547;0.14;50;0.125;0.25;0.0019;1.2142;0.001000311;0.003550369;30;19;8;3;65197633
548;0.14;50;0.125;0.5;0.0019;1.7012;0.001279326;0.008304358;31;24;19;11;57586130
549;0.14;50;0.125;1;0.0019;1.928;0.001438954;0.016299261;31;33;23;10;46964306
550;0.14;50;0.125;2;0.0019;2.0498;0.001579776;0.029764108;31;35;22;12;13110283
551;0.14;50;0.125;4;0.0019;2.9631;0.002124084;0.054378062;50;43;36;21;79370724
552;0.14;50;0.125;8;0.0019;1.822;0.001445511;0.056822141;34;31;17;9;21853814
553;0.14;50;0.25;0.25;0.0019;2.6428;0.00197141;0.006977141;30;43;36;18;85226966
554;0.14;50;0.25;0.5;0.0019;1.3757;0.001127876;0.007850823;25;23;14;5;3781069
555;0.14;50;0.25;1;0.0019;2.5028;0.001823357;0.022337559;28;32;27;24;46849533
556;0.14;50;0.25;2;0.0019;1.2266;0.00103426;0.023724542;16;22;15;10;74750377
557;0.14;50;0.25;4;0.0019;1.8063;0.001450967;0.053929973;30;26;17;10;65562124
558;0.14;50;0.25;8;0.0019;1.4086;0.00116159;0.058715953;14;17;22;10;89572543
559;0.14;50;0.5;0.25;0.0019;2.0746;0.001487541;0.00544163;36;32;25;12;43322522
560;0.14;50;0.5;0.5;0.0019;1.3718;0.00112192;0.008113224;27;15;10;9;54495933
561;0.14;50;0.5;1;0.0019;1.7389;0.001372066;0.018863754;29;30;18;13;96030944
562;0.14;50;0.5;2;0.0019;1.8566;0.001492002;0.037028885;25;35;26;16;91348791
563;0.14;50;0.5;4;0.0019;2.3664;0.00184662;0.079617685;33;43;34;13;11327398
564;0.14;50;0.5;8;0.0019;1.8781;0.001483416;0.105866879;32;27;20;13;18045969
565;0.14;50;1;0.25;0.0019;2.0879;0.001665691;0.006128502;26;33;23;14;91247250
566;0.14;50;1;0.5;0.0019;1.4331;0.001193673;0.008746752;24;18;14;7;7844652
567;0.14;50;1;1;0.0019;1.608;0.001318171;0.018885975;22;28;22;9;10068318
568;0.14;50;1;2;0.0019;2.0031;0.001546671;0.042633386;32;34;26;12;20990042
569;0.14;50;1;4;0.0019;3.3545;0.002261357;0.115247632;50;58;42;21;20685165
570;0.14;50;1;8;0.0019;1.2269;0.001045528;0.096510414;26;15;13;5;75741939
571;0.14;50;2;0.25;0.0019;1.5859;0.00125817;0.004675085;28;26;15;9;89508032
572;0.14;50;2;0.5;0.0019;2.0788;0.001630846;0.01202252;30;41;25;11;15169264
573;0.14;50;2;1;0.0019;3.0991;0.002198504;0.031975963;40;54;40;23;36719406
574;0.14;50;2;2;0.0019;1.8008;0.001421083;0.040374308;27;33;24;12;83723205
575;0.14;50;2;4;0.0019;2.9178;0.002109639;0.114713155;48;51;35;16;75813212
576;0.14;50;2;8;0.0019;3.1204;0.002151039;0.21546639;52;50;34;20;67499131
577;0.14;50;3;0.25;0.0019;1.9701;0.001541841;0.005731858;20;31;24;10;43606126
578;0.14;50;3;0.5;0.0019;2.0491;0.001472486;0.010910363;31;27;20;16;60654164
579;0.14;50;3;1;0.0019;1.7569;0.001431084;0.021042458;22;26;20;12;27157055
580;0.14;50;3;2;0.0019;2.4542;0.001853737;0.053606848;30;42;26;21;10321354
581;0.14;50;3;4;0.0019;2.9207;0.002138201;0.119870086;49;53;36;19;46836439
582;0.14;50;3;8;0.0019;3.1382;0.002189819;0.226733738;45;53;44;22;62440974
583;0.14;50;4;0.25;0.0019;2.3604;0.001806452;0.006716999;32;35;31;23;82375216
584;0.14;50;4;0.5;0.0019;1.7424;0.001359705;0.01010662;32;25;15;8;90313023
585;0.14;50;4;1;0.0019;1.4832;0.001202897;0.017801961;30;20;13;8;92436441
