index,primary_length,axfold,radfold,length,surface,Jv,i0,seed
939,0.115,1.0,1.0,1.4186,0.0013377836457,0.161712330074,18,82173203
940,0.12,1.0,1.0,1.5664,0.0014428043235,0.176812489408,27,11953280
941,0.125,1.0,1.0,1.3474,0.0012798255338,0.161354622758,22,66158772
942,0.13,1.0,1.0,1.8384,0.00164524634242,0.192811794487,28,35727604
943,0.135,1.0,1.0,1.5944,0.00149103304861,0.180633167817,25,29061829
944,0.14,1.0,1.0,1.8397,0.0016993110911,0.184914297885,25,23442109
945,0.145,1.0,1.0,2.1614,0.00201407052632,0.213657492722,32,15404391
946,0.15,1.0,1.0,1.1596,0.00114775699989,0.139324499729,17,31380132
947,0.1,1.0,1.0,0.6901,0.000694954475502,0.0874509472261,11,14658661
948,0.105,1.0,1.0,1.1505,0.00106418500557,0.137384557326,17,63528723
949,0.11,1.0,1.0,1.1841,0.00114586400182,0.1367532992,16,27525334
950,0.115,1.0,1.0,1.8127,0.00165590543957,0.199628071848,28,76411092
951,0.12,1.0,1.0,1.0703,0.00105951594543,0.129311169292,16,73699889
952,0.125,1.0,1.0,0.9171,0.000913764141878,0.10988081287,13,80511371
953,0.13,1.0,1.0,2.2933,0.00205928593629,0.232658833218,36,55732915
954,0.135,1.0,1.0,3.4342,0.00292425395629,0.319628620267,57,69774817
955,0.14,1.0,1.0,1.978,0.00182574285382,0.215860898383,37,87106856
956,0.145,1.0,1.0,1.3465,0.00127312916623,0.151254699286,22,18480827
957,0.15,1.0,1.0,4.3985,0.00365083004468,0.379203175842,69,16028002
958,0.1,1.0,1.0,1.2107,0.00115372954451,0.14274998019,17,784411
959,0.105,1.0,1.0,1.55,0.00139356224627,0.176512462727,29,88978661
960,0.11,1.0,1.0,0.9493,0.000938146922108,0.1208128904,14,17617840
961,0.115,1.0,1.0,1.6565,0.00152541061738,0.192912212894,27,1295891
962,0.12,1.0,1.0,1.6021,0.00150258807772,0.186551081248,25,81460084
963,0.125,1.0,1.0,1.3935,0.00132615824491,0.163989286322,20,57922416
964,0.13,1.0,1.0,1.6897,0.00158021004635,0.18982100949,29,81474854
965,0.135,1.0,1.0,1.4453,0.00135137945339,0.167467326856,23,44452822
966,0.14,1.0,1.0,2.3908,0.00220361542775,0.244189877068,32,43888244
967,0.145,1.0,1.0,1.9482,0.0018029571085,0.204515713922,31,46327473
968,0.15,1.0,1.0,1.7097,0.001613106794,0.182513267591,32,30579195
969,0.1,1.0,1.0,0.8064,0.000790716251441,0.101880408136,16,80733197
970,0.105,1.0,1.0,1.2666,0.00121302471824,0.151785551228,20,43737073
971,0.11,1.0,1.0,1.5858,0.00146054120271,0.175763524289,30,52505697
972,0.115,1.0,1.0,1.5358,0.00139866841504,0.177623524852,29,12673656
973,0.12,1.0,1.0,1.7005,0.00158521568416,0.189843288363,31,83561317
974,0.125,1.0,1.0,1.3401,0.00130669947134,0.155555840066,18,48866732
975,0.13,1.0,1.0,2.5472,0.00230877403404,0.244984807471,35,61683667
976,0.135,1.0,1.0,2.2464,0.00201497711457,0.23078437939,30,46049387
977,0.14,1.0,1.0,1.2263,0.00117761570177,0.148747210257,14,72476777
978,0.145,1.0,1.0,1.883,0.00174587803936,0.206449583518,32,95474078
979,0.15,1.0,1.0,1.4854,0.00142477610557,0.166328337069,22,73725960
980,0.1,1.0,1.0,1.1593,0.00107901493139,0.125282231583,19,89761014
981,0.105,1.0,1.0,1.1433,0.00108690259089,0.131976809464,19,54428012
982,0.11,1.0,1.0,1.8692,0.00168366043049,0.210650618846,33,75971003
983,0.115,1.0,1.0,1.5624,0.00145324949076,0.161965908988,24,62935784
984,0.12,1.0,1.0,1.372,0.00128180197257,0.160951698998,23,78478699
985,0.125,1.0,1.0,1.4907,0.00140766070879,0.171532461847,28,99136575
986,0.13,1.0,1.0,1.764,0.00164622672039,0.189600954492,28,41464181
987,0.135,1.0,1.0,1.6449,0.00155382066806,0.188213454469,32,29402653
988,0.14,1.0,1.0,1.5116,0.00144726387711,0.168996633986,23,51019115
989,0.145,1.0,1.0,1.54,0.00148114381759,0.175016671683,23,19426699
990,0.15,1.0,1.0,1.5791,0.00147477216504,0.179814716508,20,22980827
991,0.1,1.0,1.0,0.8113,0.000793760329059,0.102686234687,12,61179428
992,0.105,1.0,1.0,1.2272,0.00115718419059,0.141075697166,23,76117611
993,0.11,1.0,1.0,1.445,0.00135926309166,0.166752732691,26,23200942
994,0.115,1.0,1.0,2.4443,0.00213560703423,0.235666125703,46,34266048
995,0.12,1.0,1.0,1.3403,0.0012890763932,0.155982135059,19,96474659
996,0.125,1.0,1.0,1.2059,0.00116249383403,0.148901496822,20,54989009
997,0.13,1.0,1.0,1.5738,0.00150350894136,0.178572655442,28,80895473
998,0.135,1.0,1.0,3.0142,0.00249015883705,0.265450559133,50,34715512
999,0.14,1.0,1.0,1.7256,0.00160555510898,0.190488518995,27,19926134
1000,0.145,1.0,1.0,1.9437,0.00181752444744,0.211997969181,30,22105349
1001,0.15,1.0,1.0,4.0329,0.00327095971942,0.322660406334,62,94541438
1002,0.1,1.0,1.0,1.3002,0.00120944702226,0.15082786682,25,62519916
1003,0.105,1.0,1.0,1.2699,0.00119375735563,0.14979552451,19,46182096
1004,0.11,1.0,1.0,1.2242,0.00114793493969,0.14796817767,21,17313189
1005,0.115,1.0,1.0,1.0436,0.00102718719773,0.121919192905,19,41078818
1006,0.12,1.0,1.0,1.303,0.0012520488282,0.15255156744,21,5474151
1007,0.125,1.0,1.0,1.9363,0.00175424804644,0.203292276257,35,94726238
1008,0.13,1.0,1.0,1.2929,0.00124937470453,0.153177992608,19,78839420
1009,0.135,1.0,1.0,2.2644,0.00201623013251,0.226991931637,34,67022163
1010,0.14,1.0,1.0,1.6258,0.00154828945437,0.175630095063,27,95477841
1011,0.145,1.0,1.0,1.8193,0.00168148112023,0.193915389464,28,28011223
1012,0.15,1.0,1.0,1.6674,0.00155347182561,0.176512554818,23,30568065
1013,0.1,1.0,1.0,0.91,0.000882283875525,0.117305542684,15,33822985
1014,0.105,1.0,1.0,1.0633,0.00103098726821,0.128313061496,18,35934893
1015,0.11,1.0,1.0,1.381,0.00131724114833,0.164262047181,19,57750040
1016,0.115,1.0,1.0,1.3067,0.00123771110198,0.146572791113,16,87230268
1017,0.12,1.0,1.0,1.7627,0.00163834911398,0.186339186574,31,13669089
1018,0.125,1.0,1.0,1.5295,0.00141402632949,0.165543266802,22,46277596
1019,0.13,1.0,1.0,1.4588,0.00138339052324,0.168678755837,24,58030294
1020,0.135,1.0,1.0,1.2793,0.00122686662573,0.154927886405,21,69896196
1021,0.14,1.0,1.0,2.1811,0.00197527663227,0.238493764776,34,36359890
1022,0.145,1.0,1.0,2.2473,0.00208444220176,0.233452420548,37,71397241
1023,0.15,1.0,1.0,2.4811,0.00220161586686,0.247469724265,35,73220316
1024,0.1,1.0,1.0,1.117,0.00107509422375,0.135148822996,17,38188723
1025,0.105,1.0,1.0,1.3442,0.00127181522652,0.154747242147,23,59881638
1026,0.11,1.0,1.0,1.2865,0.00123273884046,0.153748001252,22,57361620
1027,0.115,1.0,1.0,1.4271,0.00132342782391,0.16785507332,22,80195202
1028,0.12,1.0,1.0,1.6788,0.00158686921747,0.186926699713,26,61629488
1029,0.125,1.0,1.0,2.0808,0.00187225933553,0.213610772481,33,35336841
1030,0.13,1.0,1.0,1.8615,0.00172381651911,0.185572041972,25,64819154
1031,0.135,1.0,1.0,1.9071,0.00175088548673,0.207606921159,29,17186896
1032,0.14,1.0,1.0,1.8675,0.00176909566571,0.200568189642,23,75900507
1033,0.145,1.0,1.0,1.4909,0.00142633433552,0.171082560848,25,63384739
1034,0.15,1.0,1.0,2.9224,0.00258728723092,0.284568120919,47,87016412
1035,0.1,1.0,1.0,1.506,0.00138202249787,0.165176739607,26,85933501
1036,0.105,1.0,1.0,1.2366,0.00116255415261,0.138499758966,20,12521825
1037,0.11,1.0,1.0,0.9022,0.000883526438251,0.109856739038,14,72278213
1038,0.115,1.0,1.0,1.4557,0.00131615018629,0.167915984977,24,33657760
1039,0.12,1.0,1.0,1.4133,0.00134669672105,0.162084947689,24,94838366
1040,0.125,1.0,1.0,1.056,0.00102809599766,0.131295711316,14,47215967
1041,0.13,1.0,1.0,1.9591,0.0017324082975,0.215870229474,34,44361193
1042,0.135,1.0,1.0,1.4157,0.00131161744615,0.168787027186,22,28445336
1043,0.14,1.0,1.0,1.8565,0.00170394757921,0.204221757889,31,33457213
1044,0.145,1.0,1.0,2.2284,0.00203768484786,0.232125522173,37,46031151
1045,0.15,1.0,1.0,1.8713,0.0017730435167,0.192803094703,29,77214451
1046,0.1,1.0,1.0,1.2392,0.00116117687839,0.148475544706,20,83693987
1047,0.105,1.0,1.0,1.2391,0.00118013500776,0.141693672824,20,93673288
1048,0.11,1.0,1.0,1.0685,0.00102717714464,0.127705912785,15,26398777
1049,0.115,1.0,1.0,1.7684,0.00165783804684,0.186629275925,29,69406515
1050,0.12,1.0,1.0,0.9611,0.000899966065882,0.117151402202,17,80943722
1051,0.125,1.0,1.0,1.4555,0.00135587519814,0.176113269285,25,89221012
1052,0.13,1.0,1.0,1.2162,0.00116933195027,0.144287767913,24,17597526
1053,0.135,1.0,1.0,1.6942,0.00159870171204,0.189001172612,21,51613695
1054,0.14,1.0,1.0,1.9827,0.00175953637732,0.214232110444,31,36166229
1055,0.145,1.0,1.0,2.0892,0.00191555018071,0.214269123475,40,39137961
1056,0.15,1.0,1.0,1.9873,0.00186630408223,0.200679296978,31,48481924
1057,0.1,1.0,1.0,0.9352,0.000888408221907,0.116634796228,15,28830980
1058,0.105,1.0,1.0,1.2883,0.00120174112273,0.151800181158,22,66384413
1059,0.11,1.0,1.0,0.7944,0.000782907006087,0.101411194925,12,21844660
1060,0.115,1.0,1.0,1.769,0.00161694285456,0.192266577619,26,64407840
1061,0.12,1.0,1.0,0.97,0.000965559705621,0.123259220193,16,2789037
1062,0.125,1.0,1.0,1.6119,0.00152447769002,0.188454223443,26,97805640
1063,0.13,1.0,1.0,1.9301,0.00178219686106,0.215115283334,32,67190543
1064,0.135,1.0,1.0,1.7945,0.00165096575008,0.194653497117,24,76127784
1065,0.14,1.0,1.0,3.3617,0.00286102359848,0.314016703422,56,26533576
1066,0.145,1.0,1.0,2.5385,0.00222496840576,0.244959725753,47,69500964
1067,0.15,1.0,1.0,1.4374,0.00139386484447,0.165847270537,20,49349835
1068,0.1,1.0,1.0,0.9879,0.000960870941418,0.118458307965,16,24113389
1069,0.105,1.0,1.0,1.1498,0.00109305910718,0.138124971542,17,15666150
1070,0.11,1.0,1.0,0.9164,0.000896036511525,0.119178353907,13,35410192
1071,0.115,1.0,1.0,1.6165,0.0014819740023,0.184348729422,22,11765019
1072,0.12,1.0,1.0,1.1758,0.00113011281023,0.139106071576,19,30128335
1073,0.125,1.0,1.0,1.0832,0.00105995224982,0.131237223057,16,6882254
1074,0.13,1.0,1.0,2.5323,0.00226150276584,0.262479502151,44,63317055
1075,0.135,1.0,1.0,3.3091,0.00293318432297,0.306138927095,57,13384833
1076,0.14,1.0,1.0,2.6554,0.00227469081995,0.266119767533,42,31475127
1077,0.145,1.0,1.0,1.9414,0.00183755021565,0.207066323178,31,37589317
1078,0.15,1.0,1.0,2.5318,0.00233432397878,0.24738338439,45,69224111
1079,0.1,1.0,1.0,1.0531,0.00100628681013,0.128828962016,23,32515303
1080,0.105,1.0,1.0,1.5242,0.00137555916107,0.174198824375,27,21827810
1081,0.11,1.0,1.0,1.3803,0.00131093182497,0.159538003484,25,84668074
1082,0.115,1.0,1.0,2.2546,0.00201828015995,0.238179980663,35,1558722
1083,0.12,1.0,1.0,1.6451,0.00153475798649,0.166849474444,33,98498801
1084,0.125,1.0,1.0,1.2848,0.00123788401524,0.154996708741,25,62331232
1085,0.13,1.0,1.0,1.6199,0.00154042793291,0.183910060178,29,41238839
1086,0.135,1.0,1.0,1.9285,0.00179419824765,0.21550781136,29,45517437
1087,0.14,1.0,1.0,2.001,0.00184312666827,0.21028657522,35,1230928
1088,0.145,1.0,1.0,1.3114,0.00128152953366,0.15068620731,19,13104929
1089,0.15,1.0,1.0,2.5352,0.00236768819541,0.246355407428,46,52743518
1090,0.1,1.0,1.0,0.7058,0.000714453461457,0.089767566644,10,15699872
1091,0.105,1.0,1.0,1.3546,0.00124734438116,0.160487285674,23,73045233
1092,0.11,1.0,1.0,1.8613,0.00168539921406,0.200622002554,30,73682153
1093,0.115,1.0,1.0,1.4562,0.00138643661148,0.16797178135,25,93372027
1094,0.12,1.0,1.0,0.8095,0.000812169559354,0.106103511234,12,95646992
1095,0.125,1.0,1.0,1.2257,0.00117482295157,0.147013706273,21,61354930
1096,0.13,1.0,1.0,1.5007,0.00141695178057,0.174886858979,26,13852657
1097,0.135,1.0,1.0,3.346,0.00277979095971,0.320255827204,53,95957550
1098,0.14,1.0,1.0,2.1835,0.00199786392947,0.228586340151,38,12939009
1099,0.145,1.0,1.0,1.8669,0.00172859877711,0.195328517208,25,14051454
1100,0.15,1.0,1.0,2.3769,0.00212673959994,0.246070239319,28,533472
1101,0.1,1.0,1.0,0.9828,0.000948187954884,0.123544912575,18,9877705
1102,0.105,1.0,1.0,1.1186,0.0010649305432,0.137888136718,20,27415219
1103,0.11,1.0,1.0,1.4925,0.00139361251175,0.17345499036,25,58823761
1104,0.115,1.0,1.0,1.9566,0.00180342699023,0.211926801659,32,24761771
1105,0.12,1.0,1.0,1.2761,0.00119893630881,0.150769830317,16,34589172
1106,0.125,1.0,1.0,1.1637,0.00113743749634,0.145330200011,22,81218723
1107,0.13,1.0,1.0,2.2501,0.00205985453943,0.244977702881,42,86074331
1108,0.135,1.0,1.0,1.5329,0.00143125170714,0.180622273408,23,82227475
1109,0.14,1.0,1.0,1.8983,0.00173388489631,0.207881641588,29,78315275
1110,0.145,1.0,1.0,1.669,0.00159057378352,0.178236771341,22,66386370
1111,0.15,1.0,1.0,3.4646,0.00301612176584,0.321227904336,53,707648
1112,0.1,1.0,1.0,0.9351,0.000903085742785,0.114311936998,21,19299197
1113,0.105,1.0,1.0,2.1796,0.00192501074769,0.227976392579,42,92278103
1114,0.11,1.0,1.0,1.4334,0.00133767306163,0.168035803479,23,76414432
1115,0.115,1.0,1.0,1.4239,0.00135229227455,0.160747614829,21,49297373
1116,0.12,1.0,1.0,1.2879,0.00123334604748,0.156039002052,24,40206389
1117,0.125,1.0,1.0,1.5007,0.00139054229608,0.169082041253,22,7737579
1118,0.13,1.0,1.0,1.778,0.00164945175375,0.201064989124,25,16307965
1119,0.135,1.0,1.0,1.2861,0.00121528465433,0.154666827388,21,99174156
1120,0.14,1.0,1.0,1.5394,0.00146349359608,0.166284817372,24,51992010
1121,0.145,1.0,1.0,1.8885,0.00172275672168,0.206774550899,24,57869292
1122,0.15,1.0,1.0,2.3968,0.00218354683335,0.248821167091,41,2123800
1123,0.1,1.0,1.0,0.9191,0.000888697751086,0.113013021769,17,59412270
1124,0.105,1.0,1.0,1.0824,0.00104944475337,0.130270861724,16,84059037
1125,0.11,1.0,1.0,1.704,0.0015749221176,0.181958953656,28,76634626
1126,0.115,1.0,1.0,1.2186,0.0011730656703,0.142305526834,18,98002436
1127,0.12,1.0,1.0,1.6233,0.00152486976078,0.187079687791,27,22466584
1128,0.125,1.0,1.0,1.2281,0.00118968142818,0.142562672299,18,83647975
1129,0.13,1.0,1.0,1.8985,0.00176593095093,0.20276460716,26,28494966
1130,0.135,1.0,1.0,1.5154,0.00143736157706,0.178087076622,22,95854555
1131,0.14,1.0,1.0,2.2371,0.00203704607411,0.237451692135,40,36490852
1132,0.145,1.0,1.0,1.3471,0.00129524597851,0.15560750051,21,7207521
1133,0.15,1.0,1.0,2.0835,0.00195014288573,0.211837829705,28,65196137
1134,0.1,1.0,1.0,1.001,0.000942140012035,0.121818346178,19,61860321
1135,0.105,1.0,1.0,1.8419,0.0016719928067,0.200501864901,33,797658
1136,0.11,1.0,1.0,1.0447,0.00101333202015,0.126284134319,14,66024978
1137,0.115,1.0,1.0,1.9348,0.0017829307371,0.201636272386,30,90184657
1138,0.12,1.0,1.0,1.0559,0.00102128200885,0.127417971842,16,56251599
1139,0.125,1.0,1.0,1.9297,0.00170014067263,0.215727808078,30,22214880
1140,0.13,1.0,1.0,2.7121,0.00236808408635,0.274890606308,49,36253476
1141,0.135,1.0,1.0,1.6175,0.00152509293953,0.186394575953,29,65821537
1142,0.14,1.0,1.0,1.157,0.00112244028699,0.137946273114,16,1806589
1143,0.145,1.0,1.0,1.8237,0.00172677715603,0.195386430477,29,54473241
1144,0.15,1.0,1.0,2.0891,0.00196564476052,0.211637335294,30,63436498
1145,0.1,1.0,1.0,1.4932,0.00138420683467,0.165961103281,27,97386955
1146,0.105,1.0,1.0,0.6282,0.000634320229323,0.0813017820894,7,25385941
1147,0.11,1.0,1.0,1.1612,0.00113239687376,0.134011822455,19,79079592
1148,0.115,1.0,1.0,1.0556,0.00103245904153,0.130480071948,15,99974633
1149,0.12,1.0,1.0,1.8915,0.00174539046418,0.183004199811,29,59979129
1150,0.125,1.0,1.0,1.5732,0.00144982580822,0.179549062861,29,69422754
1151,0.13,1.0,1.0,1.1076,0.00106399158399,0.137955178056,14,13163841
1152,0.135,1.0,1.0,1.5495,0.00145793423372,0.181939822153,22,11719607
1153,0.14,1.0,1.0,1.7595,0.00164611412571,0.187366022381,28,14776031
1154,0.145,1.0,1.0,1.9018,0.00174339130541,0.211069581079,30,13759265
1155,0.15,1.0,1.0,2.307,0.002122577618,0.238905322372,39,28504703
1156,0.1,1.0,1.0,1.4745,0.00138887147145,0.164956339961,24,35617391
1157,0.105,1.0,1.0,1.1372,0.00106873061368,0.13668766748,17,83550230
1158,0.11,1.0,1.0,1.4604,0.00137067938804,0.167971758286,27,1035567
1159,0.115,1.0,1.0,1.7971,0.00158510590434,0.181031746359,39,17247402
1160,0.12,1.0,1.0,1.4317,0.00135309853289,0.167559322215,16,39212745
1161,0.125,1.0,1.0,1.6594,0.00157830196864,0.19050888808,30,14560148
1162,0.13,1.0,1.0,1.0753,0.00104807954286,0.137110132439,13,47442840
1163,0.135,1.0,1.0,1.5779,0.0014977726445,0.1788560293,26,74442156
1164,0.14,1.0,1.0,2.2429,0.00193293781534,0.225656556107,38,47931218
1165,0.145,1.0,1.0,1.6993,0.00162088185883,0.184782350307,31,33687639
1166,0.15,1.0,1.0,2.7116,0.00240534146513,0.261738901471,47,68663842
1167,0.1,1.0,1.0,0.9341,0.000909801211241,0.106101708305,14,42093143
1168,0.105,1.0,1.0,1.3206,0.0011962513278,0.152304958083,21,58134018
1169,0.11,1.0,1.0,1.3756,0.00128421873697,0.163900568554,23,8597423
1170,0.115,1.0,1.0,1.4343,0.00134012883205,0.163549626889,22,53269325
1171,0.12,1.0,1.0,1.2877,0.00123495454292,0.157143525883,20,36575265
1172,0.125,1.0,1.0,1.4307,0.0013650597071,0.154504882453,22,87926102
1173,0.13,1.0,1.0,1.7061,0.00156955054708,0.195169435975,26,34949595
1174,0.135,1.0,1.0,2.2186,0.00200681721721,0.224696784369,34,75854867
1175,0.14,1.0,1.0,2.4911,0.00225774129926,0.255204360443,42,51561026
1176,0.145,1.0,1.0,2.6204,0.00228171773333,0.267442527273,43,55853849
1177,0.15,1.0,1.0,3.5179,0.00301850314333,0.33143172591,61,98791063
1178,0.1,1.0,1.0,1.3805,0.00128140386995,0.156972752741,25,15018654
1179,0.105,1.0,1.0,1.5345,0.0014117663934,0.164453087251,24,19929581
1180,0.11,1.0,1.0,1.6198,0.00147022997498,0.157514463596,27,51079699
1181,0.115,1.0,1.0,1.8919,0.00170435171369,0.212181907699,32,27129608
1182,0.12,1.0,1.0,1.7333,0.00157020037924,0.193581929852,26,76290842
1183,0.125,1.0,1.0,1.3157,0.00124191731755,0.16172318659,23,68017341
1184,0.13,1.0,1.0,2.3879,0.00207969050518,0.229896954025,39,49495
1185,0.135,1.0,1.0,1.1658,0.00114775197334,0.13741902501,19,12681764
1186,0.14,1.0,1.0,2.3207,0.00204319856916,0.233333804621,37,70492477
1187,0.145,1.0,1.0,4.2486,0.00341148793403,0.363660504675,67,43249022
1188,0.15,1.0,1.0,1.9952,0.00188082879605,0.197077311222,27,49365008
1189,0.1,1.0,1.0,0.6581,0.000665354138193,0.0864793619943,13,67260273
1190,0.105,1.0,1.0,1.7661,0.00160067614019,0.192165790985,28,40903803
1191,0.11,1.0,1.0,0.9785,0.000955989157762,0.121740419175,15,27104859
1192,0.115,1.0,1.0,1.6199,0.00146205359054,0.1852510931,23,84952712
1193,0.12,1.0,1.0,2.0222,0.00183940219708,0.207988418242,39,674211
1194,0.125,1.0,1.0,1.6796,0.00157516138129,0.190619676496,26,49547846
1195,0.13,1.0,1.0,2.1213,0.00191021299178,0.230627557857,40,89811526
1196,0.135,1.0,1.0,2.0584,0.00187522942236,0.212448888765,35,65345331
1197,0.14,1.0,1.0,1.5125,0.00142092074306,0.170920820042,27,56023891
1198,0.145,1.0,1.0,1.3899,0.00134264029661,0.159295025084,27,5236237
1199,0.15,1.0,1.0,2.6933,0.00235419693992,0.248360650131,41,25754744
1200,0.1,1.0,1.0,0.9996,0.000954046899519,0.121654435543,18,27291073
1201,0.105,1.0,1.0,1.0337,0.00100556097656,0.131144281334,19,16520313
1202,0.11,1.0,1.0,1.2553,0.00117681145406,0.150778153078,20,81536466
1203,0.115,1.0,1.0,1.8888,0.00170223734643,0.20055405941,35,68422101
1204,0.12,1.0,1.0,1.457,0.00136361407182,0.174306993385,23,15778877
1205,0.125,1.0,1.0,1.2872,0.00121022995741,0.155158739049,18,44890766
1206,0.13,1.0,1.0,1.4224,0.00135111606226,0.166280035645,20,93249557
1207,0.135,1.0,1.0,1.454,0.00140286337114,0.16493664956,27,86750361
1208,0.14,1.0,1.0,1.9679,0.0018439630859,0.20862502807,29,26304303
1209,0.145,1.0,1.0,1.9272,0.00180011248431,0.211796138867,31,835813
1210,0.15,1.0,1.0,1.5976,0.00152556845099,0.170180285449,16,79850138
1211,0.1,1.0,1.0,0.6455,0.00064808291842,0.0861677768612,7,11438022
1212,0.105,1.0,1.0,0.9415,0.000903381303822,0.11829532647,15,93414031
1213,0.11,1.0,1.0,0.8342,0.000822367420435,0.108280298223,14,13176711
1214,0.115,1.0,1.0,2.7078,0.0023757634457,0.27199902415,37,58373515
1215,0.12,1.0,1.0,1.699,0.00157150406479,0.192552809259,29,10497172
1216,0.125,1.0,1.0,0.9673,0.000950940492703,0.118598183703,11,82831362
1217,0.13,1.0,1.0,1.658,0.00155643246253,0.187649817948,23,40904790
1218,0.135,1.0,1.0,1.5389,0.00145853741951,0.172914388457,21,7499365
1219,0.14,1.0,1.0,1.6334,0.00157446771763,0.182151659381,25,46538703
1220,0.145,1.0,1.0,1.928,0.0018102379631,0.209879344427,20,36016560
1221,0.15,1.0,1.0,2.3793,0.00215632304805,0.23976371298,43,80601909
1222,0.1,1.0,1.0,0.6057,0.00061424419563,0.0805508208214,9,75694677
1223,0.105,1.0,1.0,1.762,0.00160772939269,0.200481230777,29,98377115
1224,0.11,1.0,1.0,1.6933,0.00157846080756,0.182461971531,26,33529657
1225,0.115,1.0,1.0,0.9959,0.000975815874662,0.117843821999,15,87438026
1226,0.12,1.0,1.0,1.4688,0.00139460575769,0.164526758405,25,73172508
1227,0.125,1.0,1.0,0.9559,0.00094908670171,0.123131129879,16,99039295
1228,0.13,1.0,1.0,1.4162,0.00132395661678,0.16657472721,24,43893138
1229,0.135,1.0,1.0,1.6363,0.00154477288122,0.179526446024,24,83456243
1230,0.14,1.0,1.0,1.0757,0.00107338921859,0.127876166079,19,86348952
1231,0.145,1.0,1.0,3.4256,0.0028858452969,0.297054520348,53,85321258
1232,0.15,1.0,1.0,1.9807,0.00175009189529,0.200456331196,37,58498561
1233,0.1,1.0,1.0,1.0834,0.0010286006631,0.135436639115,18,96946733
1234,0.105,1.0,1.0,1.6086,0.00147851010738,0.177406482473,23,21723447
1235,0.11,1.0,1.0,0.8201,0.000815209615733,0.104792080751,12,11747688
1236,0.115,1.0,1.0,1.4661,0.00137248773903,0.169210207252,27,23912173
1237,0.12,1.0,1.0,1.6493,0.0015488443853,0.178939697532,27,66654638
1238,0.125,1.0,1.0,0.9403,0.000922072020819,0.116759351745,15,2775764
1239,0.13,1.0,1.0,2.7767,0.00248531686365,0.272813526403,50,76445646
1240,0.135,1.0,1.0,2.22,0.00192719830149,0.221796551424,34,29589820
1241,0.14,1.0,1.0,5.5002,0.00440492507729,0.454037102444,81,89170218
1242,0.145,1.0,1.0,1.8841,0.00178211342036,0.194755021256,26,5332137
1243,0.15,1.0,1.0,2.3133,0.00208149584024,0.23468421011,31,427717
1244,0.1,1.0,1.0,1.4105,0.00131768750581,0.157719394354,26,89128480
1245,0.105,1.0,1.0,1.2663,0.00118199684123,0.149371690004,23,22009011
1246,0.11,1.0,1.0,0.7528,0.000751058796402,0.0968249056132,13,45628003
1247,0.115,1.0,1.0,1.7494,0.00159085547129,0.192664211134,30,79905041
1248,0.12,1.0,1.0,1.4147,0.00132546860249,0.16525887085,21,87244329
1249,0.125,1.0,1.0,2.2593,0.00206783951291,0.227632780105,41,79306405
1250,0.13,1.0,1.0,1.5081,0.00142117005985,0.179624804994,24,23125321
1251,0.135,1.0,1.0,1.9398,0.00174561203443,0.214559656406,37,15639006
1252,0.14,1.0,1.0,1.678,0.00160194081973,0.17558364352,18,72977274
1253,0.145,1.0,1.0,2.2524,0.00208902319677,0.228086282557,40,82469993
1254,0.15,1.0,1.0,1.4209,0.00138004384742,0.16186617493,19,7793224
1255,0.1,1.0,1.0,1.4427,0.00131817005444,0.166540300897,22,48801450
1256,0.105,1.0,1.0,1.0794,0.00103497392415,0.132901711995,19,9898093
1257,0.11,1.0,1.0,1.2856,0.00120714767803,0.145510037984,21,32251098
1258,0.115,1.0,1.0,1.9328,0.00174072542529,0.213441685433,32,9970222
1259,0.12,1.0,1.0,0.9747,0.000957863054948,0.115664132904,15,87054018
1260,0.125,1.0,1.0,2.545,0.00226242161886,0.261827837296,43,58560398
1261,0.13,1.0,1.0,1.7102,0.00160964953412,0.195164474587,25,15034090
1262,0.135,1.0,1.0,4.8985,0.00389474691742,0.396376003902,81,8699697
1263,0.14,1.0,1.0,0.9861,0.000966082466639,0.126560509973,10,76038528
1264,0.145,1.0,1.0,1.6835,0.0015961874326,0.168386149561,23,92584234
1265,0.15,1.0,1.0,2.1756,0.00202731286715,0.223120438901,36,76048351
1266,0.1,1.0,1.0,1.1509,0.00109384525933,0.142939917069,17,4275229
1267,0.105,1.0,1.0,1.4139,0.00132948783047,0.166001244146,28,66589222
1268,0.11,1.0,1.0,1.2844,0.00119975664149,0.158678737759,17,24279460
1269,0.115,1.0,1.0,0.9845,0.000956614460363,0.126220386755,13,31609493
1270,0.12,1.0,1.0,1.5824,0.00147293144307,0.176839438787,28,77100884
1271,0.125,1.0,1.0,1.3255,0.00127107933986,0.163304110077,19,81232502
1272,0.13,1.0,1.0,2.7249,0.00236853768206,0.267916495081,49,19882961
1273,0.135,1.0,1.0,1.9661,0.00180162869233,0.215952105811,32,46819327
1274,0.14,1.0,1.0,1.7165,0.00163332658697,0.187210593959,27,96215117
1275,0.145,1.0,1.0,1.5582,0.00147587116955,0.175037039232,23,23264612
1276,0.15,1.0,1.0,1.7047,0.00161814540596,0.18657668756,25,21082879
1277,0.1,1.0,1.0,1.0659,0.00103062736735,0.126247373745,19,30202288
1278,0.105,1.0,1.0,2.0087,0.00179736215818,0.212329391635,35,28370482
1279,0.11,1.0,1.0,1.5739,0.00142840748508,0.182781384036,31,67043987
1280,0.115,1.0,1.0,2.3701,0.00211314922092,0.24728046769,47,95654525
1281,0.12,1.0,1.0,1.6854,0.00155556789623,0.183704416971,26,20954458
