LR_length_mm;relative_distance_to_tip
0.26;71.6911026310504
0.31;71.0082345852581
4.16;70.3253665394658
0.75;69.9538059851376
1.73;68.8491664992971
0.42;67.9654549106246
4.64;67.3729664591283
0.31;66.2783691504318
4.95;66.1176943161277
3.13;64.9929704759992
0.92;64.611367744527
2.13;62.1510343442458
0.5;61.2271540469974
3.83;59.7911227154047
1.76;59.6304478811006
1.68;58.385217915244
3.6;56.0253062864029
3.91;54.18758786905
0.19;53.7156055432818
0.5;52.159068085961
0.57;50.6326571600723
2.6;50.3514762000402
0.73;47.881100622615
1.8;46.7162080739104
0.49;46.0232978509741
0.61;45.5613577023499
0.83;44.7278569993975
0.94;43.4625426792529
0.13;40.8013657360916
0.12;37.9192608957622
0.08;37.2765615585459
0.06;36.1016268326973
0.18;33.8622213295843
0.08;31.7131954207672
0.12;29.3532837919261
82.09;95.9272178749882
75.05;93.9568209672858
67.5;91.5810313943622
14.73;88.8281323654191
62.26;88.3473178089941
44.91;86.8294522485151
18.87;85.3964363156406
85.54;84.5290845667955
58.05;82.7001037051004
62.1;81.0313943622136
0.76;79.673800320543
79.65;78.0805128688602
56.99;75.2993306307156
43.47;75.0824926935043
55.55;74.5922504006788
58.12;73.0272461581974
5.13;72.1221834637503
1.38;70.019798246441
6.85;69.520128217215
0.32;66.6823795606675
0.78;64.0614688413312
1.56;63.4109550296974
0.86;62.6378806448572
0.65;61.3745639671915
4.92;60.5543509003488
0.27;59.3947393230885
0.15;57.980578863015
3.9;56.2553031017253
1.7;54.3509003488263
1.98;52.4370698595267
1.82;50.7212218346375
0.69;48.9676628641463
1.17;47.7326293956821
1.05;46.0922032619968
0.84;45.6490996511737
0.31;44.2537946639012
0.86;42.6887904214198
0.77;40.3035731120958
0.46;38.1069105307816
0.4;35.9102479494673
108.42;92.8537307729053
93.06;90.8569790770995
81.59;89.376134518009
56.88;87.943059138244
46.8;87.4367058373937
19.92;87.0354447310595
51.87;86.1755995032005
10.53;85.8985382631126
15.49;83.9591095824974
16.53;83.6916021782746
20.87;81.7330658259291
18.57;79.3637145313844
13.09;74.8543040030572
15.47;74.261966179421
13.26;72.1314607815038
3.68;71.6824304958441
11.36;70.4117703257858
6.55;69.2175408426483
10.5;68.520110824496
0.55;66.5138052928251
7.68;66.2080825451419
7.46;64.9087608674883
3.91;63.2750549345562
9.18;61.5649183147034
5.31;59.1477978408331
6.35;58.6796598834432
3.48;56.7880003821534
4.06;54.829464029808
1.53;54.542848953855
3.13;54.3804337441483
3.02;52.5938664373746
1.88;49.7086080061145
1.63;49.3073468997803
2.1;48.036686729722
0.6;45.1227667908665
0.59;43.5177223655298
0.19;43.3935224992835
0.17;41.4254323110729
0.12;41.0719403840642
0.18;38.1580204452087
0.08;36.2185917645935
0.04;33.877901977644
74.5;94.9900035281665
78.87;93.7669057979537
72.48;88.7921909914148
58.79;83.9350817358579
43.61;83.2176878748677
27.55;81.3477596142538
33.96;80.7009290838528
44.69;79.4307891332471
18.65;77.6549453134188
16.88;76.0672703751617
5.85;75.149947077502
26.11;73.4917088086558
2.43;70.9161472421498
0.63;67.9877690226979
0.6;66.5765024109138
4.84;65.3886863459955
0.62;62.9660119957662
0.46;62.4132659061508
0.46;60.7197459720099
3.24;58.6381277196284
2.47;55.3216511819358
1.19;52.2168646360108
0.8;48.4064447841938
0.57;47.4420792661413
0.27;43.3611666470657
0.13;38.7863107138657
0.2;36.7164530165824
77.368;86.7715551516528
62.025;84.8432352607066
61.197;83.6305804839259
58.727;82.2205498125639
75.914;81.6866409178689
45.897;81.3316483017153
10.106;80.799159377485
60.161;80.346188799273
43.941;78.9446779506986
78.706;77.2037941610814
69.18;76.9056003635124
86.01;75.6943655571964
48.694;74.1451777803022
68.899;73.906622742247
57.07;73.1199591048506
3.426;71.6389299102579
34.144;71.3577757582642
1.589;69.8866863569238
0.495;68.0776439850051
0.159;65.6225150516869
0.182;63.1844257639441
0.562;60.9934113370442
0.837;58.7171986822674
2.311;56.9493354538226
2.661;55.3334090650914
0.973;52.5019879586505
1.239;52.0646370555492
1.009;51.0720777007838
0.803;46.9286038850392
0.;0.
