,seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
7916,2264364,0.16,0.016168348112200002,327.6558,0.000636411084898,2.2409,1.0,1.0,0.0015,0.035,-0.0030706266661199998,13,26,34,39,23,12
7917,61790324,0.16,0.011244365212600001,327.6558,0.000446063619645,1.4589,1.0,1.0,0.00175,0.005,-0.00372256218241,7,14,17,24,14,9
7918,57003269,0.16,0.0157437795643,327.6558,0.000673839272074,2.4461,1.0,1.0,0.00175,0.01,-0.00184033535687,9,23,32,36,33,15
7919,53373268,0.16,0.0150210409312,327.6558,0.000691977175578,2.4853,1.0,1.0,0.00175,0.015,-0.00016645887007499997,8,29,41,26,24,19
7920,99406872,0.16,0.013278533202200002,327.6558,0.000573310650787,2.0216,1.0,1.0,0.00175,0.02,-0.0030599346229,7,21,25,23,20,24
7921,74992061,0.16,0.0173661789637,327.6558,0.0007753728008860001,2.8598,1.0,1.0,0.00175,0.025,-7.98156431522e-05,15,24,31,39,40,28
7922,19437156,0.16,0.0117496621528,327.6558,0.000424536924128,1.4338,1.0,1.0,0.00175,0.03,-0.00542188148362,6,18,25,18,12,10
7923,18280804,0.16,0.012738212511100001,327.6558,0.000419764844887,1.3898,1.0,1.0,0.00175,0.035,-0.00505462408437,10,19,19,16,14,8
7924,9348527,0.16,0.0136845414388,327.6558,0.000518546885172,1.7864,1.0,1.0,0.002,0.005,-0.00156863748764,7,20,28,29,20,8
7925,38749541,0.16,0.00883838012013,327.6558,0.00034034205251599995,1.0784,1.0,1.0,0.002,0.01,-0.00487618330391,4,8,14,18,9,7
7926,92805297,0.16,0.0118016656095,327.6558,0.00039364771701599997,1.2885,1.0,1.0,0.002,0.015,-0.00419156440261,8,15,16,16,13,10
7927,26077798,0.16,0.0167407334792,327.6558,0.00061930241113,2.2357,1.0,1.0,0.002,0.02,-0.00123340416222,8,24,35,31,29,16
7928,97768465,0.16,0.0144291852529,327.6558,0.000491757663818,1.7263,1.0,1.0,0.002,0.025,-0.00375109782482,9,22,24,22,16,11
7929,66830676,0.16,0.0144021682366,327.6558,0.000556379005765,2.0127,1.0,1.0,0.002,0.03,-0.00291771783764,8,18,24,31,23,15
7930,39654037,0.16,0.0106103825966,327.6558,0.00041334254985699997,1.3597,1.0,1.0,0.002,0.035,-0.0029486061317800004,6,10,18,23,13,10
7931,39151274,0.16,0.015493131543399999,327.6558,0.000520653989064,1.8789,1.0,1.0,0.00225,0.005,-0.00357042910687,9,17,25,24,20,17
7932,88618162,0.16,0.0138358045055,327.6558,0.000506789097674,1.7462,1.0,1.0,0.00225,0.01,-0.000653161494624,8,20,23,23,18,14
7933,60426741,0.16,0.010118422614,327.6558,0.00038090780482399997,1.2281,1.0,1.0,0.00225,0.015,-0.0025592536387800003,5,7,14,19,14,8
7934,32668272,0.16,0.0108120752746,327.6558,0.00038178525165199996,1.247,1.0,1.0,0.00225,0.02,-0.00266386748684,6,14,20,13,9,10
7935,43499004,0.16,0.00841847429139,327.6558,0.000287698321588,0.8973,1.0,1.0,0.00225,0.025,-0.00554439672733,4,8,11,15,8,6
7936,34108478,0.16,0.00821032576398,327.6558,0.000254992645604,0.7665,1.0,1.0,0.00225,0.03,-0.0071788872429099995,5,6,10,9,8,6
7937,1835572,0.16,0.0159583448797,327.6558,0.000537680459919,1.9177,1.0,1.0,0.00225,0.035,-0.00241666724196,10,22,23,28,24,11
7938,53430578,0.16,0.008567888038419999,327.6558,0.00026956134171200003,0.8122,1.0,1.0,0.0025,0.005,-0.00448149477087,3,7,10,13,6,7
7939,29118854,0.16,0.0115276787978,327.6558,0.000367699305237,1.2135,1.0,1.0,0.0025,0.01,-0.0023538725544299996,5,15,15,16,12,10
7940,32589021,0.16,0.012000319657999999,327.6558,0.000383903439083,1.2753,1.0,1.0,0.0025,0.015,-0.00225439444263,7,13,16,19,17,7
7941,15874226,0.16,0.00897334201261,327.6558,0.000348414563335,1.151,1.0,1.0,0.0025,0.02,-0.0034621316390500002,3,5,13,17,12,8
7942,83017462,0.16,0.00894852957378,327.6558,0.00029909281531099996,0.9803,1.0,1.0,0.0025,0.025,-0.0052517519071,4,10,11,12,10,5
7943,1750188,0.16,0.013404956055600001,327.6558,0.00043690061175099995,1.5166,1.0,1.0,0.0025,0.03,-0.00287226002889,8,13,15,18,16,14
7944,89599758,0.16,0.010008416510499999,327.6558,0.00035824504657099997,1.1931,1.0,1.0,0.0025,0.035,-0.00380130979942,4,9,16,18,14,9
7945,18794470,0.16,0.00969388187611,327.6558,0.00038399888066699997,1.2766,1.0,1.0,0.00275,0.005,-0.0009036084285389998,4,9,10,21,19,8
7946,59596531,0.16,0.009772706661639999,327.6558,0.000291740734519,0.9425,1.0,1.0,0.00275,0.01,-0.0046945062275200004,5,10,11,15,11,6
7947,38372279,0.16,0.012289605826999998,327.6558,0.000375184080619,1.2782,1.0,1.0,0.00275,0.015,-0.00355858421179,5,14,22,17,11,10
7948,63148652,0.16,0.00928991620416,327.6558,0.000271922751246,0.8607,1.0,1.0,0.00275,0.02,-0.005798619132640001,4,9,10,15,9,8
7949,53858640,0.16,0.011977017188299998,327.6558,0.00039251165428099994,1.3254,1.0,1.0,0.00275,0.025,-0.00200248623441,7,15,16,16,12,14
7950,46757760,0.16,0.00879528140725,327.6558,0.000241870967072,0.7243,1.0,1.0,0.00275,0.03,-0.005979069288229999,5,8,10,8,6,6
7951,75536596,0.16,0.0090829369632,327.6558,0.000298640237473,0.9341,1.0,1.0,0.00275,0.035,-0.00308455237699,4,10,11,13,12,5
8232,6664271,0.16,0.0189649936657,327.6558,0.000961225275371,3.6260000000000003,1.0,1.0,0.001,0.005,-0.00461686623373,17,41,63,57,41,23
8233,54624696,0.16,0.0249079117215,327.6558,0.0012664117499899998,4.9272,1.0,1.0,0.001,0.01,-0.0033659676272,24,62,77,69,52,35
8234,2494364,0.16,0.0239177865082,327.6558,0.0011892302954800002,4.4702,1.0,1.0,0.001,0.015,-0.0017179305256199999,23,61,76,71,37,23
8235,89615734,0.16,0.0150673877776,327.6558,0.000817645418182,2.852,1.0,1.0,0.001,0.02,-0.00307289733542,13,21,45,43,38,14
8236,5452146,0.16,0.024321682161699998,327.6558,0.00122100341482,4.7052,1.0,1.0,0.001,0.025,-0.00293260524029,25,52,73,78,45,25
8237,80955771,0.16,0.025209776434400002,327.6558,0.00114231983291,4.3114,1.0,1.0,0.001,0.03,-0.00254227322537,25,59,76,64,47,23
8238,38050814,0.16,0.0208209011483,327.6558,0.0009619931183139998,3.5748,1.0,1.0,0.001,0.035,-0.00410530614492,20,68,71,51,32,16
8239,98828170,0.16,0.0197602481095,327.6558,0.0010014012565599999,3.7535,1.0,1.0,0.00125,0.005,-0.00201593431277,11,44,56,64,44,20
8240,75106240,0.16,0.0197173871242,327.6558,0.00112546577266,4.2944,1.0,1.0,0.00125,0.01,-0.0009491816699730002,15,35,61,70,47,35
8241,55818153,0.16,0.0230180650847,327.6558,0.00112424042586,4.3395,1.0,1.0,0.00125,0.015,-0.0016570142913499997,20,54,64,65,50,33
8242,5389739,0.16,0.022767733239799998,327.6558,0.0009532318887040001,3.6502,1.0,1.0,0.00125,0.02,-0.00376318277541,19,49,53,51,39,25
8243,76013292,0.16,0.014189723623200002,327.6558,0.000553339960978,1.8530000000000002,1.0,1.0,0.00125,0.025,-0.00488457454696,13,18,29,24,23,11
8244,19059751,0.16,0.0160503970435,327.6558,0.0006580760167750001,2.3895,1.0,1.0,0.00125,0.03,-0.0056214108378,12,31,34,35,32,16
8245,30420636,0.16,0.020861737520900002,327.6558,0.00114546663433,4.3918,1.0,1.0,0.00125,0.035,-0.0009161967407210001,16,48,73,70,54,25
8246,86305325,0.16,0.0191344748009,327.6558,0.00096454602677,3.6792,1.0,1.0,0.0015,0.005,0.000267299069284,13,36,57,54,39,23
8247,72237564,0.16,0.0139388055089,327.6558,0.000506838357847,1.6971,1.0,1.0,0.0015,0.01,-0.0038725724367,12,19,28,24,14,10
8248,82553597,0.16,0.021907350225299996,327.6558,0.0009933841634360001,3.8585,1.0,1.0,0.0015,0.015,-0.00175233431818,16,39,59,60,38,21
8249,38840548,0.16,0.0200845457841,327.6558,0.000725423601411,2.6584,1.0,1.0,0.0015,0.02,-0.0017585442208599997,14,33,37,42,28,15
8250,3937903,0.16,0.011956092375100001,327.6558,0.00043209836065400005,1.4526,1.0,1.0,0.0015,0.025,-0.006324789906949999,9,16,22,23,15,8
8251,85113710,0.16,0.0175226285443,327.6558,0.000751360929651,2.7658,1.0,1.0,0.0015,0.03,-0.0018417344497700001,12,29,40,49,32,17
8252,74254576,0.16,0.0187123206215,327.6558,0.0008158329516989998,3.0742,1.0,1.0,0.0015,0.035,-0.0024355852431,16,36,45,46,37,15
8253,39227775,0.16,0.0141379678542,327.6558,0.000643507628543,2.3376,1.0,1.0,0.00175,0.005,-0.0024272572085900002,7,26,31,35,29,18
8254,26346020,0.16,0.0171349592254,327.6558,0.000782129757215,2.8831,1.0,1.0,0.00175,0.01,-0.00033851763182099996,11,26,36,50,35,18
8255,27449579,0.16,0.0118179869017,327.6558,0.000518663878082,1.7566,1.0,1.0,0.00175,0.015,-0.0026615942330300004,7,19,21,26,23,15
8256,75681353,0.16,0.0201839508566,327.6558,0.0008751702164829999,3.3222,1.0,1.0,0.00175,0.02,-0.000497195966316,13,35,42,39,40,24
8257,35253876,0.16,0.014357166702199999,327.6558,0.0005230141670930001,1.7842,1.0,1.0,0.00175,0.025,-0.0025834379190500002,9,21,29,22,19,9
8258,86360314,0.16,0.013518686106,327.6558,0.000486854121491,1.6504,1.0,1.0,0.00175,0.03,-0.0038667613170700003,9,17,27,27,16,10
8259,37317224,0.16,0.012538549022800001,327.6558,0.0004631692146530001,1.5867,1.0,1.0,0.00175,0.035,-0.00477334826585,8,19,28,24,14,13
8260,65235359,0.16,0.014438494946700001,327.6558,0.00048728022198600004,1.6988,1.0,1.0,0.002,0.005,-0.0025211973292199995,8,22,27,27,15,10
8261,40750770,0.16,0.0108162559828,327.6558,0.00043948307631000005,1.4980000000000002,1.0,1.0,0.002,0.01,-0.0035263662152699997,5,12,15,22,25,12
8262,48281509,0.16,0.0116380489695,327.6558,0.00039349070021499994,1.2816,1.0,1.0,0.002,0.015,-0.0036007197834000003,7,15,22,22,12,11
8263,11892243,0.16,0.0124939521899,327.6558,0.000472351926616,1.641,1.0,1.0,0.002,0.02,-0.00325904554135,5,17,23,22,21,13
8264,16668170,0.16,0.0160376100965,327.6558,0.0005629761744080001,2.0831,1.0,1.0,0.002,0.025,-0.00438802849912,9,21,28,31,23,10
8265,48939837,0.16,0.008602653670430001,327.6558,0.00032476968038700003,1.0325,1.0,1.0,0.002,0.03,-0.00584309540531,5,8,12,12,17,7
8266,82430933,0.16,0.0134058874398,327.6558,0.000490281398014,1.722,1.0,1.0,0.002,0.035,-0.0028569039728800006,9,14,22,24,15,12
8267,98729422,0.16,0.00946900510148,327.6558,0.000304092722851,0.9624,1.0,1.0,0.00225,0.005,-0.00504080018178,6,13,16,13,10,7
8268,8437706,0.16,0.013391621983600001,327.6558,0.000544608287472,1.911,1.0,1.0,0.00225,0.01,-0.0008241296126999999,7,19,22,28,18,14
8269,25307731,0.16,0.011173296550799999,327.6558,0.00034368250798500003,1.1512,1.0,1.0,0.00225,0.015,-0.0063097850734999995,7,12,14,13,11,5
8270,59342625,0.16,0.0131457587347,327.6558,0.000490916854243,1.7043,1.0,1.0,0.00225,0.02,-0.0017653594382399998,8,11,17,29,21,12
8271,90619148,0.16,0.00945688996534,327.6558,0.00028971183115200004,0.9162,1.0,1.0,0.00225,0.025,-0.00614237572677,5,12,17,7,7,8
8272,68804291,0.16,0.0183847071461,327.6558,0.000777850587579,2.8933,1.0,1.0,0.00225,0.03,0.0024823047122600004,9,21,43,40,38,21
8273,5257480,0.16,0.011141895914100001,327.6558,0.00038519651861900004,1.2564,1.0,1.0,0.00225,0.035,-0.00283337562187,10,10,14,21,16,9
8274,92248238,0.16,0.011760368229100001,327.6558,0.00036509836811300005,1.2021,1.0,1.0,0.0025,0.005,-0.00260713031809,8,14,14,16,13,9
8275,1406164,0.16,0.0122381868494,327.6558,0.00038526117259599996,1.3107,1.0,1.0,0.0025,0.01,-0.0037165150555399998,6,13,24,21,13,9
8276,13303905,0.16,0.009095500031739999,327.6558,0.00030280580083599996,0.9269,1.0,1.0,0.0025,0.015,-0.0029526497145000003,4,8,10,13,10,9
8277,93277422,0.16,0.0130103404209,327.6558,0.000435302427019,1.524,1.0,1.0,0.0025,0.02,-0.0034178467679499996,7,15,18,21,17,10
8278,53251512,0.16,0.0116786400309,327.6558,0.00043278184555200003,1.4466,1.0,1.0,0.0025,0.025,-0.0001554196236,6,12,15,20,22,12
8279,68569823,0.16,0.00943828124626,327.6558,0.00029308307422799997,0.9273,1.0,1.0,0.0025,0.03,-0.00504660842854,5,9,14,17,8,7
8280,81919532,0.16,0.0100584919463,327.6558,0.00028879436043299995,0.9128,1.0,1.0,0.0025,0.035,-0.005320643080149999,6,14,11,14,11,5
8281,75910475,0.16,0.010918517672700002,327.6558,0.00037585555835,1.2134,1.0,1.0,0.00275,0.005,-0.0005879097443180001,5,11,13,14,14,10
8282,95465794,0.16,0.011785786698700002,327.6558,0.000428794850315,1.4935,1.0,1.0,0.00275,0.01,-0.00021567443261900004,5,14,23,19,14,15
8283,73606496,0.16,0.012639319639,327.6558,0.000465395158711,1.6626,1.0,1.0,0.00275,0.015,-0.0013676673244900001,6,15,20,20,18,15
8284,23642145,0.16,0.0126557687235,327.6558,0.00043550347009900005,1.4786,1.0,1.0,0.00275,0.02,-0.000209057950288,5,15,25,21,19,8
8285,1704968,0.16,0.00766276727446,327.6558,0.000224848498606,0.6625,1.0,1.0,0.00275,0.025,-0.00631180362509,4,6,10,6,4,5
8286,93885262,0.16,0.0144541019689,327.6558,0.000473159177698,1.6638,1.0,1.0,0.00275,0.03,3.68930983482e-05,6,16,20,23,16,14
8287,71579940,0.16,0.0115562386711,327.6558,0.00034740165103199996,1.1499,1.0,1.0,0.00275,0.035,-0.00354818163264,6,14,20,16,10,9
8568,98353831,0.16,0.0257260467937,327.6558,0.00123711241495,4.731,1.0,1.0,0.001,0.005,-0.0021672331535900003,25,63,72,73,53,28
8569,59531032,0.16,0.0222101143502,327.6558,0.0010941775581500002,4.1797,1.0,1.0,0.001,0.01,-0.0037322090643699996,19,47,62,67,50,27
8570,23002476,0.16,0.0206980769109,327.6558,0.00106297062293,4.0062,1.0,1.0,0.001,0.015,-0.00342847425538,21,54,62,61,45,23
8571,9987313,0.16,0.012759608862700002,327.6558,0.000648698419253,2.2101,1.0,1.0,0.001,0.02,-0.0050099743278,7,20,37,37,22,14
8572,61020915,0.16,0.023494626491499998,327.6558,0.0010824745726,4.1165,1.0,1.0,0.001,0.025,-0.00341923315359,26,53,55,63,39,25
8573,19420460,0.16,0.0241798833346,327.6558,0.00114472065059,4.3238,1.0,1.0,0.001,0.03,-0.00273062584502,27,53,79,70,43,24
8574,14216188,0.16,0.0200207401949,327.6558,0.0007417354918839999,2.6046,1.0,1.0,0.001,0.035,-0.00489039136381,26,34,42,31,28,17
8575,11799211,0.16,0.0162999110903,327.6558,0.000811250831999,2.9263,1.0,1.0,0.00125,0.005,-0.00240265108307,11,34,47,50,28,18
8576,4265823,0.16,0.0212489653095,327.6558,0.00086876700977,3.235,1.0,1.0,0.00125,0.01,-0.00358002456717,17,47,62,49,29,14
8577,16989528,0.16,0.0164918405571,327.6558,0.0008562746299460001,3.1059,1.0,1.0,0.00125,0.015,-0.00235223218072,12,29,36,45,48,21
8578,14806134,0.16,0.025162221168999997,327.6558,0.0010732028844499999,4.1299,1.0,1.0,0.00125,0.02,-0.00218150785294,23,57,74,56,40,26
8579,79743813,0.16,0.0206119208702,327.6558,0.00124433734292,4.855,1.0,1.0,0.00125,0.025,-0.000543417844336,16,44,61,83,58,38
8580,30081677,0.16,0.0140921511946,327.6558,0.0006944728190830001,2.464,1.0,1.0,0.00125,0.03,-0.0036544683720300002,10,22,30,39,34,13
8581,62324977,0.16,0.020205127076,327.6558,0.000990052020622,3.6948,1.0,1.0,0.00125,0.035,-0.00117773068774,18,49,61,58,38,23
8582,50439302,0.16,0.0155591696442,327.6558,0.0006634807813609999,2.4557,1.0,1.0,0.0015,0.005,-0.00445941273362,12,20,29,34,30,19
8583,7976951,0.16,0.011677278515600001,327.6558,0.000576245941334,2.0321,1.0,1.0,0.0015,0.01,-0.0036400008430700005,6,14,21,28,25,23
8584,33569430,0.16,0.0161226540276,327.6558,0.000646492179263,2.3353,1.0,1.0,0.0015,0.015,-0.0040239030126599995,11,25,37,31,25,15
8585,50505586,0.16,0.0106279716034,327.6558,0.000386468046829,1.2596,1.0,1.0,0.0015,0.02,-0.006585013430720001,9,12,13,22,17,8
8586,73119751,0.16,0.0154114933171,327.6558,0.0007462369480510001,2.7716,1.0,1.0,0.0015,0.025,-0.0027723754830300006,10,24,28,39,36,19
8587,55282132,0.16,0.0152154845013,327.6558,0.000561480204535,1.9938,1.0,1.0,0.0015,0.03,-0.004932744810149999,15,23,27,24,21,18
8588,77657231,0.16,0.0163429306159,327.6558,0.0007936086089840001,2.9134,1.0,1.0,0.0015,0.035,-0.00114569115847,12,22,32,55,34,21
8589,74404541,0.16,0.011075316030600002,327.6558,0.000501428975121,1.7737,1.0,1.0,0.00175,0.005,-0.00482169125898,5,14,22,24,23,16
8590,26690532,0.16,0.0166618932296,327.6558,0.0007432185309620001,2.7263,1.0,1.0,0.00175,0.01,-0.000385595977335,11,25,29,41,29,19
8591,93257296,0.16,0.015848869026200002,327.6558,0.000678318561163,2.4631,1.0,1.0,0.00175,0.015,-0.0011547576899200002,10,25,27,34,27,18
8592,89305128,0.16,0.015281428397899999,327.6558,0.0006272548502769999,2.2738,1.0,1.0,0.00175,0.02,-0.0030611301032600004,8,22,29,30,27,18
8593,61521167,0.16,0.014575173325200001,327.6558,0.000546670441456,1.94,1.0,1.0,0.00175,0.025,-0.0038810753027099998,9,16,30,22,21,18
8594,33322588,0.16,0.015922495929,327.6558,0.000540030478038,1.9007,1.0,1.0,0.00175,0.03,-0.00466240179454,11,21,26,31,21,11
8595,75860724,0.16,0.0102985396038,327.6558,0.00042089167134,1.4177,1.0,1.0,0.00175,0.035,-0.00530319300596,6,13,14,21,20,9
8596,89951996,0.16,0.0162546465709,327.6558,0.0005732657008790001,2.025,1.0,1.0,0.002,0.005,-0.00130664746527,9,26,31,22,24,14
8597,75280360,0.16,0.012878279974100001,327.6558,0.00045890820970499995,1.5779,1.0,1.0,0.002,0.01,-0.0031260086979000004,7,14,24,22,12,13
8598,63004651,0.16,0.008452012629100001,327.6558,0.00040742517159900003,1.3544,1.0,1.0,0.002,0.015,-0.00360848369354,3,7,11,23,20,10
8599,65216665,0.16,0.014641477007799998,327.6558,0.000528610122724,1.8789,1.0,1.0,0.002,0.02,-0.0028557287171199998,8,20,25,30,18,15
8600,20317946,0.16,0.0116028786992,327.6558,0.000474631441113,1.6362,1.0,1.0,0.002,0.025,-0.0024816373817800005,7,11,19,27,18,12
8601,95424449,0.16,0.013237761510999998,327.6558,0.000568770710111,2.005,1.0,1.0,0.002,0.03,-0.00102789089335,6,18,21,33,25,16
8602,46566922,0.16,0.011799483020600002,327.6558,0.00038770878743199993,1.2744,1.0,1.0,0.002,0.035,-0.00419298319301,7,15,16,21,12,7
8603,18669541,0.16,0.015342809903700001,327.6558,0.000547360391752,1.979,1.0,1.0,0.00225,0.005,-0.00198638482249,10,18,28,31,20,13
8604,13887984,0.16,0.014416521080799998,327.6558,0.000565598970734,2.0836,1.0,1.0,0.00225,0.01,-0.00249667074201,10,18,21,28,27,16
8605,27419274,0.16,0.011071169127200001,327.6558,0.00038729161534400004,1.3066,1.0,1.0,0.00225,0.015,-0.00433626250766,5,14,15,19,10,9
8606,71406238,0.16,0.013443277718,327.6558,0.00051406390157,1.8117,1.0,1.0,0.00225,0.02,-0.0018573749002999999,7,17,25,30,21,12
8607,4209673,0.16,0.011383622275,327.6558,0.000337967096435,1.1146,1.0,1.0,0.00225,0.025,-0.0060319745902,7,10,15,18,16,7
8608,99678351,0.16,0.012509987808,327.6558,0.000578665539447,2.1034,1.0,1.0,0.00225,0.03,-0.000480022102743,5,15,28,26,26,20
8609,22420189,0.16,0.011821237870200002,327.6558,0.00041953085906599997,1.4134,1.0,1.0,0.00225,0.035,-0.00318167822459,9,17,17,21,15,12
8610,11023200,0.16,0.00984462275235,327.6558,0.000326844765167,1.0291,1.0,1.0,0.0025,0.005,-0.00281251616638,5,12,13,12,14,8
8611,24068256,0.16,0.011827525679600001,327.6558,0.000409801974937,1.3941,1.0,1.0,0.0025,0.01,-0.0013512311454199999,6,13,20,23,11,9
8612,19413546,0.16,0.011393377822399998,327.6558,0.00038743169896,1.2828,1.0,1.0,0.0025,0.015,-0.00205922857249,5,10,19,24,17,5
8613,3378985,0.16,0.0101270641014,327.6558,0.000372364243602,1.2371,1.0,1.0,0.0025,0.02,-0.00209558488996,4,11,16,16,13,10
8614,23448917,0.16,0.0107727788102,327.6558,0.000433717480959,1.5021,1.0,1.0,0.0025,0.025,-0.00196408895198,5,8,11,21,23,11
8615,17779302,0.16,0.00960573188628,327.6558,0.00036440872569400005,1.2181,1.0,1.0,0.0025,0.03,-0.0033367620783000002,4,11,11,15,15,9
8616,70774211,0.16,0.010522779336899999,327.6558,0.0003640269593540001,1.2141,1.0,1.0,0.0025,0.035,-0.0033315028565100006,4,11,16,20,11,7
8617,1150956,0.16,0.0120877261682,327.6558,0.00042912119896,1.4735,1.0,1.0,0.00275,0.005,-0.00099324212895,6,14,17,18,17,9
8618,57999381,0.16,0.0122092459323,327.6558,0.00041395183662,1.4172,1.0,1.0,0.00275,0.01,-0.0014344078591900001,4,15,22,18,12,10
8619,54030093,0.16,0.0108590555008,327.6558,0.00043439819497199993,1.4679,1.0,1.0,0.00275,0.015,0.00019445968364600002,5,10,15,22,20,9
8620,84217757,0.16,0.014397521295,327.6558,0.000473169953361,1.6952,1.0,1.0,0.00275,0.02,-0.00203749196622,6,16,20,24,21,14
8621,90487811,0.16,0.0101365274327,327.6558,0.00033460324238399996,1.1038,1.0,1.0,0.00275,0.025,-0.00337454099582,5,10,14,16,13,7
8622,78637893,0.16,0.00848814206471,327.6558,0.000282430561858,0.8846,1.0,1.0,0.00275,0.03,-0.004604528362439999,4,8,11,14,8,6
8623,65526403,0.16,0.009535417553549998,327.6558,0.000299570023235,0.9463,1.0,1.0,0.00275,0.035,-0.00368099663516,5,10,9,13,11,8
8904,69471773,0.16,0.025364618834599995,327.6558,0.000996658425548,3.7652,1.0,1.0,0.001,0.005,-0.0044828681201400005,27,60,71,46,35,16
8905,52500863,0.16,0.021918937227699997,327.6558,0.00104427146133,3.8981,1.0,1.0,0.001,0.01,-0.00301828450539,22,46,64,58,32,25
8906,50137820,0.16,0.0168417093549,327.6558,0.000795426001484,2.8242,1.0,1.0,0.001,0.015,-0.004297456886119999,16,40,47,46,31,18
8907,68824359,0.16,0.024936200319300002,327.6558,0.00130327375305,5.1552,1.0,1.0,0.001,0.02,-0.00349645190359,26,60,87,78,56,32
8908,83735133,0.16,0.0189229583655,327.6558,0.0007831580633230001,2.8514,1.0,1.0,0.001,0.025,-0.00506565684528,16,38,51,38,27,18
8909,61463153,0.16,0.021899983152900003,327.6558,0.00107448149381,4.1153,1.0,1.0,0.001,0.03,-0.00392174726621,22,41,64,60,58,30
8910,54751713,0.16,0.025361828774799998,327.6558,0.0014200991788800002,5.4502,1.0,1.0,0.001,0.035,0.000167200513002,26,67,96,85,57,33
8911,12614601,0.16,0.0167542699591,327.6558,0.0007624275353480001,2.8263,1.0,1.0,0.00125,0.005,-0.004372338611310001,13,32,58,43,22,20
8912,26367240,0.16,0.014968932943200002,327.6558,0.0007102523918139998,2.5583,1.0,1.0,0.00125,0.01,-0.00446760953433,9,24,31,36,32,20
8913,48403680,0.16,0.013174662557899999,327.6558,0.000652520392911,2.3688,1.0,1.0,0.00125,0.015,-0.00618948110346,6,20,31,35,23,20
8914,70332611,0.16,0.017631474307099996,327.6558,0.0007067207453,2.5311,1.0,1.0,0.00125,0.02,-0.00465523158546,14,37,38,45,21,14
8915,21046480,0.16,0.021239373193200003,327.6558,0.00103518757759,3.863,1.0,1.0,0.00125,0.025,-0.00109312341194,19,50,50,63,45,26
8916,37230109,0.16,0.0182121463953,327.6558,0.000785275327125,2.7999,1.0,1.0,0.00125,0.03,-0.0028178394846599996,16,40,44,42,23,15
8917,57240209,0.16,0.020234976640000003,327.6558,0.0008540877861489999,3.1543,1.0,1.0,0.00125,0.035,-0.0029825431919399997,19,32,42,56,39,21
8918,43677503,0.16,0.013442929073399999,327.6558,0.000636161397397,2.2516,1.0,1.0,0.0015,0.005,-0.0025145358545500002,8,16,29,43,28,19
8919,94583320,0.16,0.017317077888900002,327.6558,0.00068920136484,2.5032,1.0,1.0,0.0015,0.01,-0.00385554652821,12,27,37,45,26,12
8920,78014499,0.16,0.013634310170200002,327.6558,0.0005641094662590001,1.9628,1.0,1.0,0.0015,0.015,-0.00367272887406,8,23,31,30,26,11
8921,85496253,0.16,0.013000678610700001,327.6558,0.000478553782373,1.6169,1.0,1.0,0.0015,0.02,-0.005089245803909999,10,18,24,24,20,11
8922,92094152,0.16,0.018156564865599998,327.6558,0.000751186979666,2.7636,1.0,1.0,0.0015,0.025,-0.0027027497151100002,15,24,28,34,36,23
8923,95574085,0.16,0.0113580822184,327.6558,0.000555504329821,1.9017,1.0,1.0,0.0015,0.03,-0.0030099958039099995,7,15,24,28,22,15
8924,84401146,0.16,0.0151949637752,327.6558,0.000779465705494,2.7924,1.0,1.0,0.0015,0.035,0.000363985708648,9,32,45,47,31,18
8925,98125550,0.16,0.0159364061154,327.6558,0.0006689194123150001,2.4,1.0,1.0,0.00175,0.005,-0.0011768536867,11,22,34,31,27,19
8926,38048607,0.16,0.0140564757078,327.6558,0.000589782636822,2.1494,1.0,1.0,0.00175,0.01,-0.004338080630609999,8,17,22,31,27,20
8927,10011608,0.16,0.0156528627942,327.6558,0.000540249070055,1.8949,1.0,1.0,0.00175,0.015,-0.00402479999644,11,24,32,28,16,10
8928,57212632,0.16,0.013122104440799998,327.6558,0.000582822174404,1.9847,1.0,1.0,0.00175,0.02,-0.000616892631821,8,16,22,28,29,13
8929,57732332,0.16,0.0100066006397,327.6558,0.00042633184167500005,1.3982,1.0,1.0,0.00175,0.025,-0.0041989249964400005,6,11,14,24,14,10
8930,23448749,0.16,0.0182192602132,327.6558,0.000704668751226,2.5954,1.0,1.0,0.00175,0.03,-0.0017541559651099998,16,25,37,32,28,21
8931,81832520,0.16,0.014167351812200002,327.6558,0.0006329290064330001,2.2394,1.0,1.0,0.00175,0.035,-0.00140418632618,12,16,32,32,27,13
8932,92275432,0.16,0.0145288675593,327.6558,0.000566888663633,2.0138,1.0,1.0,0.002,0.005,-0.00118726677148,7,21,26,36,20,15
8933,31128085,0.16,0.0179736117657,327.6558,0.0007206352047380001,2.6457,1.0,1.0,0.002,0.01,0.000821349711978,9,22,38,43,36,17
8934,53486093,0.16,0.009502315341469999,327.6558,0.000356483995393,1.1176,1.0,1.0,0.002,0.015,-0.0034458121473299997,4,11,15,15,13,10
8935,31570746,0.16,0.015598876822799998,327.6558,0.000678544234329,2.4563,1.0,1.0,0.002,0.02,0.00111860335583,9,21,31,34,38,19
8936,22999745,0.16,0.00831432030489,327.6558,0.0003288459596870001,1.0293,1.0,1.0,0.002,0.025,-0.005108039555750001,5,5,10,15,14,9
8937,25729203,0.16,0.0131740816469,327.6558,0.0005505598399759999,1.9385,1.0,1.0,0.002,0.03,-0.00163088396001,6,13,23,37,20,15
