seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
19794257,0.05,0.0100646882667,327.66,0.000234548794243,0.8211,1.0,1.0,0.001,0.005,-0.00462950934165,14,30,18,7,3,0
18313592,0.05,0.0109046000487,327.66,0.000280049800114,1.024,1.0,1.0,0.001,0.01,-0.00325141766693,18,22,18,15,6,2
73626578,0.05,0.010839350946,327.66,0.000238966815992,0.8311,1.0,1.0,0.001,0.015,-0.00351005112509,14,18,21,13,1,1
11621810,0.05,0.0159128202059,327.66,0.000474532041121,1.8209,1.0,1.0,0.001,0.02,0.00126735068087,27,42,46,21,8,4
35088494,0.05,0.00816475710972,327.66,0.000163444813555,0.5402,1.0,1.0,0.001,0.025,-0.00603773864299,9,21,11,3,2,0
64527875,0.05,0.0157222576794,327.66,0.000417789863816,1.6031,1.0,1.0,0.001,0.03,-0.000814714473293,26,32,35,21,12,8
20639912,0.05,0.00666582115925,327.66,0.000135397302662,0.4209,1.0,1.0,0.001,0.035,-0.00663815267171,10,10,11,4,0,0
30798483,0.05,0.00786363103593,327.66,0.000188684494598,0.6388,1.0,1.0,0.00125,0.005,-0.00278463328278,9,14,14,8,2,1
5851895,0.05,0.016660168483,327.66,0.00049584106825,2.045,1.0,1.0,0.00125,0.01,-0.00281795112509,20,38,35,24,19,11
64375044,0.05,0.0136468253387,327.66,0.000371967127441,1.4562,1.0,1.0,0.00125,0.015,-0.00254780737836,19,26,27,21,9,7
13934669,0.05,0.0118646218949,327.66,0.000267482298526,0.9818,1.0,1.0,0.00125,0.02,-0.0029505804518,21,24,19,11,9,1
86745730,0.05,0.00845464966242,327.66,0.000213511621693,0.7393,1.0,1.0,0.00125,0.025,-0.00270861971535,10,20,20,7,2,1
40166541,0.05,0.00872774940332,327.66,0.000190898123613,0.6528,1.0,1.0,0.00125,0.03,-0.0033144785545,11,15,13,9,2,1
55829746,0.05,0.0116564893948,327.66,0.000302518596436,1.1316,1.0,1.0,0.00125,0.035,-0.00086629588318,17,32,23,12,7,2
12456355,0.05,0.00541380368294,327.66,0.000105945876844,0.3334,1.0,1.0,0.0015,0.005,-0.00580835423333,6,8,6,4,1,0
46289489,0.05,0.0066032107593,327.66,0.000135397302662,0.4494,1.0,1.0,0.0015,0.01,-0.00366624291919,7,13,11,5,2,1
86829822,0.05,0.00944157946971,327.66,0.000245272118111,0.8745,1.0,1.0,0.0015,0.015,0.00198632169883,13,21,19,11,7,3
69539767,0.05,0.00664485976195,327.66,0.000132601787855,0.4234,1.0,1.0,0.0015,0.02,-0.00317751399782,7,14,8,3,1,0
