seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
12077531,0.13,0.0163194321191,327.66,0.000586147807839,2.1489,1,1,0.00175,0.01,-0.00129607154736,10,18,23,32,25,21
76368103,0.13,0.0154331249891,327.66,0.00049467197481,1.7602,1,1,0.00175,0.015,-0.0021778458596,12,23,35,29,17,9
52015335,0.13,0.0161974043628,327.66,0.000529288637622,1.8952,1,1,0.00175,0.02,-0.00167276234567,13,21,34,29,18,12
33594114,0.13,0.0118511521433,327.66,0.000355465805214,1.1765,1,1,0.00175,0.025,-0.00434514824143,6,16,24,19,11,9
75585859,0.13,0.0160655683708,327.66,0.00042933143434,1.4841,1,1,0.00175,0.03,-0.0033496059809,12,27,26,19,14,8
22326061,0.13,0.015650919366,327.66,0.000491667104268,1.758,1,1,0.00175,0.035,-0.00335534638315,8,19,30,31,14,12
19978498,0.13,0.0123035484003,327.66,0.000317455424371,1.0825,1,1,0.002,0.005,-0.00588478907532,7,15,16,18,10,4
75860250,0.13,0.0151224722939,327.66,0.000483696808308,1.7663,1,1,0.002,0.01,-0.0015822165683,7,26,28,27,18,13
61865648,0.13,0.0112226305677,327.66,0.000319859936556,1.0703,1,1,0.002,0.015,-0.00410750518231,5,15,17,15,14,8
67646103,0.13,0.00923299165223,327.66,0.000248201778924,0.7738,1,1,0.002,0.02,-0.00585276373742,5,9,12,10,9,8
19491926,0.13,0.00846180003556,327.66,0.000240649578681,0.7298,1,1,0.002,0.025,-0.00568463382479,5,7,9,13,10,5
16850031,0.13,0.0141314209919,327.66,0.000432031507562,1.5043,1,1,0.002,0.03,-0.00159754320346,9,19,25,24,16,6
14272283,0.13,0.0123571306572,327.66,0.000338070806691,1.1446,1,1,0.002,0.035,-0.00462850617541,7,14,19,16,12,9
49615228,0.13,0.0131253985679,327.66,0.000380249829658,1.296,1,1,0.00225,0.005,-0.000822784457642,8,16,22,19,14,7
71127583,0.13,0.0137820547288,327.66,0.000369935980977,1.2712,1,1,0.00225,0.01,-0.00286492766542,8,16,27,22,12,6
36241208,0.13,0.00850383558382,327.66,0.000232746399706,0.7128,1,1,0.00225,0.015,-0.00525048092649,5,10,9,11,10,4
36865442,0.13,0.00933455688798,327.66,0.000276849648173,0.8655,1,1,0.00225,0.02,-0.00264188354608,5,10,14,12,12,7
72874765,0.13,0.0130464198224,327.66,0.000430796924481,1.4627,1,1,0.00225,0.025,0.00150512098934,6,15,30,26,16,10
42535408,0.13,0.00978833837465,327.66,0.000255396842915,0.7975,1,1,0.00225,0.03,-0.00489712636268,6,10,13,10,9,8
31605910,0.13,0.012378252816,327.66,0.000335530829031,1.1191,1,1,0.00225,0.035,-0.00305089559345,8,16,19,18,8,7
47505503,0.13,0.00912048874959,327.66,0.000228941051356,0.7023,1,1,0.0025,0.005,-0.00392286685727,5,11,9,10,6,5
16079455,0.13,0.01122602958,327.66,0.000338674243808,1.1246,1,1,0.0025,0.01,-0.000543991549508,5,12,20,21,13,8
83810113,0.13,0.0102153371959,327.66,0.000285571777521,0.9112,1,1,0.0025,0.015,-0.00130028218722,5,9,14,15,12,5
66209962,0.13,0.0105622232534,327.66,0.000263072193591,0.8635,1,1,0.0025,0.02,-0.00508090435983,5,8,15,14,6,3
21202095,0.13,0.00953491694235,327.66,0.000239239506234,0.7689,1,1,0.0025,0.025,-0.00589374575634,5,9,11,12,7,5
52573603,0.13,0.00816847741874,327.66,0.000197682392949,0.5885,1,1,0.0025,0.03,-0.00566588440905,4,9,9,8,7,3
21647993,0.13,0.00973733455132,327.66,0.000247487506419,0.7974,1,1,0.0025,0.035,-0.00518154132182,6,11,15,9,8,5
21922346,0.13,0.00878080256815,327.66,0.00025237657857,0.8155,1,1,0.00275,0.005,-0.00343323576242,4,9,13,9,13,4
51295994,0.13,0.0109917122285,327.66,0.000316618001433,1.0439,1,1,0.00275,0.01,0.0000785661325077,5,9,13,14,12,7
98473162,0.13,0.0125881767436,327.66,0.000335287299052,1.1558,1,1,0.00275,0.015,-0.00255980626845,6,12,18,17,11,7
5212176,0.13,0.0115384985397,327.66,0.000322153613353,1.0704,1,1,0.00275,0.02,-0.000695944322424,6,11,20,18,10,7
26264660,0.13,0.0138011022085,327.66,0.00038968561576,1.3974,1,1,0.00275,0.025,-0.00143356911088,7,15,16,24,14,9
53204490,0.13,0.00781885209214,327.66,0.00021137979975,0.6572,1,1,0.00275,0.03,-0.00443152530438,4,6,11,11,8,5
54185470,0.13,0.00709940895849,327.66,0.000172824478245,0.5254,1,1,0.00275,0.035,-0.00716030317279,4,6,7,9,3,3
92987664,0.12,0.0201748330131,327.66,0.000671541636871,2.4349,1,1,0.001,0.005,-0.00357445986453,14,37,45,39,19,11
11616611,0.12,0.0127682259558,327.66,0.000534438568778,1.8587,1,1,0.001,0.01,-0.00440539818598,9,22,30,27,26,14
60598949,0.12,0.0132709934428,327.66,0.000532492791952,1.8768,1,1,0.001,0.015,-0.00547750736978,10,21,36,28,20,14
29457323,0.12,0.018140980589,327.66,0.000574169976909,2.0221,1,1,0.001,0.02,-0.00406638202047,16,41,39,23,22,9
77456544,0.12,0.0188053327299,327.66,0.000740822375413,2.7269,1,1,0.001,0.025,-0.00274671418014,18,36,52,41,30,12
58333213,0.12,0.0178063408861,327.66,0.000687385247826,2.5131,1,1,0.001,0.03,-0.00347596989108,15,41,52,35,21,11
93029178,0.12,0.0287010925984,327.66,0.000985882190976,3.869,1,1,0.001,0.035,-0.00297795881862,24,56,65,59,45,19
36544428,0.12,0.0200777887514,327.66,0.000901159619763,3.5297,1,1,0.00125,0.005,-0.00109672286457,16,37,51,57,46,25
85324884,0.12,0.0147134302559,327.66,0.000626013230029,2.251,1,1,0.00125,0.01,-0.00113376889152,10,31,35,34,31,14
36543124,0.12,0.0191752261185,327.66,0.000717332354133,2.6323,1,1,0.00125,0.015,-0.000419181197902,17,30,45,48,31,13
38690213,0.12,0.0236463706107,327.66,0.000761289053587,2.9195,1,1,0.00125,0.02,-0.00292828298145,22,41,57,43,31,16
17821909,0.12,0.0163660909168,327.66,0.00062222512274,2.3025,1,1,0.00125,0.025,-0.00287964467738,11,25,36,34,25,17
18574904,0.12,0.0205296197564,327.66,0.000793716409594,2.992,1,1,0.00125,0.03,-0.00169033062795,17,35,46,54,26,17
767180,0.12,0.0140218491728,327.66,0.000403354170174,1.3624,1,1,0.00125,0.035,-0.00558920544492,11,29,28,18,13,7
90919662,0.12,0.0168384622541,327.66,0.000568040779907,2.1463,1,1,0.0015,0.005,-0.00352351070253,12,22,32,33,22,13
98805666,0.12,0.0127478355441,327.66,0.000503204540457,1.7574,1,1,0.0015,0.01,-0.000643736284165,6,18,31,22,25,10
92112760,0.12,0.0143257934172,327.66,0.000455469893625,1.6648,1,1,0.0015,0.015,-0.00469065768597,8,22,18,22,25,11
64877527,0.12,0.0155216985701,327.66,0.000493577255433,1.7507,1,1,0.0015,0.02,-0.00206508710171,11,25,35,28,14,12
7871728,0.12,0.0123751686327,327.66,0.000425093300187,1.4499,1,1,0.0015,0.025,-0.0026237518445,7,20,27,23,16,9
33219627,0.12,0.0171377272279,327.66,0.000586207931639,2.2178,1,1,0.0015,0.03,-0.00323726425552,12,29,37,36,23,19
18137516,0.12,0.0161573755958,327.66,0.000456518211678,1.6978,1,1,0.0015,0.035,-0.00586060027668,11,26,25,24,19,8
23304123,0.12,0.0164975581936,327.66,0.000472715572249,1.6827,1,1,0.00175,0.005,-0.00202107971702,12,23,34,25,14,9
42732557,0.12,0.00836982073488,327.66,0.00021349930665,0.6441,1,1,0.00175,0.01,-0.00704833118466,5,12,10,4,8,7
42647118,0.12,0.0160359544311,327.66,0.000522736198975,1.8968,1,1,0.00175,0.015,-0.00148570188121,8,23,31,34,24,8
94533389,0.12,0.0139428597288,327.66,0.000409828804138,1.456,1,1,0.00175,0.02,-0.00385312567215,9,16,23,25,18,8
63955061,0.12,0.0123217884156,327.66,0.000332019282426,1.0626,1,1,0.00175,0.025,-0.00306254204352,9,14,21,15,10,6
11490335,0.12,0.0123215921351,327.66,0.000400544185192,1.4187,1,1,0.00175,0.03,-0.00338897121026,7,17,23,19,16,14
78338814,0.12,0.0115482642792,327.66,0.000305132464355,0.9657,1,1,0.00175,0.035,-0.00359770443346,9,17,15,16,10,3
58249765,0.12,0.0126253279057,327.66,0.000353099557628,1.174,1,1,0.002,0.005,-0.000716007554855,10,17,22,19,12,7
38934446,0.12,0.0108516707543,327.66,0.000307672442016,0.9933,1,1,0.002,0.01,-0.00219012671509,7,12,13,15,10,9
67455890,0.12,0.0127035390473,327.66,0.000345190221131,1.1625,1,1,0.002,0.015,-0.00220165340064,9,16,23,19,14,6
49299571,0.12,0.0127424876278,327.66,0.000345214851217,1.1894,1,1,0.002,0.02,-0.00394359767723,8,16,19,19,13,8
48643760,0.12,0.0100224694723,327.66,0.000251759067118,0.7975,1,1,0.002,0.025,-0.00445355583871,5,16,12,10,10,3
73249181,0.12,0.0105786338327,327.66,0.000334931790144,1.1431,1,1,0.002,0.03,-0.00322899070177,5,11,17,18,17,6
44749132,0.12,0.0109755364847,327.66,0.000293319259164,0.9552,1,1,0.002,0.035,-0.00365103687157,5,15,18,15,11,6
12420290,0.12,0.0100129630313,327.66,0.000290215868277,0.9549,1,1,0.00225,0.005,-0.00249127047201,5,11,13,14,12,6
1530029,0.12,0.0127948871066,327.66,0.00032472569809,1.1326,1,1,0.00225,0.01,-0.00421854713721,7,15,18,16,13,8
59869762,0.12,0.0137078854311,327.66,0.00042640546804,1.568,1,1,0.00225,0.015,-0.0015877889757,8,19,18,22,18,10
29808368,0.12,0.0162736794512,327.66,0.000417114691572,1.5113,1,1,0.00225,0.02,-0.0028762984987,10,20,19,22,18,4
10283211,0.12,0.0127687950809,327.66,0.000369613106933,1.2715,1,1,0.00225,0.025,-0.000218308162288,6,14,21,21,13,8
57789032,0.12,0.0113974897684,327.66,0.000321791639047,1.0724,1,1,0.00225,0.03,-0.00204736660429,6,14,21,17,12,5
52710504,0.12,0.0135563881072,327.66,0.000468222120861,1.7004,1,1,0.00225,0.035,0.0017083567131,6,16,26,25,22,11
64364947,0.12,0.0114892964826,327.66,0.000375913175159,1.297,1,1,0.0025,0.005,0.00167235317792,4,10,21,26,12,8
70768699,0.12,0.0094256665831,327.66,0.000272549938804,0.9121,1,1,0.0025,0.01,-0.00305148413554,4,7,14,15,12,6
4574228,0.12,0.0108146636161,327.66,0.00031408180625,1.1068,1,1,0.0025,0.015,-0.00308673348466,5,11,17,18,13,7
55008689,0.12,0.0100422052352,327.66,0.000251368064496,0.828,1,1,0.0025,0.02,-0.0036687984987,5,11,12,13,8,5
33682554,0.12,0.00665353862302,327.66,0.00015527070363,0.4529,1,1,0.0025,0.025,-0.00688864601116,4,5,7,7,3,1
95529047,0.12,0.010866194517,327.66,0.000310200104633,1.0598,1,1,0.0025,0.03,-0.00179274786259,5,14,20,15,13,5
50248716,0.12,0.0145373995668,327.66,0.000385862498562,1.4161,1,1,0.0025,0.035,-0.00381877970913,6,15,22,22,17,10
46011752,0.12,0.00895846118195,327.66,0.00021492169414,0.6738,1,1,0.00275,0.005,-0.00438408547663,5,11,11,9,8,4
32342564,0.12,0.00713754126414,327.66,0.000179494393608,0.5653,1,1,0.00275,0.01,-0.0060424981378,3,7,11,6,5,7
68429119,0.12,0.00916371539648,327.66,0.000209016630924,0.6554,1,1,0.00275,0.015,-0.00448092733978,6,10,10,10,7,4
47640677,0.12,0.00849271500716,327.66,0.000213363841174,0.6541,1,1,0.00275,0.02,-0.0030937963737,4,8,13,12,9,2
16675117,0.12,0.0080852902068,327.66,0.000209161332682,0.6706,1,1,0.00275,0.025,-0.00489772818415,4,10,11,6,7,5
12520617,0.12,0.0112196181497,327.66,0.000328398659725,1.1223,1,1,0.00275,0.03,0.000635048627484,5,12,21,20,15,8
30985580,0.12,0.00670340816896,327.66,0.000175073293098,0.539,1,1,0.00275,0.035,-0.00630519787608,4,4,8,7,7,5
8255556,0.11,0.0213590985996,327.66,0.000780210589679,2.9746,1,1,0.001,0.005,-0.00339546282639,23,46,55,45,31,14
87414958,0.11,0.0232598037884,327.66,0.000896372850435,3.3413,1,1,0.001,0.01,0.000736866151022,29,49,74,52,30,15
36754197,0.11,0.0110066458329,327.66,0.00033019181798,1.0611,1,1,0.001,0.015,-0.00699954038818,11,18,16,15,13,4
91779456,0.11,0.0112172558892,327.66,0.000419866883816,1.422,1,1,0.001,0.02,-0.00588326050216,7,15,27,27,24,3
83935475,0.11,0.0172319762484,327.66,0.000680338975947,2.5343,1,1,0.001,0.025,-0.00338842391659,15,33,49,45,28,10
50398828,0.11,0.0279251264866,327.66,0.00100902532388,3.9081,1,1,0.001,0.03,-0.000670341136466,31,55,67,65,45,15
12634020,0.11,0.0198536093419,327.66,0.000622104523281,2.2599,1,1,0.001,0.035,-0.00346586112171,23,46,43,37,16,9
45925537,0.11,0.017923587834,327.66,0.000565652365243,2.0292,1,1,0.00125,0.005,-0.00240465679106,15,33,44,32,15,9
31075206,0.11,0.0171729430459,327.66,0.000644168462558,2.398,1,1,0.00125,0.01,-0.00192614848344,18,28,38,38,26,16
10375668,0.11,0.0206240188529,327.66,0.000687897025836,2.573,1,1,0.00125,0.015,-0.00154534869826,22,44,47,44,26,9
77329761,0.11,0.017562805044,327.66,0.000620038059032,2.2856,1,1,0.00125,0.02,-0.00205625778916,13,31,45,36,27,12
12351869,0.11,0.0210591265995,327.66,0.000676567493966,2.5723,1,1,0.00125,0.025,-0.00261065530463,18,39,50,38,25,16
9748228,0.11,0.0156878056158,327.66,0.000523153151152,1.8572,1,1,0.00125,0.03,-0.0030086422117,17,23,32,33,22,8
7120474,0.11,0.0183292879616,327.66,0.000607909588734,2.2705,1,1,0.00125,0.035,-0.00284410725417,15,33,40,37,22,11
49076101,0.11,0.0089654995066,327.66,0.000237071618807,0.7269,1,1,0.0015,0.005,-0.00623614363913,6,13,11,10,9,6
7036025,0.11,0.0130713607113,327.66,0.000420753566927,1.4871,1,1,0.0015,0.01,-0.00319284396756,9,21,25,24,17,8
85051643,0.11,0.0162135133975,327.66,0.000530166568256,1.9176,1,1,0.0015,0.015,-0.00119341354429,17,23,35,36,18,13
15830253,0.11,0.01564679356,327.66,0.000429447987428,1.5163,1,1,0.0015,0.02,-0.00315256306503,12,30,29,19,15,7
24635077,0.11,0.0120947072505,327.66,0.000336290843126,1.1488,1,1,0.0015,0.025,-0.00499306397786,9,17,21,19,14,7
71159933,0.11,0.0192760047151,327.66,0.000615702855949,2.2851,1,1,0.0015,0.03,0.000135743486688,17,27,41,39,21,11
42810054,0.11,0.0108405150318,327.66,0.000315589255503,1.029,1,1,0.0015,0.035,-0.0045330706122,9,19,18,12,12,5
68625662,0.11,0.0134440901456,327.66,0.000394770365151,1.4446,1,1,0.00175,0.005,-0.00468144028165,8,17,22,21,16,9
98721511,0.11,0.010620925537,327.66,0.00033196210544,1.1357,1,1,0.00175,0.01,-0.00383420465044,7,14,25,13,16,7
89384926,0.11,0.0105152839944,327.66,0.000270565457556,0.8863,1,1,0.00175,0.015,-0.0053579078144,8,12,15,16,10,5
15759487,0.11,0.0169992600968,327.66,0.000512012039443,1.8805,1,1,0.00175,0.02,-0.000728877272201,10,25,29,25,21,15
696618,0.11,0.0167567558715,327.66,0.000485725271852,1.8024,1,1,0.00175,0.025,-0.00261597443339,12,21,28,32,20,8
36293574,0.11,0.0189274955369,327.66,0.0007405866303,2.8716,1,1,0.00175,0.03,0.00174819714697,10,26,45,48,41,20
74956086,0.11,0.0111324201066,327.66,0.000363827279725,1.2365,1,1,0.00175,0.035,-0.00166341347031,8,13,18,19,16,8
20128628,0.11,0.0107386329335,327.66,0.000286990646427,0.9527,1,1,0.002,0.005,-0.00276436782542,5,16,21,15,7,6
18283676,0.11,0.0129326151772,327.66,0.000315838635128,1.0953,1,1,0.002,0.01,-0.00395748024168,9,18,22,16,7,7
3197978,0.11,0.00934103196175,327.66,0.000248207496623,0.8141,1,1,0.002,0.015,-0.00448692986783,6,9,16,16,9,4
84992943,0.11,0.0144727829669,327.66,0.000417548576934,1.4985,1,1,0.002,0.02,-0.00101320994561,11,19,29,30,13,8
52634567,0.11,0.0110779291104,327.66,0.000304776647572,1.0258,1,1,0.002,0.025,-0.00305857064262,5,18,21,15,11,2
97936824,0.11,0.00967212887563,327.66,0.000262018817574,0.8526,1,1,0.002,0.03,-0.00359646765295,6,10,19,14,10,5
8972096,0.11,0.0161865633012,327.66,0.000443927707349,1.636,1,1,0.002,0.035,-0.00201871820361,8,24,26,25,18,10
20607372,0.11,0.00733757145865,327.66,0.000194267607398,0.5981,1,1,0.00225,0.005,-0.00534193937915,5,7,10,9,6,6
9592978,0.11,0.0110475762463,327.66,0.000313018490235,1.0856,1,1,0.00225,0.01,-0.00319735438571,9,8,18,18,15,6
80407230,0.11,0.0122301711247,327.66,0.00031192553015,1.0717,1,1,0.00225,0.015,-0.00334977925781,8,12,20,13,14,7
58493851,0.11,0.0103585975129,327.66,0.000274537058989,0.9088,1,1,0.00225,0.02,-0.00351837256478,7,11,12,17,12,5
53939688,0.11,0.00785191711256,327.66,0.000217970986801,0.6882,1,1,0.00225,0.025,-0.00395915637233,4,8,11,9,6,3
97570816,0.11,0.0124594946926,327.66,0.000274864331262,0.9662,1,1,0.00225,0.03,-0.0059523619211,10,15,18,12,9,3
8554761,0.11,0.0103269696276,327.66,0.000257062012685,0.865,1,1,0.00225,0.035,-0.00418003243341,7,13,17,12,8,5
58676730,0.11,0.00831620887088,327.66,0.000189791089194,0.5895,1,1,0.0025,0.005,-0.00450165218038,4,8,11,9,5,4
55702896,0.11,0.00911306275819,327.66,0.000258370486025,0.8754,1,1,0.0025,0.01,-0.00277144464374,4,11,13,12,12,6
26509670,0.11,0.00729044280895,327.66,0.000177950175155,0.5403,1,1,0.0025,0.015,-0.00497742025333,4,7,10,8,6,3
85276416,0.11,0.0136878474887,327.66,0.000335489133813,1.2049,1,1,0.0025,0.02,-0.00255607851032,9,17,17,22,14,6
42461025,0.11,0.0108961354998,327.66,0.000288399487369,1.0032,1,1,0.0025,0.025,-0.00371764053523,8,9,14,16,14,6
17563961,0.11,0.00809025045195,327.66,0.000191302760747,0.5861,1,1,0.0025,0.03,-0.00446039625918,5,9,8,4,7,4
75529815,0.11,0.0111213229653,327.66,0.000296651797819,1.0154,1,1,0.0025,0.035,-0.00136130859227,6,14,18,16,12,7
23482618,0.11,0.01031220614,327.66,0.000246252483515,0.8364,1,1,0.00275,0.005,-0.00382113350145,7,14,11,12,9,4
31272337,0.11,0.00719899185674,327.66,0.000211490195316,0.6664,1,1,0.00275,0.01,-0.00220772623063,3,7,10,7,9,6
49905083,0.11,0.0107737054269,327.66,0.000304524189186,1.0344,1,1,0.00275,0.015,0.00139466640023,6,12,15,14,12,5
69752660,0.11,0.0105166362179,327.66,0.000272136549193,0.9562,1,1,0.00275,0.02,-0.00384670722129,6,11,14,10,9,8
14857132,0.11,0.0138661760128,327.66,0.000385927856256,1.4321,1,1,0.00275,0.025,-0.00109871283726,7,17,16,24,15,11
8363117,0.11,0.00638335501844,327.66,0.000150620015529,0.4545,1,1,0.00275,0.03,-0.00629735236737,4,5,7,8,5,4
52744777,0.11,0.007792083755,327.66,0.000212672439463,0.6919,1,1,0.00275,0.035,-0.00372059549191,2,8,13,10,8,6
70153463,0.1,0.0167198768525,327.66,0.000676157798868,2.5198,1,1,0.001,0.005,-0.0019390319619,12,39,53,39,28,13
23342475,0.1,0.0161522775983,327.66,0.000548704182876,1.9998,1,1,0.001,0.01,-0.00457220533158,19,35,34,26,26,6
24542532,0.1,0.0168832619652,327.66,0.000549376584235,2.0091,1,1,0.001,0.015,-0.00404106999085,17,32,38,37,22,7
76976900,0.1,0.0202019368433,327.66,0.000684435047281,2.5965,1,1,0.001,0.02,-0.00322154294544,21,43,54,45,24,6
19361567,0.1,0.0148592969364,327.66,0.00055595558819,2.04,1,1,0.001,0.025,-0.00439327505053,13,41,43,35,24,4
85214668,0.1,0.0253079285872,327.66,0.000832973248739,3.2242,1,1,0.001,0.03,-0.00166434981856,31,63,64,54,26,8
63276219,0.1,0.0147607211721,327.66,0.000492714762586,1.7322,1,1,0.001,0.035,-0.0037696708843,13,31,42,23,16,4
10078197,0.1,0.0125001202676,327.66,0.000464784860356,1.7093,1,1,0.00125,0.005,-0.00444513662864,9,21,30,32,24,8
54029983,0.1,0.0149210116879,327.66,0.000477705803684,1.6875,1,1,0.00125,0.01,-0.00201726982185,16,32,35,25,15,5
87085345,0.1,0.0160472093385,327.66,0.000395185777948,1.3904,1,1,0.00125,0.015,-0.00501044299577,22,32,28,16,13,3
3781909,0.1,0.0180880794025,327.66,0.000623115368416,2.2593,1,1,0.00125,0.02,0.00055798459694,15,43,45,33,26,5
86227785,0.1,0.0124956037827,327.66,0.000415228510759,1.4747,1,1,0.00125,0.025,-0.0044824026747,9,25,29,24,17,5
57214550,0.1,0.0176158048988,327.66,0.000558531279476,2.1158,1,1,0.00125,0.03,-0.00343768628891,13,34,39,34,21,10
40976530,0.1,0.0147865428817,327.66,0.000494746744715,1.7688,1,1,0.00125,0.035,-0.00269886750125,12,30,37,31,12,5
66153808,0.1,0.0142385764185,327.66,0.000378766746598,1.335,1,1,0.0015,0.005,-0.00362403350675,12,25,30,19,9,5
8192236,0.1,0.0153344267009,327.66,0.000442136880155,1.5753,1,1,0.0015,0.01,-0.0019869026747,14,32,32,27,14,5
35890694,0.1,0.0162353597297,327.66,0.00051218946403,1.902,1,1,0.0015,0.015,-0.00129352235067,17,25,37,32,22,9
33206186,0.1,0.0138634319966,327.66,0.000451876539948,1.6647,1,1,0.0015,0.02,-0.00391379369271,9,24,29,27,22,5
24820964,0.1,0.00813449207409,327.66,0.000205287811772,0.6251,1,1,0.0015,0.025,-0.00621908690123,6,11,15,10,4,2
22689630,0.1,0.00816082376077,327.66,0.00024943108413,0.7791,1,1,0.0015,0.03,-0.00443550495616,7,12,11,15,8,4
94889285,0.1,0.016408275566,327.66,0.000447057355667,1.7209,1,1,0.0015,0.035,-0.00583135658019,17,23,23,24,21,9
95806975,0.1,0.0146567034815,327.66,0.000429929593581,1.522,1,1,0.00175,0.005,-0.0000162418721617,11,23,26,27,17,6
15306709,0.1,0.00913347750016,327.66,0.000261733812288,0.8685,1,1,0.00175,0.01,-0.00494680998959,6,15,14,15,10,2
43678215,0.1,0.0117968858086,327.66,0.000294195342541,1.0289,1,1,0.00175,0.015,-0.00530022333373,11,19,14,15,10,3
19852664,0.1,0.0116505712246,327.66,0.000433027750575,1.5536,1,1,0.00175,0.02,0.000472509985854,9,15,17,25,23,10
12485799,0.1,0.012180482522,327.66,0.00031703112715,1.0991,1,1,0.00175,0.025,-0.00425043783339,9,16,19,16,15,8
61451774,0.1,0.00806411003807,327.66,0.000226306511757,0.7015,1,1,0.00175,0.03,-0.00431403514482,5,11,13,12,10,1
81265905,0.1,0.013215694396,327.66,0.000372920179838,1.3236,1,1,0.00175,0.035,-0.00176529405792,11,22,28,25,10,5
33005221,0.1,0.013060232911,327.66,0.00036027263047,1.2731,1,1,0.002,0.005,-0.000938471055511,12,22,29,13,11,6
22019611,0.1,0.00857352191629,327.66,0.000244834494254,0.8068,1,1,0.002,0.01,-0.00282630698073,5,10,15,14,9,3
59366603,0.1,0.0151757534325,327.66,0.000459766480251,1.7077,1,1,0.002,0.015,0.000541603041564,9,21,33,30,14,6
95322564,0.1,0.007424000934,327.66,0.000185054195791,0.5724,1,1,0.002,0.02,-0.0053467198311,6,9,9,6,7,3
52043513,0.1,0.00943096864335,327.66,0.0002662411181,0.8835,1,1,0.002,0.025,-0.00248130362097,6,11,19,15,9,5
90311829,0.1,0.0149728993418,327.66,0.00039848898041,1.4529,1,1,0.002,0.03,-0.00115561092795,10,18,24,20,17,6
45900716,0.1,0.00770450498871,327.66,0.000192147660675,0.5838,1,1,0.002,0.035,-0.0050186578604,5,11,10,9,10,1
32251584,0.1,0.00664868404224,327.66,0.000149873196123,0.4449,1,1,0.00225,0.005,-0.00624989539712,5,7,6,6,6,1
58385707,0.1,0.00926362086249,327.66,0.000260388393819,0.8737,1,1,0.00225,0.01,-0.00193167880459,6,14,15,16,11,3
86027942,0.1,0.00602403397455,327.66,0.000128999197896,0.3762,1,1,0.00225,0.015,-0.00836839523117,5,6,8,7,2,1
77593955,0.1,0.00891785524003,327.66,0.000237713320523,0.8035,1,1,0.00225,0.02,-0.00398606387371,6,10,13,12,9,3
36749497,0.1,0.0110027584016,327.66,0.00034269906382,1.2048,1,1,0.00225,0.025,0.000753994364292,7,17,20,19,15,5
70456410,0.1,0.0105841887669,327.66,0.000328690702178,1.1554,1,1,0.00225,0.03,0.000948612145328,7,15,19,18,17,6
9590287,0.1,0.00595840976181,327.66,0.000135935645979,0.3987,1,1,0.00225,0.035,-0.0073973641037,5,6,9,7,2,1
43206425,0.1,0.00970275290904,327.66,0.000267072383517,0.9027,1,1,0.0025,0.005,-0.00119231057731,6,10,17,15,11,4
25910780,0.1,0.0117438249521,327.66,0.000304143434439,1.0606,1,1,0.0025,0.01,-0.00105761445099,5,17,13,16,13,5
94419831,0.1,0.00693043287091,327.66,0.000193394558799,0.6096,1,1,0.0025,0.015,-0.00285323907835,4,9,8,10,8,3
94028541,0.1,0.0100625058734,327.66,0.000224348419888,0.7468,1,1,0.0025,0.02,-0.00399428864299,6,13,15,12,5,3
65570323,0.1,0.00606425380131,327.66,0.000141492809224,0.4187,1,1,0.0025,0.025,-0.00610621575661,5,6,8,5,6,2
39899437,0.1,0.00640707084366,327.66,0.000139426960727,0.4113,1,1,0.0025,0.03,-0.00621415556139,4,6,7,7,4,2
20890566,0.1,0.00942584794747,327.66,0.000239951579625,0.8102,1,1,0.0025,0.035,-0.00339024440098,7,10,12,13,9,7
56069986,0.1,0.00820234342104,327.66,0.000200768190917,0.6352,1,1,0.00275,0.005,-0.00191922643654,5,9,13,9,9,2
62881424,0.1,0.0105381679602,327.66,0.000328416076715,1.1973,1,1,0.00275,0.01,0.00096587212244,5,11,17,21,16,9
77495641,0.1,0.00997373712953,327.66,0.000258501113448,0.8721,1,1,0.00275,0.015,-0.000415345414903,5,11,15,17,12,4
51535613,0.1,0.00932496264102,327.66,0.000246029053445,0.8327,1,1,0.00275,0.02,-0.000571199599749,4,12,18,11,9,4
4385075,0.1,0.00952157836599,327.66,0.000243491846669,0.8213,1,1,0.00275,0.025,-0.000494133406228,5,13,15,11,12,3
44409549,0.1,0.00479322506968,327.66,0.000118334370483,0.3415,1,1,0.00275,0.03,-0.00669907081917,4,4,6,4,4,2
42418280,0.1,0.00867227630335,327.66,0.000204656665808,0.6541,1,1,0.00275,0.035,-0.00302771626381,5,9,11,11,6,4
87494806,0.09,0.0203600079595,327.66,0.000646838231977,2.535,1,1,0.001,0.005,-0.00404472317625,24,35,43,42,30,6
96831867,0.09,0.0171541812875,327.66,0.000631888693158,2.365,1,1,0.001,0.01,-0.00136099245844,20,42,49,49,20,6
71177524,0.09,0.0124340842676,327.66,0.000523626840493,1.8527,1,1,0.001,0.015,-0.00136603015135,13,33,42,31,15,6
36097453,0.09,0.0153623617857,327.66,0.000573255540969,2.169,1,1,0.001,0.02,-0.00436509682141,20,30,37,31,34,7
28208997,0.09,0.0211369767076,327.66,0.000701203298069,2.7106,1,1,0.001,0.025,-0.00266261694094,24,48,50,39,26,20
77146019,0.09,0.0184064355711,327.66,0.000899938231371,3.57,1,1,0.001,0.03,-0.00029548894855,22,55,67,48,42,19
92506475,0.09,0.0168805368623,327.66,0.000702555489813,2.7661,1,1,0.001,0.035,-0.00328316100731,20,36,49,41,40,11
