seed,primary_length (m),k (10-8 m/s/MPa),_length (m),surface (m2),Jv (uL/s)
65276036,0.08000000000000002,32.76558,1.1248,0.00032171071162031157,0.00979532982120865
27939602,0.08000000000000002,32.76558,0.6647000000000001,0.00020542899494563577,0.006767590715503169
28409149,0.08000000000000002,32.76558,1.09,0.0003078008703236023,0.008523624516427752
53727047,0.08000000000000002,32.76558,0.8065,0.00024017281057948722,0.007118392623122875
96052123,0.08000000000000002,32.76558,1.7612,0.00046848016499818717,0.013567288508580057
71704728,0.08000000000000002,32.76558,0.7636000000000001,0.0002273436143237334,0.008948971100160673
67951814,0.08000000000000002,32.76558,1.2869000000000002,0.00034352342401593053,0.011538291402383707
69873673,0.08000000000000002,32.76558,1.3030000000000002,0.00034318876271691254,0.011057450934688198
87435559,0.08000000000000002,32.76558,0.6421,0.00019424077819656815,0.006087253312637895
14788644,0.08000000000000002,32.76558,0.6365000000000001,0.00018938557241416073,0.007267250778934909
16955040,0.08000000000000002,32.76558,1.0317,0.0002872221252569009,0.01070114060853023
71161,0.08000000000000002,32.76558,0.7216,0.000212149929773189,0.007460101696580565
2252048,0.08000000000000002,32.76558,0.5754,0.00017933033963965275,0.006055906811322763
6290395,0.08000000000000002,32.76558,0.46340000000000003,0.00014761910339432463,0.00617252449314806
35438034,0.08000000000000002,32.76558,0.7544000000000001,0.00021758024807315117,0.007193735974592946
7993866,0.08000000000000002,32.76558,0.48460000000000003,0.00015382280640736647,0.006453930083667454
36015246,0.08000000000000002,32.76558,1.1586,0.0003166747825789484,0.011190528470701108
15215849,0.08000000000000002,32.76558,0.4474,0.0001444295072049853,0.006097617867465305
85088715,0.08000000000000002,32.76558,0.6092000000000001,0.0001854416798286884,0.00736832012033596
25708446,0.08000000000000002,32.76558,0.7653000000000001,0.00022738671697494176,0.007469262441998085
9326689,0.08000000000000002,32.76558,0.4045,0.0001318035091620651,0.005366808374824447
51626221,0.08000000000000002,32.76558,0.5821000000000001,0.00017819735566507012,0.007669049168878187
60143679,0.08000000000000002,32.76558,0.7985,0.00023749736744383874,0.00889771048652862
14534025,0.08000000000000002,32.76558,0.48000000000000004,0.00015139982165736222,0.0056875436844186856
38253167,0.08000000000000002,32.76558,0.6228,0.0001871257619865769,0.007449397123795681
25950268,0.09000000000000001,32.76558,2.2474000000000003,0.0005912527451042784,0.015113127604080763
13747946,0.09000000000000001,32.76558,1.493,0.0004248725090550969,0.012490182746928044
43920747,0.09000000000000001,32.76558,2.0759000000000003,0.0005589186755489429,0.014720864462821911
506580,0.09000000000000001,32.76558,1.0536,0.0003195634958734421,0.010758507944469179
7644011,0.09000000000000001,32.76558,1.3904,0.00039607655141178617,0.013682437008073941
8546891,0.09000000000000001,32.76558,2.1893000000000002,0.0005784155440704148,0.014332439119634697
84798309,0.09000000000000001,32.76558,1.0036,0.00029594940053348246,0.010205662503844349
46981178,0.09000000000000001,32.76558,2.4068,0.0006186977425083804,0.015544608773231971
38658842,0.09000000000000001,32.76558,1.7749000000000001,0.0004548439375720166,0.013095928564291776
36202556,0.09000000000000001,32.76558,2.8966000000000003,0.0007521238465771771,0.016674032752200092
96942764,0.09000000000000001,32.76558,1.3757000000000001,0.000397597767123325,0.01287137303749043
32208471,0.09000000000000001,32.76558,2.0964,0.0005659690377821442,0.01581584588232322
99208737,0.09000000000000001,32.76558,0.6377,0.00020389445259805106,0.006937379508750918
84767648,0.09000000000000001,32.76558,1.4223000000000001,0.000391341417300583,0.014328077551921583
42383333,0.09000000000000001,32.76558,0.7011000000000001,0.00021658818337859728,0.009012918414570565
98553221,0.09000000000000001,32.76558,1.1547,0.00033194935057390964,0.009957303581545444
71888029,0.09000000000000001,32.76558,1.1993,0.000338184456947119,0.010982647420885316
64605256,0.09000000000000001,32.76558,1.9047,0.000502387393357956,0.01397797621789473
16719144,0.09000000000000001,32.76558,1.5072,0.00041241584285619664,0.00981144731009644
86784747,0.09000000000000001,32.76558,1.4215,0.00037970123846600066,0.013199846933143106
27723654,0.09000000000000001,32.76558,1.3958000000000002,0.0003865511733710611,0.01130556419975501
48870930,0.09000000000000001,32.76558,0.9663,0.0002915960327615481,0.009012343701883889
27474714,0.09000000000000001,32.76558,1.6037000000000001,0.0004211752252097492,0.015598264645638803
29248890,0.09000000000000001,32.76558,1.6489,0.0004280467114404181,0.013750345892848655
51108366,0.09000000000000001,32.76558,0.6774,0.00021221942180265726,0.008413310057210686
26951527,0.09000000000000001,32.76558,0.8569,0.00025005431328024,0.009126701180156535
83955552,0.09000000000000001,32.76558,0.9444,0.00027287408833365044,0.010214931549136072
12032709,0.09000000000000001,32.76558,0.7171000000000001,0.00022069217152568792,0.008498918277179083
47315127,0.09000000000000001,32.76558,0.7893,0.00023517158357053597,0.007970957873985385
4810323,0.09000000000000001,32.76558,1.6886,0.00044314187564534034,0.013842938933175323
96283434,0.09000000000000001,32.76558,0.7292000000000001,0.00021769345850600048,0.008891195783934488
2737286,0.09000000000000001,32.76558,0.8138000000000001,0.00024144917684279242,0.008131844197804973
19706497,0.09000000000000001,32.76558,0.8914000000000001,0.0002492470621983628,0.009443697932228849
91482505,0.09000000000000001,32.76558,0.9683,0.00028051865140132307,0.009735193366955148
21020465,0.09000000000000001,32.76558,0.5891000000000001,0.00018536647010055016,0.0072122919350867945
53003968,0.09000000000000001,32.76558,0.6917,0.00021206856252344264,0.00736016210294048
10279059,0.09000000000000001,32.76558,0.6935,0.00020375590836206847,0.008474190175404142
275587,0.09000000000000001,32.76558,0.4258,0.0001403549871969842,0.006512168202264558
50316144,0.09000000000000001,32.76558,1.3415000000000001,0.00036012616942025067,0.010173075631879374
46021112,0.09000000000000001,32.76558,1.0437,0.0002965651526936125,0.010481041677297475
48107180,0.09000000000000001,32.76558,0.7016,0.0002134447686012775,0.007411729014410187
72608754,0.09000000000000001,32.76558,0.4308,0.00014412031165601086,0.005603710133494666
73692397,0.1,32.76558,2.4448000000000003,0.0006504781629072112,0.017721113201326785
42117676,0.1,32.76558,2.701,0.0007251581242651281,0.017273622226441708
41030106,0.1,32.76558,2.4003,0.000654303523201872,0.019542189624610906
97352286,0.1,32.76558,1.6281,0.00045981512467204176,0.013877468195504172
13166253,0.1,32.76558,2.8996,0.0007486626157206298,0.01909401745534876
28549798,0.1,32.76558,2.4367,0.0006394103257054006,0.018672991756172447
25804253,0.1,32.76558,2.1577,0.0005704060598832584,0.01669135050061058
3273291,0.1,32.76558,1.5088000000000001,0.00042208798982251,0.01316226144291401
80185396,0.1,32.76558,2.1766,0.0005889137225595362,0.01414582335480995
75276183,0.1,32.76558,1.552,0.0004381526558035275,0.01233260343003344
37326816,0.1,32.76558,1.0838,0.00031630792623837326,0.012165155424076599
78170272,0.1,32.76558,1.8049000000000002,0.000495017675665155,0.013972388887423104
62505673,0.1,32.76558,1.5412000000000001,0.00042130105856188463,0.014596594358175622
27935882,0.1,32.76558,1.0182,0.0003118683531640375,0.01089241056320502
60286175,0.1,32.76558,1.3464,0.0003734512660763488,0.014145789648133362
34798256,0.1,32.76558,1.5001,0.00042168159339684314,0.014427760050868734
57901898,0.1,32.76558,1.6218000000000001,0.0004499323025023786,0.01378062814995922
23214426,0.1,32.76558,1.3256000000000001,0.00037858817847201767,0.013373049839510045
82152972,0.1,32.76558,1.7417,0.00046652220507595034,0.014710223294429468
98621298,0.1,32.76558,0.9726,0.00028758616673037543,0.011267067710211898
41677979,0.1,32.76558,0.6405000000000001,0.00020486602154210255,0.008092283799993879
95646657,0.1,32.76558,1.6901000000000002,0.00044825376211392163,0.016752117074300518
18323613,0.1,32.76558,0.6133000000000001,0.00020195967134640198,0.007652628280038767
64380918,0.1,32.76558,1.3001,0.0003662789849154694,0.013470816988737158
5823965,0.1,32.76558,0.7014,0.00021883128053325736,0.007734138936492453
4505228,0.1,32.76558,1.066,0.00031057835238861844,0.010607966351032123
23462413,0.1,32.76558,0.49560000000000004,0.00016502993554420625,0.006727614038139599
43579320,0.1,32.76558,0.8258000000000001,0.00025185714764040226,0.009912965296269685
88067820,0.1,32.76558,1.0446,0.0003022810920312405,0.010676494171008718
84777396,0.1,32.76558,0.7061000000000001,0.0002181908982867548,0.00809930459208141
36614788,0.1,32.76558,0.8298000000000001,0.0002489812771766529,0.00854287963323193
15700784,0.1,32.76558,0.8058000000000001,0.00024312270324935225,0.008528295629327031
49587865,0.1,32.76558,0.5388000000000001,0.00017418309140415202,0.006453072169476406
76430868,0.1,32.76558,0.8985000000000001,0.0002562650094785381,0.010974564480410736
36728067,0.1,32.76558,1.0477,0.0003078628853625593,0.011884350055465424
64629763,0.1,32.76558,0.6014,0.00019094386520217063,0.006581171644387835
1000864,0.1,32.76558,0.5422,0.00017237585881425544,0.007066498615645055
50375662,0.1,32.76558,0.6581,0.00020250769076892504,0.007832583747583704
52234969,0.1,32.76558,0.7108,0.0002194993716269747,0.007912916523698304
81624669,0.1,32.76558,0.6361,0.00020224599610086584,0.008230695669211216
2930885,0.1,32.76558,0.9042,0.0002713857273980657,0.010335839962759703
9477154,0.1,32.76558,0.739,0.00022026598306632193,0.009516302533032726
91769038,0.11000000000000001,32.76558,3.3219000000000003,0.0008644821224348734,0.019110606668997998
67863369,0.11000000000000001,32.76558,2.9499,0.0007691720007048123,0.018643021233371068
22082808,0.11000000000000001,32.76558,2.7578,0.0007374164303038977,0.019955922153766
30226370,0.11000000000000001,32.76558,1.9632,0.0005514746717562607,0.013525210805310864
6309106,0.11000000000000001,32.76558,2.3338,0.0006293285276234209,0.01943893082001998
21816012,0.11000000000000001,32.76558,3.4661,0.0008734576337966279,0.02037165613893985
84481674,0.11000000000000001,32.76558,1.3387,0.0003991529811505633,0.01278894444477227
72489117,0.11000000000000001,32.76558,2.7025,0.000724714386869177,0.01872716395133113
54096693,0.11000000000000001,32.76558,2.4047,0.0006440921092901718,0.018628581038236017
10751071,0.11000000000000001,32.76558,2.0298000000000003,0.0005480193785098188,0.016394594652469733
14283456,0.11000000000000001,32.76558,1.8032000000000001,0.0005021498449710591,0.016748544640169165
26740968,0.11000000000000001,32.76558,2.0989,0.0005822160983494903,0.015104569084590425
83764101,0.11000000000000001,32.76558,1.6025,0.00045593148783367723,0.014571312061984025
35089854,0.11000000000000001,32.76558,1.7521,0.0004961431826492416,0.014912828358652671
78556825,0.11000000000000001,32.76558,1.2097,0.0003592060597638595,0.012380577696464588
50182716,0.11000000000000001,32.76558,1.3182,0.000382727792279801,0.01481286575317833
52660574,0.11000000000000001,32.76558,1.1783000000000001,0.00035863648901576924,0.011545222746634746
20731310,0.11000000000000001,32.76558,1.9178000000000002,0.0005354558793111313,0.016627973658191658
18217661,0.11000000000000001,32.76558,2.1439,0.0005747457931430856,0.018691660344487476
50945738,0.11000000000000001,32.76558,0.7675000000000001,0.00024281042893956162,0.008885387797126975
59378129,0.11000000000000001,32.76558,0.5935,0.00019702617707506007,0.008411227345628658
49886278,0.11000000000000001,32.76558,1.3451,0.0003808866933210861,0.013067360588670219
89831190,0.11000000000000001,32.76558,0.9730000000000001,0.00029320358572238733,0.009355435881437169
59305534,0.11000000000000001,32.76558,0.6535000000000001,0.00021077900157097907,0.00897783458813003
13425166,0.11000000000000001,32.76558,0.7223,0.0002295132610421287,0.009058094802533277
60252105,0.11000000000000001,32.76558,0.8133,0.0002516002910250398,0.009643176067296982
52903380,0.11000000000000001,32.76558,0.6199,0.00019667519834382107,0.007636140645675131
51954983,0.11000000000000001,32.76558,0.6231,0.0002019645093990986,0.0068979002419074145
49224525,0.11000000000000001,32.76558,1.2061,0.000346515407744123,0.012755436293445822
8718790,0.11000000000000001,32.76558,0.6554,0.00020466766138196922,0.008257727800196015
29491854,0.11000000000000001,32.76558,0.532,0.00017246690216935186,0.007466332521952277
62107354,0.11000000000000001,32.76558,0.6549,0.00020898408402428309,0.007854606872994224
86867841,0.11000000000000001,32.76558,0.7676000000000001,0.0002330230483547422,0.00797971266202498
89650647,0.11000000000000001,32.76558,1.0319,0.0003086220198113732,0.010995566407642729
69713656,0.11000000000000001,32.76558,1.1209,0.0003240158238139534,0.010379680316557756
71079372,0.11000000000000001,32.76558,0.4097,0.00014065098805679898,0.00603606375206809
25807674,0.11000000000000001,32.76558,1.1309,0.0003177271470028356,0.01199921965716145
48013239,0.11000000000000001,32.76558,0.4057,0.00013932712091257703,0.005816492407067245
20797575,0.11000000000000001,32.76558,1.0767,0.0003040559096681604,0.011594042826549645
83423707,0.11000000000000001,32.76558,1.1679000000000002,0.00032851820360863665,0.011227787784366564
40364707,0.11000000000000001,32.76558,1.06,0.00028916825394120673,0.011635203113062235
31837123,0.11000000000000001,32.76558,0.6446000000000001,0.0002059976860477815,0.008126635072878231
5956574,0.12000000000000002,32.76558,4.0465,0.001020012717458445,0.02431924315939633
