seed,primary_length (m),k (10-8 m/s/MPa),_length (m),surface (m2),Jv (uL/s)
76750437,0.18000000000000002,32.76558,1.6283,0.00047858808856468467,0.00984388971189421
36525051,0.18000000000000002,32.76558,1.7988000000000002,0.0005107472845065264,0.011406542823612089
39873102,0.18000000000000002,32.76558,1.1378000000000001,0.00035461870617109665,0.008747917231376173
54219941,0.19000000000000003,32.76558,6.6935,0.0016887549690812124,0.021388172102835785
21576335,0.19000000000000003,32.76558,5.0265,0.001317620206612822,0.018525367337349927
47410997,0.19000000000000003,32.76558,4.8100000000000005,0.0012840263081379038,0.014929804940444966
43178809,0.19000000000000003,32.76558,5.4124,0.0014227367972446078,0.014436873974147186
39933948,0.19000000000000003,32.76558,4.2065,0.0011503046430322871,0.015286947603927091
68955597,0.19000000000000003,32.76558,6.8528,0.0017509474766322537,0.014332973978892409
46486004,0.19000000000000003,32.76558,3.9203,0.0010579473607860703,0.012799406426393238
80867969,0.19000000000000003,32.76558,4.321000000000001,0.001140663503585323,0.015476058060995638
45010404,0.19000000000000003,32.76558,4.4327000000000005,0.0011569483009637683,0.02289182166083564
11270158,0.19000000000000003,32.76558,4.9905,0.0012921077473632032,0.019764158345529265
85437390,0.19000000000000003,32.76558,3.1704000000000003,0.0008861842193531123,0.01606261972204916
70851066,0.19000000000000003,32.76558,3.3289,0.0009307828404334022,0.011883829241483262
35980478,0.19000000000000003,32.76558,4.3974,0.0011660842157632514,0.013582141231805202
74708144,0.19000000000000003,32.76558,2.9033,0.0007886367621493861,0.01286729895757266
95606042,0.19000000000000003,32.76558,2.1931000000000003,0.0006383067219053383,0.010831523277116019
96932167,0.19000000000000003,32.76558,2.1014,0.0006122819568585108,0.010952369333019303
16008356,0.19000000000000003,32.76558,3.3987000000000003,0.000927974702707274,0.014117566056930621
77088236,0.19000000000000003,32.76558,3.4592,0.000935406831279748,0.016724910702467774
84906892,0.19000000000000003,32.76558,2.4291,0.0006771699194903421,0.010946448820073439
96937990,0.19000000000000003,32.76558,2.4721,0.0006988283859698709,0.012556961364368272
64516418,0.19000000000000003,32.76558,1.6878000000000002,0.0005145744040930858,0.009675281746163661
69647907,0.19000000000000003,32.76558,1.6302,0.0004963512189147815,0.008368586187991953
15165307,0.19000000000000003,32.76558,2.3416,0.0006609817952011911,0.012730335128937663
48490064,0.19000000000000003,32.76558,2.8969,0.0008041275471171967,0.013997249723640491
82245529,0.19000000000000003,32.76558,2.7161,0.0007573747171047786,0.0123004163919897
28533798,0.19000000000000003,32.76558,1.5525,0.00047343600227651625,0.00964971891329491
33227236,0.19000000000000003,32.76558,1.7386000000000001,0.0005122462451757186,0.010769400920078883
41616715,0.19000000000000003,32.76558,1.6204,0.00048084657952335194,0.010251261235559292
73080956,0.19000000000000003,32.76558,1.7789000000000001,0.0005393522710157042,0.01098016240656316
40572267,0.19000000000000003,32.76558,1.8735000000000002,0.0005583636189589365,0.009274863565454044
3056965,0.19000000000000003,32.76558,2.1804,0.0006308037818344623,0.01101558945158362
56653167,0.19000000000000003,32.76558,1.8806,0.0005476279800475003,0.010895467271315781
42953318,0.19000000000000003,32.76558,1.2456,0.00039025404296816373,0.00952006497874002
21090541,0.19000000000000003,32.76558,1.3982,0.00043169416334311474,0.009399403820058312
75284281,0.19000000000000003,32.76558,1.7219,0.0005082352356047961,0.009616773959894388
80130225,0.19000000000000003,32.76558,1.8858000000000001,0.0005367294746897167,0.009153200110035252
7234571,0.19000000000000003,32.76558,1.1948,0.0003758515999433475,0.007705162021420478
83843630,0.19000000000000003,32.76558,1.2771000000000001,0.0003939300833639771,0.009096721286795279
88171103,0.19000000000000003,32.76558,1.0333,0.00032950085609157115,0.007879895853680484
76538969,0.19000000000000003,32.76558,1.4988000000000001,0.000431490349378098,0.009918274578314866
42633383,0.19000000000000003,32.76558,1.3579,0.0004072140125899595,0.008422784244204843
51976736,0.19000000000000003,32.76558,1.8156,0.000526761678721946,0.0117388852010836
25844187,0.04,32.76558,2.4242,0.0005821656066723642,0.018580445985670366
22732024,0.04,32.76558,0.9825,0.0002612254209157591,0.01048780073334166
5448828,0.04,32.76558,0.9621000000000001,0.0002633765510870601,0.010667104914760774
15683895,0.04,32.76558,1.0209000000000001,0.0002689275568104141,0.010818858394707457
91670628,0.04,32.76558,0.648,0.00018344576318403134,0.007049974748210065
11201305,0.04,32.76558,1.2630000000000001,0.00032333018378376,0.01340463941402854
26567168,0.04,32.76558,0.5174,0.0001480769591076712,0.008387262421227164
14942274,0.04,32.76558,0.2872,9.284091158556342e-05,0.0060233882926603935
39100261,0.04,32.76558,0.5656,0.00016388639581833535,0.00789509297409497
23762523,0.04,32.76558,1.1525,0.0002927503921326584,0.011710025361013097
89645893,0.04,32.76558,1.7923,0.00045016035071312896,0.016500158406559738
58859442,0.04,32.76558,0.7075,0.00019750646376000093,0.00886347429934553
68618149,0.04,32.76558,0.8311000000000001,0.0002194056893341138,0.00855442436702417
34486312,0.04,32.76558,0.7623000000000001,0.00020564054979498646,0.009496123964494368
21815976,0.04,32.76558,0.3441,0.0001090197995922854,0.006307340436161499
90008956,0.04,32.76558,0.9403,0.00024850921518140297,0.01027928624846773
23512507,0.04,32.76558,0.8612000000000001,0.00023638505514894515,0.010610430627900885
17039782,0.04,32.76558,0.2485,8.137868512523491e-05,0.004820044160479596
70281456,0.04,32.76558,0.3144,9.998671540356556e-05,0.005513643155309199
96742068,0.04,32.76558,1.0013,0.0002559151742870566,0.010494392700700413
73373039,0.04,32.76558,0.904,0.00022576117525462228,0.009783955230114253
63269333,0.04,32.76558,0.26730000000000004,8.104310019797755e-05,0.005101255867124353
91593903,0.04,32.76558,0.4025,0.00012741539537538271,0.007114395235401356
21013805,0.04,32.76558,0.5514,0.00015756569989487358,0.008251066449416065
81735384,0.04,32.76558,0.29460000000000003,9.312415757921079e-05,0.005095838697553245
36342371,0.04,32.76558,0.6191,0.00017172184205566332,0.008509113083199276
78506521,0.04,32.76558,0.1486,5.102826115372836e-05,0.0035360199874443377
55248529,0.04,32.76558,0.3738,0.00010732032363039787,0.0060658838786177924
77520626,0.04,32.76558,0.2393,7.462080516809729e-05,0.004994512159878984
38966660,0.04,32.76558,0.2918,8.777327130790981e-05,0.005473538177541451
15668376,0.04,32.76558,0.188,6.257669291647136e-05,0.0039557275092895056
31834856,0.04,32.76558,0.3164,9.856124915292542e-05,0.005795543735461244
56683571,0.04,32.76558,0.1693,5.73920597283991e-05,0.00399992808218445
93807895,0.04,32.76558,0.17250000000000001,5.7435162379606216e-05,0.004032495543897883
75466831,0.04,32.76558,0.757,0.00019223162288048318,0.00804079248481106
86955551,0.04,32.76558,0.2879,9.024859499152684e-05,0.004991263723224434
2250687,0.04,32.76558,0.4844,0.00013556179645355727,0.0061032925793451775
15552708,0.04,32.76558,0.3057,9.834265713608909e-05,0.0055579708363223575
34753045,0.04,32.76558,0.07730000000000001,2.9076696646034907e-05,0.002190333113319152
59622281,0.04,32.76558,0.1073,3.8312979047588954e-05,0.002801405721241734
91644576,0.04,32.76558,0.32130000000000003,9.506377688353622e-05,0.004977670157190436
43997117,0.04,32.76558,0.3025,8.89339641297048e-05,0.0047815877479151616
92049332,0.05,32.76558,1.635,0.00043051869246944253,0.015262916888908738
62701277,0.05,32.76558,0.4993,0.00014778623612350832,0.007922798556125803
49110473,0.05,32.76558,1.28,0.00033640343780637024,0.012192742708361027
26133761,0.05,32.76558,2.8429,0.0006823323856006093,0.018536761385066776
61477661,0.05,32.76558,1.0736,0.0002904344602938725,0.012299673704923207
60132905,0.05,32.76558,0.9491,0.0002627071405244295,0.011818460161832564
62809112,0.05,32.76558,0.7596,0.00021982616009482046,0.00993558334329865
72214885,0.05,32.76558,0.8754000000000001,0.00025231940158347045,0.010237490393162352
7287321,0.05,32.76558,0.49810000000000004,0.00015041857660794678,0.006469622122454234
16189750,0.05,32.76558,0.8319000000000001,0.0002245551366844552,0.01065175711697636
40155297,0.05,32.76558,0.5676,0.000166403502684242,0.006865365509328037
81475183,0.05,32.76558,1.192,0.0003174225695951098,0.011517890129225578
2865544,0.05,32.76558,0.3733,0.00011972641018757252,0.006316626959184419
47896404,0.05,32.76558,0.9599000000000001,0.0002630027015612858,0.00960167443450568
49163668,0.05,32.76558,0.6896,0.00019309328006394646,0.0075740395603342975
35001945,0.05,32.76558,0.5115000000000001,0.00015485814968229107,0.008382379745839445
34474381,0.05,32.76558,0.23320000000000002,7.797841373254842e-05,0.005054500106631752
16690523,0.05,32.76558,0.7136,0.00020120273601250565,0.008215419914243974
13982912,0.05,32.76558,0.8803000000000001,0.00023486221209243562,0.009250194990090757
21881775,0.05,32.76558,0.4131,0.00013159195431277016,0.006538255761960873
67572342,0.05,32.76558,0.4181,0.00012879028198430108,0.006645052228699875
48793810,0.05,32.76558,0.7180000000000001,0.0002015875811125725,0.008532435885539466
83018876,0.05,32.76558,0.5513,0.00016125581462577844,0.008256485709146652
21254599,0.05,32.76558,0.389,0.00012023748448045788,0.006593507925606943
50242219,0.05,32.76558,0.3432,0.00010408630532094006,0.005081282594180128
44554313,0.05,32.76558,0.4418,0.0001291966784099687,0.006589543392048814
72985413,0.05,32.76558,0.2358,7.909292514233598e-05,0.00503569820252104
73340931,0.05,32.76558,0.34690000000000004,0.00010739597318149725,0.005921272867441556
93801288,0.05,32.76558,0.24200000000000002,8.093710286184627e-05,0.004494032139744326
66990553,0.05,32.76558,0.2514,8.338779645905854e-05,0.004658204891843841
79983919,0.05,32.76558,0.3309,0.00010285787976153375,0.004930417633590739
70798126,0.05,32.76558,0.26930000000000004,8.888030572718268e-05,0.005072455358622417
75886242,0.05,32.76558,0.37320000000000003,0.00011416308942103565,0.006368048296014685
20440448,0.05,32.76558,0.3934,0.000116456766217421,0.0054935371339623245
23901090,0.05,32.76558,0.2721,8.772884918778865e-05,0.005258717445655379
29214425,0.05,32.76558,0.6657000000000001,0.00018125544478595813,0.008083496309388932
69035103,0.05,32.76558,0.6419,0.00017417737370556277,0.00724422849342492
47901377,0.05,32.76558,0.8546,0.0002363006091384151,0.008777975997428702
41061972,0.05,32.76558,0.2564,8.497335827132533e-05,0.005046214124130166
72685443,0.05,32.76558,0.6226,0.00016777170398400032,0.00814144456510661
96531574,0.05,32.76558,0.1686,5.8496015386870465e-05,0.003617154674513765
21659716,0.05,32.76558,0.1875,6.430563701744796e-05,0.00416145730028026
11376144,0.060000000000000005,32.76558,1.6174000000000002,0.00042782530455655717,0.013704888564276973
15565238,0.060000000000000005,32.76558,1.2155,0.0003372056749063441,0.010507795742976828
64180799,0.060000000000000005,32.76558,1.5244,0.00040754612291571895,0.011673210236653084
34307933,0.060000000000000005,32.76558,2.5779,0.0006527635710317174,0.018284402371362224
45678588,0.060000000000000005,32.76558,1.2712,0.00035675580598961153,0.011189471799132317
17430040,0.060000000000000005,32.76558,1.2807000000000002,0.00033745351515082985,0.013552773006612511
1224698,0.060000000000000005,32.76558,1.4188,0.0003776464295254493,0.013089747861945347
2760666,0.060000000000000005,32.76558,0.8292,0.0002450398915821304,0.008909674332704818
36384614,0.060000000000000005,32.76558,1.354,0.0003594851274393018,0.011618361209528416
3432076,0.060000000000000005,32.76558,1.2933000000000001,0.0003484862544794527,0.011130703434254227
59645050,0.060000000000000005,32.76558,1.0221,0.0002889768869662847,0.009554535218583673
17919823,0.060000000000000005,32.76558,1.0956000000000001,0.0003008547461346883,0.011642459855226788
98034085,0.060000000000000005,32.76558,1.7869000000000002,0.0004579725303152262,0.013078879747940527
84207176,0.060000000000000005,32.76558,0.9909,0.00027450363244308553,0.010276038801398917
33259358,0.060000000000000005,32.76558,0.6412,0.00019034570596094557,0.008043362141179126
95839847,0.060000000000000005,32.76558,0.7172000000000001,0.00020459113218495765,0.007926896001047653
72444968,0.060000000000000005,32.76558,0.7549,0.00021884887345214408,0.007396955677801584
31701459,0.060000000000000005,32.76558,0.9481,0.00025914677357013284,0.007655049263187019
59490735,0.060000000000000005,32.76558,0.4635,0.00014400419839154913,0.005627223018735962
12978827,0.060000000000000005,32.76558,0.6295000000000001,0.00017933605733831538,0.008617775268925262
81774451,0.060000000000000005,32.76558,0.4192,0.00012910915363864036,0.006389509447645803
54523595,0.060000000000000005,32.76558,0.554,0.00016133762169848187,0.007235821633471112
71645552,0.060000000000000005,32.76558,0.4063,0.00012934929698108153,0.006301002591831093
24473663,0.060000000000000005,32.76558,1.0204,0.0002715538717201394,0.00971707023759833
72869953,0.060000000000000005,32.76558,0.47590000000000005,0.0001486069457883197,0.006125474731280627
83038663,0.060000000000000005,32.76558,0.5282,0.00016288008085951923,0.007030380521014479
48715107,0.060000000000000005,32.76558,0.8413,0.00024173638124319366,0.008046407200108534
3147214,0.060000000000000005,32.76558,0.227,7.778621109400175e-05,0.004549600421102096
26557366,0.060000000000000005,32.76558,1.0099,0.00026738184295936515,0.009695620789097872
96809815,0.060000000000000005,32.76558,0.26230000000000003,8.867270928463346e-05,0.004437786649578431
2860600,0.060000000000000005,32.76558,0.43420000000000003,0.00013019903496202392,0.006467772128486013
95771653,0.060000000000000005,32.76558,0.36050000000000004,0.00011576580432919155,0.005600389757088286
95534454,0.060000000000000005,32.76558,0.5733,0.0001642224205685686,0.0076063122417142645
28117319,0.060000000000000005,32.76558,0.5312,0.00015845590158918935,0.007176430188074845
90306848,0.060000000000000005,32.76558,0.5999,0.00017106342706732375,0.0073269256987629665
53789791,0.060000000000000005,32.76558,0.7876000000000001,0.0002194584680906686,0.00815370078581811
12078433,0.060000000000000005,32.76558,0.652,0.00018541353115853726,0.007751122407717131
15938478,0.060000000000000005,32.76558,0.654,0.00018514260020809328,0.007544086079479866
46224160,0.060000000000000005,32.76558,0.6148,0.00018008419621282854,0.006459542589770236
12939535,0.060000000000000005,32.76558,0.43820000000000003,0.00013475560094679392,0.006137820087385494
33046656,0.060000000000000005,32.76558,0.3033,9.824765537424405e-05,0.004679187018428241
28709407,0.060000000000000005,32.76558,0.28500000000000003,9.408209201114339e-05,0.005101797034432778
983120,0.07,32.76558,2.2269,0.0005688099863019576,0.014065617918833484
83213152,0.07,32.76558,1.3352000000000002,0.0003590112181875,0.009981898613626243
3162682,0.07,32.76558,1.4844000000000002,0.00041145790842426973,0.01218568662113195
1974090,0.07,32.76558,2.8443,0.0007157546211697606,0.019275162697255144
3603893,0.07,32.76558,0.9692000000000001,0.00029798710036045415,0.010061176315013628
45777029,0.07,32.76558,1.5512000000000001,0.00041662714780832817,0.0128728238026888
86269088,0.07,32.76558,1.4111,0.0003867108291097155,0.010116108997180498
71864027,0.07,32.76558,0.9143,0.00026892975592520356,0.008113567590199175
10916345,0.07,32.76558,1.2927,0.0003563173024870269,0.01001165671823696
83190271,0.07,32.76558,1.6887,0.0004304015236298572,0.015284369160780702
3249839,0.07,32.76558,0.7633000000000001,0.000231528969720537,0.008627832815147096
81070456,0.07,32.76558,0.9145000000000001,0.0002733046750227221,0.008661990586607498
72265891,0.07,32.76558,0.8724000000000001,0.0002544965252924032,0.008306271322899586
78292200,0.07,32.76558,1.3689,0.00036704524449644304,0.011448052066490877
44824395,0.07,32.76558,1.0261,0.000284172084896423,0.010122228567766236
91087132,0.07,32.76558,1.3192000000000002,0.00035164405146795606,0.011688593602984403
25611278,0.07,32.76558,0.6859000000000001,0.00021195728731164258,0.007125734688963327
27369344,0.07,32.76558,0.5961000000000001,0.00018351569503647153,0.007187537463144612
14471940,0.07,32.76558,0.8226,0.0002338903792545706,0.008893600111125876
94136530,0.07,32.76558,0.628,0.00019155433948662471,0.008005844297924718
88910500,0.07,32.76558,0.4485,0.00014055774558685672,0.0060459358276475075
34764458,0.07,32.76558,0.9236000000000001,0.00025591583402147325,0.00973149003134837
43818941,0.07,32.76558,1.0034,0.00027726642442087683,0.009333626477632263
55267619,0.07,32.76558,0.48460000000000003,0.0001578511450033443,0.006692770330555202
12528372,0.07,32.76558,0.4083,0.00013070263226439563,0.005603314085702524
38956103,0.07,32.76558,0.4278,0.00013799005907921689,0.0060826261039566044
98745985,0.07,32.76558,0.863,0.00023880100273141234,0.006882125809156492
36281401,0.07,32.76558,1.0496,0.00028957284709269,0.00989410956367735
77631654,0.07,32.76558,1.8093000000000001,0.00046228609410823353,0.012034837730942332
77343048,0.07,32.76558,0.9550000000000001,0.0002711156760935919,0.009497721103709084
96709048,0.07,32.76558,0.4667,0.00014812841839532257,0.006147695285882048
71303762,0.07,32.76558,0.5856,0.0001759973611616199,0.007570009265766618
60308942,0.07,32.76558,0.3982,0.00012733446794862676,0.006354288540804647
72788376,0.07,32.76558,0.5655,0.00016779554238904824,0.00634419662357198
84876752,0.07,32.76558,0.6346,0.000188136914998064,0.007033651876114488
2138727,0.07,32.76558,0.5487000000000001,0.00016764776187061165,0.0064509677533317435
20859235,0.07,32.76558,0.4194,0.0001377868608663772,0.0055714002312237205
3790176,0.07,32.76558,0.47140000000000004,0.00014185390388387768,0.005392825531871087
6164262,0.07,32.76558,0.4778,0.00014558844073490865,0.006060529043703124
52776144,0.07,32.76558,0.7559,0.00021388243644025152,0.007933301939632627
11352368,0.07,32.76558,0.4464,0.0001369925405798571,0.00513283589883466
4619526,0.07,32.76558,0.8077000000000001,0.00022617654406888329,0.006372410703817037
11578268,0.08000000000000002,32.76558,3.3942,0.0008318275098978748,0.018825873698007367
67711085,0.08000000000000002,32.76558,1.4061000000000001,0.00040378123827967597,0.009269168542531854
79068857,0.08000000000000002,32.76558,1.8765,0.0005109036415728874,0.011475757487019763
18446508,0.08000000000000002,32.76558,1.6401000000000001,0.00044999959541701693,0.013145904595289344
37543014,0.08000000000000002,32.76558,2.8015000000000003,0.0006920717814992947,0.013992174252534321
42934110,0.08000000000000002,32.76558,1.6723000000000001,0.0004600148043010977,0.014316712066119066
87167108,0.08000000000000002,32.76558,1.6786,0.0004443694655411009,0.011124350149276764
70755098,0.08000000000000002,32.76558,1.853,0.0004894409842802549,0.012653750470026268
55388790,0.08000000000000002,32.76558,1.0377,0.00030494378030069814,0.008682410795221395
58784795,0.08000000000000002,32.76558,1.1103,0.0003222433372387983,0.010991480047726753
10622732,0.08000000000000002,32.76558,1.0719,0.00031068874795446344,0.009233252302320808
61872249,0.08000000000000002,32.76558,1.5886,0.00043043099176893085,0.008627398309364268
33217030,0.08000000000000002,32.76558,1.3428,0.00036744570331197543,0.01185790873729776
19469873,0.08000000000000002,32.76558,0.41340000000000005,0.0001376008157494308,0.0056402050266920085
13960379,0.08000000000000002,32.76558,1.8638000000000001,0.0004811098575540503,0.011981724456466399
20687397,0.08000000000000002,32.76558,1.2946,0.0003585911872496904,0.012627640831046104
55051564,0.08000000000000002,32.76558,1.2901,0.0003535869694445449,0.012288234036452362
28722617,0.08000000000000002,32.76558,0.8393,0.00024308531829679285,0.009152431993006168
69437176,0.08000000000000002,32.76558,0.5185000000000001,0.0001698939377860502,0.006399522700731186
57619773,0.08000000000000002,32.76558,0.7243,0.00022098905203145352,0.007671188083312962
95457817,0.08000000000000002,32.76558,0.9462,0.0002732448590986239,0.010374289903219213
24488490,0.08000000000000002,32.76558,1.2557,0.0003464079150098986,0.010505211135178627
14019248,0.08000000000000002,32.76558,0.9989,0.00027839932043086774,0.009647672832892647
39532970,0.08000000000000002,32.76558,1.0667,0.00029467272639414964,0.011075034665654944
10116284,0.08000000000000002,32.76558,1.0468,0.00028386596810828067,0.01033798455238841
79212911,0.08000000000000002,32.76558,0.4087,0.00013516551595622444,0.005679552899069309
14045490,0.08000000000000002,32.76558,1.5169000000000001,0.0003995282381098528,0.010356930020322822
68924888,0.08000000000000002,32.76558,0.7102,0.000210930740496179,0.008147927565516043
61329383,0.08000000000000002,32.76558,0.7669,0.00022268852799336552,0.008328403089322579
67331467,0.08000000000000002,32.76558,0.5885,0.00018479514006056647,0.006161781089022704
35666011,0.08000000000000002,32.76558,1.1131,0.00030649393636380417,0.00904990288786746
69373205,0.08000000000000002,32.76558,0.8816,0.00024163245107506245,0.008008400959837044
57179595,0.08000000000000002,32.76558,1.4225,0.0003828376600580841,0.01165888361230064
42164114,0.08000000000000002,32.76558,0.5124000000000001,0.00015940767849951067,0.006367164535004926
2314228,0.08000000000000002,32.76558,0.7711,0.00021717354377141562,0.008157510453011914
5573603,0.08000000000000002,32.76558,0.8942,0.00024905565124117354,0.009401960761169175
53855230,0.08000000000000002,32.76558,0.46880000000000005,0.00015163688623899335,0.006266307330178991
24778318,0.08000000000000002,32.76558,0.8519,0.00024457235976344747,0.008158203040099614
31143499,0.08000000000000002,32.76558,0.9228000000000001,0.00025842986212657425,0.0095358649455824
49906156,0.08000000000000002,32.76558,0.5889,0.00017692890621526515,0.005745170114080163
86689123,0.08000000000000002,32.76558,0.43520000000000003,0.00014395229928089752,0.006090374155676437
55232275,0.08000000000000002,32.76558,0.6382,0.00018997361572705926,0.008119156666496275
52890292,0.09000000000000001,32.76558,2.2119,0.0005962178626472933,0.017540396820548743
94514147,0.09000000000000001,32.76558,1.6365,0.0004465993240243298,0.014300669745292734
56145685,0.09000000000000001,32.76558,1.1435,0.0003350404264176322,0.010445019810895783
64335728,0.09000000000000001,32.76558,1.4691,0.0004207654421472096,0.01138388449708399
19510208,0.09000000000000001,32.76558,2.9101000000000004,0.0007499330003915202,0.01974012097040462
3993117,0.09000000000000001,32.76558,2.4554,0.0006436144615431103,0.017947023813183107
71516498,0.09000000000000001,32.76558,1.4415,0.00040712345304011726,0.012044082746035115
49952998,0.09000000000000001,32.76558,1.6732,0.0004665527727724834,0.013231485402587395
44122667,0.09000000000000001,32.76558,1.7113,0.0004723162129910471,0.016786861701172544
42627676,0.09000000000000001,32.76558,1.7570000000000001,0.00047349876501451244,0.014889313279748594
43963864,0.09000000000000001,32.76558,1.5215,0.00043475440759651533,0.014221221319381371
53039750,0.09000000000000001,32.76558,2.3782,0.0006336361977886206,0.017002385090676846
15627251,0.09000000000000001,32.76558,0.6771,0.0002121732403906494,0.007616607206179504
75004436,0.09000000000000001,32.76558,1.9618,0.000524799540481452,0.013216392204219697
97533604,0.09000000000000001,32.76558,1.983,0.0005248444903891359,0.012888251685804587
58277066,0.09000000000000001,32.76558,1.2996,0.00036566917036548154,0.010564175740592653
27556436,0.09000000000000001,32.76558,1.2087,0.0003340977098605342,0.012108903828917562
98658286,0.09000000000000001,32.76558,1.2165000000000001,0.0003449909813248947,0.011603583750415375
57461130,0.09000000000000001,32.76558,1.3389,0.0003676291094910953,0.011154801822017852
73362438,0.09000000000000001,32.76558,0.9362,0.00027339747766973047,0.009645337090835678
99381617,0.09000000000000001,32.76558,0.7734000000000001,0.0002438629253103626,0.008554907227528254
21265450,0.09000000000000001,32.76558,1.124,0.0003043057730983006,0.010035107495754174
84829366,0.09000000000000001,32.76558,0.6412,0.0001954771205694608,0.008556436688632615
9811716,0.09000000000000001,32.76558,0.8429000000000001,0.00025968159830341077,0.00880386907016652
72042098,0.09000000000000001,32.76558,0.5813,0.00018215224382481268,0.007573230170051494
19661276,0.09000000000000001,32.76558,0.991,0.0002707546693986114,0.0089900337157436
49213936,0.09000000000000001,32.76558,0.7588,0.0002290602433815027,0.009355195542059254
74242237,0.09000000000000001,32.76558,1.5451000000000001,0.00042176881029208483,0.010685706021956945
31636322,0.09000000000000001,32.76558,0.5534,0.0001767952000319061,0.006597536431269864
93727016,0.09000000000000001,32.76558,0.43320000000000003,0.00014051816151941656,0.005351446326774339
67092999,0.09000000000000001,32.76558,0.6733,0.0001946144517931812,0.007475332611695604
43852530,0.09000000000000001,32.76558,0.8350000000000001,0.00025092252382596675,0.008522190360284598
47277986,0.09000000000000001,32.76558,0.5776,0.00018511401171490008,0.006748465205232121
29303021,0.09000000000000001,32.76558,0.4187,0.00014051508275860557,0.005893567900429206
76815592,0.09000000000000001,32.76558,0.3623,0.0001234094877509344,0.005801480356234914
37995905,0.09000000000000001,32.76558,0.734,0.0002257752056073412,0.007700315377400105
85418127,0.09000000000000001,32.76558,0.3725,0.000125773976045733,0.005550204948933687
28869343,0.09000000000000001,32.76558,0.7443000000000001,0.00022672962145550658,0.008385631097284588
15139477,0.09000000000000001,32.76558,1.0431000000000001,0.00028965641345727764,0.010939885868385967
86007533,0.09000000000000001,32.76558,0.5242,0.00016617963279172846,0.006782517725872738
26851359,0.09000000000000001,32.76558,0.5646,0.00017143199871742676,0.007221954320890441
4040809,0.09000000000000001,32.76558,0.5565,0.00017153359782383771,0.007897710152354742
87676062,0.1,32.76558,1.7885,0.0004992334228293185,0.01505075057731684
5214443,0.1,32.76558,2.7551,0.0007121953097905828,0.020139787812089856
44471858,0.1,32.76558,3.2791,0.0008447642868525072,0.021039396065024824
74507767,0.1,32.76558,2.4325,0.0006492229521288379,0.020326418561376982
39302279,0.1,32.76558,2.3455,0.0006218253676410541,0.01855440770232545
69794128,0.1,32.76558,3.3103000000000002,0.0008471444768273884,0.018983897195833006
34012986,0.1,32.76558,1.8743,0.0005270152366650113,0.01747479072810544
9802460,0.1,32.76558,3.648,0.0009037080860067544,0.02286922953632291
39660669,0.1,32.76558,1.9021000000000001,0.0005251464288590869,0.012803106170520174
15376424,0.1,32.76558,2.2277,0.0005871914637677129,0.017354817945568642
51445133,0.1,32.76558,1.1564,0.00034706474663553965,0.011313541696099655
26764369,0.1,32.76558,3.2723,0.0008408096186042339,0.02311929027500382
53879287,0.1,32.76558,1.5258,0.00041626882403344697,0.012811988676162378
31705121,0.1,32.76558,1.1401000000000001,0.00033583958475685225,0.011996817910054367
37681931,0.1,32.76558,2.7086,0.0006975881291724972,0.01863280875693586
13043811,0.1,32.76558,0.7608,0.00023383100315338225,0.007811873641483619
61624847,0.1,32.76558,1.1221,0.000320285685192653,0.009622488429791552
91256326,0.1,32.76558,2.4698,0.0006316290656581478,0.017745121101757255
20215654,0.1,32.76558,1.4373,0.00040795339898734264,0.01346069771562227
25339350,0.1,32.76558,1.0727,0.0003149779015725513,0.01169823458958622
48589078,0.1,32.76558,1.7978,0.0004828057709498815,0.014663343071859587
9514324,0.1,32.76558,1.5911000000000002,0.00043938138923900737,0.01264284617212733
56160891,0.1,32.76558,1.0307,0.0003036449830658544,0.01082113695559931
37244567,0.1,32.76558,1.1886,0.0003431793505052795,0.011213845958115738
7167104,0.1,32.76558,1.2623,0.000342036514496155,0.011638926231199774
51817545,0.1,32.76558,0.5793,0.00018166448014941922,0.008174621002631059
90697102,0.1,32.76558,1.1213,0.0003169923347643514,0.011853746284401495
15292544,0.1,32.76558,0.8253,0.0002446097447160118,0.00854905794959849
85798373,0.1,32.76558,1.1786,0.0003370526165122496,0.012172159574723474
31003386,0.1,32.76558,0.6808000000000001,0.00021269223149702666,0.008292230088705454
13387182,0.1,32.76558,1.6873,0.0004596501030931232,0.015133311900820795
92509183,0.1,32.76558,0.7231000000000001,0.0002208109237280006,0.007970406348778745
28596212,0.1,32.76558,0.5054000000000001,0.00016855511666079664,0.0062805753503750615
99243925,0.1,32.76558,0.8856,0.00026079171148351264,0.008400837351715104
43750938,0.1,32.76558,1.0764,0.0003053383015061655,0.011602460371374523
87537242,0.1,32.76558,0.9996,0.0002920103460007214,0.009878091872036284
9755005,0.1,32.76558,0.4791,0.00015982067226973237,0.006608816466699398
64698056,0.1,32.76558,0.8466,0.00025514834293615773,0.01008870539631103
82505030,0.1,32.76558,0.9851000000000001,0.00029091738591653144,0.010855671598413842
30548614,0.1,32.76558,1.1332,0.0003034054554756462,0.012255140092777304
81537936,0.1,32.76558,0.4606,0.0001502272536153316,0.006700731746300327
53816983,0.1,32.76558,0.5844,0.00018771424512242394,0.008274021709494884
85276979,0.11000000000000001,32.76558,3.8415000000000004,0.0009770807175641869,0.025394860164198976
84086390,0.11000000000000001,32.76558,3.2354000000000003,0.0008422759444089336,0.020695552171633876
55784936,0.11000000000000001,32.76558,1.3868,0.00042083361470780567,0.013041472259739251
