seed,primary_length (m),k (10-8 m/s/MPa),ax,length (m),surface (m2),Jv (uL/s)
13013773,0.06,32.76558,0.5,0.8024,0.000218853799469,0.00588550753836
13013773,0.06,32.76558,0.75,0.8024,0.000218853799469,0.00748762947937
13013773,0.06,32.76558,1.0,0.8024,0.000218853799469,0.00875939080986
13013773,0.06,32.76558,1.25,0.8024,0.000218853799469,0.00980393067535
13013773,0.06,32.76558,1.5,0.8024,0.000218853799469,0.0106816726021
13013773,0.06,32.76558,1.75,0.8024,0.000218853799469,0.0114318428306
13013773,0.06,32.76558,2.0,0.8024,0.000218853799469,0.0120815737317
13717660,0.06,32.76558,0.05,0.3498,0.000115260887558,0.000900591290852
13717660,0.06,32.76558,0.25,0.3498,0.000115260887558,0.00267606442199
13717660,0.06,32.76558,0.5,0.3498,0.000115260887558,0.00404872465619
13717660,0.06,32.76558,0.75,0.3498,0.000115260887558,0.00501326394535
13717660,0.06,32.76558,1.0,0.3498,0.000115260887558,0.0057416710124
13717660,0.06,32.76558,1.25,0.3498,0.000115260887558,0.00631506440885
13717660,0.06,32.76558,1.5,0.3498,0.000115260887558,0.00677960732159
13717660,0.06,32.76558,1.75,0.3498,0.000115260887558,0.00716423694838
13717660,0.06,32.76558,2.0,0.3498,0.000115260887558,0.00748824755842
77333260,0.07,32.76558,0.05,0.4701,0.000142164858725,0.000787568541458
77333260,0.07,32.76558,0.25,0.4701,0.000142164858725,0.0024716664129
77333260,0.07,32.76558,0.5,0.4701,0.000142164858725,0.00388837587127
77333260,0.07,32.76558,0.75,0.4701,0.000142164858725,0.00495339648195
77333260,0.07,32.76558,1.0,0.4701,0.000142164858725,0.00580119472735
77333260,0.07,32.76558,1.25,0.4701,0.000142164858725,0.0064974001599
77333260,0.07,32.76558,1.5,0.4701,0.000142164858725,0.00708135910895
77333260,0.07,32.76558,1.75,0.4701,0.000142164858725,0.00757909186985
77333260,0.07,32.76558,2.0,0.4701,0.000142164858725,0.00800882952274
30960208,0.07,32.76558,0.05,1.335,0.000346074265304,0.00116397972145
30960208,0.07,32.76558,0.25,1.335,0.000346074265304,0.00418573619276
30960208,0.07,32.76558,0.5,1.335,0.000346074265304,0.00696829897028
30960208,0.07,32.76558,0.75,1.335,0.000346074265304,0.00917665846547
30960208,0.07,32.76558,1.0,1.335,0.000346074265304,0.0110093738194
30960208,0.07,32.76558,1.25,1.335,0.000346074265304,0.0125687556558
30960208,0.07,32.76558,1.5,1.335,0.000346074265304,0.0139180463914
30960208,0.07,32.76558,1.75,1.335,0.000346074265304,0.0151002554897
30960208,0.07,32.76558,2.0,1.335,0.000346074265304,0.0161463973198
87904344,0.07,32.76558,0.05,0.8025,0.000229524388563,0.00104528288428
87904344,0.07,32.76558,0.25,0.8025,0.000229524388563,0.00359092387732
87904344,0.07,32.76558,0.5,0.8025,0.000229524388563,0.00579344013901
87904344,0.07,32.76558,0.75,0.8025,0.000229524388563,0.00745912509456
87904344,0.07,32.76558,1.0,0.8025,0.000229524388563,0.00879157234415
87904344,0.07,32.76558,1.25,0.8025,0.000229524388563,0.00989220874317
87904344,0.07,32.76558,1.5,0.8025,0.000229524388563,0.0108213413738
87904344,0.07,32.76558,1.75,0.8025,0.000229524388563,0.0116184685399
87904344,0.07,32.76558,2.0,0.8025,0.000229524388563,0.0123111005733
93829866,0.07,32.76558,0.05,0.5387,0.000166213059338,0.000964860005095
93829866,0.07,32.76558,0.25,0.5387,0.000166213059338,0.00300636025997
93829866,0.07,32.76558,0.5,0.5387,0.000166213059338,0.00466240079959
93829866,0.07,32.76558,0.75,0.5387,0.000166213059338,0.00587975799791
93829866,0.07,32.76558,1.0,0.5387,0.000166213059338,0.00683925419677
93829866,0.07,32.76558,1.25,0.5387,0.000166213059338,0.00762439875695
93829866,0.07,32.76558,1.5,0.5387,0.000166213059338,0.00828275857357
93829866,0.07,32.76558,1.75,0.5387,0.000166213059338,0.00884467079936
93829866,0.07,32.76558,2.0,0.5387,0.000166213059338,0.00933089147234
10657433,0.07,32.76558,0.05,0.5704,0.000175880368251,0.00100235121951
10657433,0.07,32.76558,0.25,0.5704,0.000175880368251,0.00312889809631
10657433,0.07,32.76558,0.5,0.5704,0.000175880368251,0.00483281946936
10657433,0.07,32.76558,0.75,0.5704,0.000175880368251,0.00608945126557
10657433,0.07,32.76558,1.0,0.5704,0.000175880368251,0.00708535076198
10657433,0.07,32.76558,1.25,0.5704,0.000175880368251,0.00790442691571
10657433,0.07,32.76558,1.5,0.5704,0.000175880368251,0.00859426768129
10657433,0.07,32.76558,1.75,0.5704,0.000175880368251,0.00918529477315
10657433,0.07,32.76558,2.0,0.5704,0.000175880368251,0.0096984102547
6906773,0.07,32.76558,0.05,0.6449,0.000193838780001,0.00108351428878
6906773,0.07,32.76558,0.25,0.6449,0.000193838780001,0.00352443929425
6906773,0.07,32.76558,0.5,0.6449,0.000193838780001,0.00551447318024
6906773,0.07,32.76558,0.75,0.6449,0.000193838780001,0.00697423807289
6906773,0.07,32.76558,1.0,0.6449,0.000193838780001,0.00811903908756
6906773,0.07,32.76558,1.25,0.6449,0.000193838780001,0.00905071438956
6906773,0.07,32.76558,1.5,0.6449,0.000193838780001,0.00982796558557
6906773,0.07,32.76558,1.75,0.6449,0.000193838780001,0.0104883452354
6906773,0.07,32.76558,2.0,0.6449,0.000193838780001,0.0110575016934
33394119,0.07,32.76558,0.05,0.561,0.000175323112546,0.000996555162482
33394119,0.07,32.76558,0.25,0.561,0.000175323112546,0.00314557818156
33394119,0.07,32.76558,0.5,0.561,0.000175323112546,0.00488746430153
33394119,0.07,32.76558,0.75,0.561,0.000175323112546,0.00617171409992
33394119,0.07,32.76558,1.0,0.561,0.000175323112546,0.00718541056375
33394119,0.07,32.76558,1.25,0.561,0.000175323112546,0.0080153421846
33394119,0.07,32.76558,1.5,0.561,0.000175323112546,0.00871134088087
33394119,0.07,32.76558,1.75,0.561,0.000175323112546,0.00930535842195
33394119,0.07,32.76558,2.0,0.561,0.000175323112546,0.00981931965437
86475053,0.08,32.76558,0.05,0.7151,0.000218581461085,0.0009518400384
86475053,0.08,32.76558,0.25,0.7151,0.000218581461085,0.00295846452219
86475053,0.08,32.76558,0.5,0.7151,0.000218581461085,0.00468304409678
86475053,0.08,32.76558,0.75,0.7151,0.000218581461085,0.00601964033302
86475053,0.08,32.76558,1.0,0.7151,0.000218581461085,0.00711924390004
86475053,0.08,32.76558,1.25,0.7151,0.000218581461085,0.00805256652986
86475053,0.08,32.76558,1.5,0.7151,0.000218581461085,0.00886059880396
86475053,0.08,32.76558,1.75,0.7151,0.000218581461085,0.00957003506828
86475053,0.08,32.76558,2.0,0.7151,0.000218581461085,0.0101995819608
65783959,0.08,32.76558,0.05,0.7425,0.000222260580242,0.00108447733802
65783959,0.08,32.76558,0.25,0.7425,0.000222260580242,0.00339018878632
65783959,0.08,32.76558,0.5,0.7425,0.000222260580242,0.00530495787948
65783959,0.08,32.76558,0.75,0.7425,0.000222260580242,0.00675666495251
65783959,0.08,32.76558,1.0,0.7425,0.000222260580242,0.0079328683499
65783959,0.08,32.76558,1.25,0.7425,0.000222260580242,0.00891877147635
65783959,0.08,32.76558,1.5,0.7425,0.000222260580242,0.00976308376257
65783959,0.08,32.76558,1.75,0.7425,0.000222260580242,0.0104972494707
65783959,0.08,32.76558,2.0,0.7425,0.000222260580242,0.0111431291808
8150436,0.08,32.76558,0.05,1.0645,0.00029661850322,0.000980203318057
8150436,0.08,32.76558,0.25,1.0645,0.00029661850322,0.00325727217883
8150436,0.08,32.76558,0.5,1.0645,0.00029661850322,0.0053020640505
8150436,0.08,32.76558,0.75,1.0645,0.00029661850322,0.00693773861567
8150436,0.08,32.76558,1.0,1.0645,0.00029661850322,0.00831661652499
8150436,0.08,32.76558,1.25,1.0645,0.00029661850322,0.0095102945597
8150436,0.08,32.76558,1.5,1.0645,0.00029661850322,0.0105609121076
8150436,0.08,32.76558,1.75,1.0645,0.00029661850322,0.0114964499339
8150436,0.08,32.76558,2.0,1.0645,0.00029661850322,0.0123369185508
4041189,0.08,32.76558,0.05,0.8719,0.000253306804154,0.00121190299163
4041189,0.08,32.76558,0.25,0.8719,0.000253306804154,0.00383078325084
4041189,0.08,32.76558,0.5,0.8719,0.000253306804154,0.00599691633866
4041189,0.08,32.76558,0.75,0.8719,0.000253306804154,0.00764314692477
4041189,0.08,32.76558,1.0,0.8719,0.000253306804154,0.00898028972858
4041189,0.08,32.76558,1.25,0.8719,0.000253306804154,0.0101030703532
4041189,0.08,32.76558,1.5,0.8719,0.000253306804154,0.0110657385483
4041189,0.08,32.76558,1.75,0.8719,0.000253306804154,0.0119034882606
4041189,0.08,32.76558,2.0,0.8719,0.000253306804154,0.0126409048662
72278676,0.08,32.76558,0.05,0.3503,0.000118303143052,0.000929966079889
72278676,0.08,32.76558,0.25,0.3503,0.000118303143052,0.00245280464966
72278676,0.08,32.76558,0.5,0.3503,0.000118303143052,0.00358162346555
72278676,0.08,32.76558,0.75,0.3503,0.000118303143052,0.00440258856447
72278676,0.08,32.76558,1.0,0.3503,0.000118303143052,0.00505054463769
72278676,0.08,32.76558,1.25,0.3503,0.000118303143052,0.00558253815366
72278676,0.08,32.76558,1.5,0.3503,0.000118303143052,0.00603017078916
72278676,0.08,32.76558,1.75,0.3503,0.000118303143052,0.00641343247942
72278676,0.08,32.76558,2.0,0.3503,0.000118303143052,0.00674598990972
92086510,0.08,32.76558,0.05,0.5695,0.000180127738687,0.0010219087699
92086510,0.08,32.76558,0.25,0.5695,0.000180127738687,0.00309701291704
92086510,0.08,32.76558,0.5,0.5695,0.000180127738687,0.004746565005
92086510,0.08,32.76558,0.75,0.5695,0.000180127738687,0.00596305670473
92086510,0.08,32.76558,1.0,0.5695,0.000180127738687,0.00693182602019
92086510,0.08,32.76558,1.25,0.5695,0.000180127738687,0.00773415305264
92086510,0.08,32.76558,1.5,0.5695,0.000180127738687,0.00841508557342
92086510,0.08,32.76558,1.75,0.5695,0.000180127738687,0.00900298653428
92086510,0.08,32.76558,2.0,0.5695,0.000180127738687,0.00951718637677
47302649,0.08,32.76558,0.05,0.5756,0.000174875372761,0.00111013373059
47302649,0.08,32.76558,0.25,0.5756,0.000174875372761,0.00346105839697
47302649,0.08,32.76558,0.5,0.5756,0.000174875372761,0.00531816117261
47302649,0.08,32.76558,0.75,0.5756,0.000174875372761,0.00665824867175
47302649,0.08,32.76558,1.0,0.5756,0.000174875372761,0.00769928142868
47302649,0.08,32.76558,1.25,0.5756,0.000174875372761,0.0085406575594
47302649,0.08,32.76558,1.5,0.5756,0.000174875372761,0.00923859729757
47302649,0.08,32.76558,1.75,0.5756,0.000174875372761,0.00982868141843
47302649,0.08,32.76558,2.0,0.5756,0.000174875372761,0.0103350377945
24972525,0.09,32.76558,0.05,0.8403,0.000248643361188,0.0010720362255
24972525,0.09,32.76558,0.25,0.8403,0.000248643361188,0.00333554287027
24972525,0.09,32.76558,0.5,0.8403,0.000248643361188,0.00528278407522
24972525,0.09,32.76558,0.75,0.8403,0.000248643361188,0.00678989527231
24972525,0.09,32.76558,1.0,0.8403,0.000248643361188,0.00802954244506
24972525,0.09,32.76558,1.25,0.8403,0.000248643361188,0.00908196406443
24972525,0.09,32.76558,1.5,0.8403,0.000248643361188,0.00999351149235
24972525,0.09,32.76558,1.75,0.8403,0.000248643361188,0.0107943044409
24972525,0.09,32.76558,2.0,0.8403,0.000248643361188,0.0115054095813
46121794,0.09,32.76558,0.05,0.7966,0.000240915671578,0.00133842666241
46121794,0.09,32.76558,0.25,0.7966,0.000240915671578,0.00406510843374
46121794,0.09,32.76558,0.5,0.7966,0.000240915671578,0.00623694344713
46121794,0.09,32.76558,0.75,0.7966,0.000240915671578,0.00784683013887
46121794,0.09,32.76558,1.0,0.7966,0.000240915671578,0.0091322500642
46121794,0.09,32.76558,1.25,0.7966,0.000240915671578,0.0101983820187
46121794,0.09,32.76558,1.5,0.7966,0.000240915671578,0.0111041438652
46121794,0.09,32.76558,1.75,0.7966,0.000240915671578,0.0118868687865
46121794,0.09,32.76558,2.0,0.7966,0.000240915671578,0.0125720800952
97867919,0.09,32.76558,0.05,1.872,0.000479844135007,0.0016367534552
97867919,0.09,32.76558,0.25,1.872,0.000479844135007,0.00579218287502
97867919,0.09,32.76558,0.5,1.872,0.000479844135007,0.00951561908764
97867919,0.09,32.76558,0.75,1.872,0.000479844135007,0.0124414315448
97867919,0.09,32.76558,1.0,1.872,0.000479844135007,0.0148639177378
97867919,0.09,32.76558,1.25,1.872,0.000479844135007,0.0169273811422
97867919,0.09,32.76558,1.5,1.872,0.000479844135007,0.0187178594238
97867919,0.09,32.76558,1.75,1.872,0.000479844135007,0.0202923870522
97867919,0.09,32.76558,2.0,1.872,0.000479844135007,0.0216913781721
4167132,0.09,32.76558,0.05,0.6148,0.000191556978424,0.00120601853975
4167132,0.09,32.76558,0.25,0.6148,0.000191556978424,0.00356949109956
4167132,0.09,32.76558,0.5,0.6148,0.000191556978424,0.00545962222083
4167132,0.09,32.76558,0.75,0.6148,0.000191556978424,0.0068477455498
4167132,0.09,32.76558,1.0,0.6148,0.000191556978424,0.00794073472903
4167132,0.09,32.76558,1.25,0.6148,0.000191556978424,0.00883431155544
4167132,0.09,32.76558,1.5,0.6148,0.000191556978424,0.00958316637843
4167132,0.09,32.76558,1.75,0.6148,0.000191556978424,0.0102221637745
4167132,0.09,32.76558,2.0,0.6148,0.000191556978424,0.0107751032491
8220207,0.09,32.76558,0.05,1.4382,0.000397513760936,0.00128380677539
8220207,0.09,32.76558,0.25,1.4382,0.000397513760936,0.00430039254678
8220207,0.09,32.76558,0.5,1.4382,0.000397513760936,0.00703906884837
8220207,0.09,32.76558,0.75,1.4382,0.000397513760936,0.00925135851907
8220207,0.09,32.76558,1.0,1.4382,0.000397513760936,0.011126426705
8220207,0.09,32.76558,1.25,1.4382,0.000397513760936,0.0127536849405
8220207,0.09,32.76558,1.5,1.4382,0.000397513760936,0.014187045267
8220207,0.09,32.76558,1.75,1.4382,0.000397513760936,0.0154631794185
8220207,0.09,32.76558,2.0,1.4382,0.000397513760936,0.0166088172364
92139605,0.09,32.76558,0.05,0.8939,0.000263741604153,0.00140559477849
92139605,0.09,32.76558,0.25,0.8939,0.000263741604153,0.00456195666696
92139605,0.09,32.76558,0.5,0.8939,0.000263741604153,0.00718874469686
92139605,0.09,32.76558,0.75,0.8939,0.000263741604153,0.00913740697548
92139605,0.09,32.76558,1.0,0.8939,0.000263741604153,0.0106751700935
92139605,0.09,32.76558,1.25,0.8939,0.000263741604153,0.01193216985
92139605,0.09,32.76558,1.5,0.8939,0.000263741604153,0.0129846510609
92139605,0.09,32.76558,1.75,0.8939,0.000263741604153,0.0138817998441
92139605,0.09,32.76558,2.0,0.8939,0.000263741604153,0.0146573619077
26412001,0.09,32.76558,0.05,1.3789,0.000381011603045,0.00154824749939
26412001,0.09,32.76558,0.25,1.3789,0.000381011603045,0.00498166616012
26412001,0.09,32.76558,0.5,1.3789,0.000381011603045,0.00792483802602
26412001,0.09,32.76558,0.75,1.3789,0.000381011603045,0.0102216454136
26412001,0.09,32.76558,1.0,1.3789,0.000381011603045,0.0121209138052
26412001,0.09,32.76558,1.25,1.3789,0.000381011603045,0.0137378158025
26412001,0.09,32.76558,1.5,1.3789,0.000381011603045,0.0151401424653
26412001,0.09,32.76558,1.75,1.3789,0.000381011603045,0.0163727710384
26412001,0.09,32.76558,2.0,1.3789,0.000381011603045,0.0174675290293
51941424,0.04,32.76558,0.05,0.5899,0.000158006578442,0.0012748593314
51941424,0.04,32.76558,0.25,0.5899,0.000158006578442,0.00392521210823
51941424,0.04,32.76558,0.5,0.5899,0.000158006578442,0.00588341539182
51941424,0.04,32.76558,0.75,0.5899,0.000158006578442,0.00720983769391
51941424,0.04,32.76558,1.0,0.5899,0.000158006578442,0.00818981014175
51941424,0.04,32.76558,1.25,0.5899,0.000158006578442,0.00895103113282
51941424,0.04,32.76558,1.5,0.5899,0.000158006578442,0.00956269024244
51941424,0.04,32.76558,1.75,0.5899,0.000158006578442,0.0100665372151
51941424,0.04,32.76558,2.0,0.5899,0.000158006578442,0.0104896300033
3394540,0.04,32.76558,0.05,0.814,0.000213318055603,0.00116269004616
3394540,0.04,32.76558,0.25,0.814,0.000213318055603,0.00394646070205
3394540,0.04,32.76558,0.5,0.814,0.000213318055603,0.00621126449781
3394540,0.04,32.76558,0.75,0.814,0.000213318055603,0.00784481563988
3394540,0.04,32.76558,1.0,0.814,0.000213318055603,0.00910878755206
3394540,0.04,32.76558,1.25,0.814,0.000213318055603,0.0101277102929
3394540,0.04,32.76558,1.5,0.814,0.000213318055603,0.0109721968931
3394540,0.04,32.76558,1.75,0.814,0.000213318055603,0.0116865063665
3394540,0.04,32.76558,2.0,0.814,0.000213318055603,0.0123002963067
28307342,0.04,32.76558,0.05,0.5515,0.00015039218723,0.00135784188745
28307342,0.04,32.76558,0.25,0.5515,0.00015039218723,0.0040741050211
28307342,0.04,32.76558,0.5,0.5515,0.00015039218723,0.00596821958871
28307342,0.04,32.76558,0.75,0.5515,0.00015039218723,0.0072169826831
28307342,0.04,32.76558,1.0,0.5515,0.00015039218723,0.00812652999428
28307342,0.04,32.76558,1.25,0.5515,0.00015039218723,0.00882694484258
28307342,0.04,32.76558,1.5,0.5515,0.00015039218723,0.00938655104477
28307342,0.04,32.76558,1.75,0.5515,0.00015039218723,0.00984571933519
28307342,0.04,32.76558,2.0,0.5515,0.00015039218723,0.0102302230199
28506548,0.04,32.76558,0.05,0.2436,7.98331472034e-05,0.000935586383674
28506548,0.04,32.76558,0.25,0.2436,7.98331472034e-05,0.00259132546879
28506548,0.04,32.76558,0.5,0.2436,7.98331472034e-05,0.00372796984838
28506548,0.04,32.76558,0.75,0.2436,7.98331472034e-05,0.00445101506592
28506548,0.04,32.76558,1.0,0.2436,7.98331472034e-05,0.00495596345349
28506548,0.04,32.76558,1.25,0.2436,7.98331472034e-05,0.00532946157471
28506548,0.04,32.76558,1.5,0.2436,7.98331472034e-05,0.00561719486493
28506548,0.04,32.76558,1.75,0.2436,7.98331472034e-05,0.00584576153494
28506548,0.04,32.76558,2.0,0.2436,7.98331472034e-05,0.00603175312387
82255718,0.04,32.76558,0.05,0.2,6.55877209794e-05,0.00074896525075
82255718,0.04,32.76558,0.25,0.2,6.55877209794e-05,0.00208476877439
82255718,0.04,32.76558,0.5,0.2,6.55877209794e-05,0.00302362201259
82255718,0.04,32.76558,0.75,0.2,6.55877209794e-05,0.00362317561388
82255718,0.04,32.76558,1.0,0.2,6.55877209794e-05,0.00404238803622
82255718,0.04,32.76558,1.25,0.2,6.55877209794e-05,0.00435265245124
82255718,0.04,32.76558,1.5,0.2,6.55877209794e-05,0.00459175871145
82255718,0.04,32.76558,1.75,0.2,6.55877209794e-05,0.00478174541745
82255718,0.04,32.76558,2.0,0.2,6.55877209794e-05,0.00493637258567
17168209,0.04,32.76558,0.05,0.4172,0.000121328685273,0.000826507075938
17168209,0.04,32.76558,0.25,0.4172,0.000121328685273,0.00260225924574
17168209,0.04,32.76558,0.5,0.4172,0.000121328685273,0.00403863362963
17168209,0.04,32.76558,0.75,0.4172,0.000121328685273,0.00506239667848
17168209,0.04,32.76558,1.0,0.4172,0.000121328685273,0.00584055373505
17168209,0.04,32.76558,1.25,0.4172,0.000121328685273,0.00645555617461
17168209,0.04,32.76558,1.5,0.4172,0.000121328685273,0.00695525636171
17168209,0.04,32.76558,1.75,0.4172,0.000121328685273,0.00736995373669
17168209,0.04,32.76558,2.0,0.4172,0.000121328685273,0.00771997243794
96106989,0.04,32.76558,0.05,0.1845,6.20533035804e-05,0.000778679351017
96106989,0.04,32.76558,0.25,0.1845,6.20533035804e-05,0.00214309659313
96106989,0.04,32.76558,0.5,0.1845,6.20533035804e-05,0.00306452033339
96106989,0.04,32.76558,0.75,0.1845,6.20533035804e-05,0.003633091959
96106989,0.04,32.76558,1.0,0.1845,6.20533035804e-05,0.00402115511921
96106989,0.04,32.76558,1.25,0.1845,6.20533035804e-05,0.00430333944425
96106989,0.04,32.76558,1.5,0.1845,6.20533035804e-05,0.00451790707657
96106989,0.04,32.76558,1.75,0.1845,6.20533035804e-05,0.00468661025553
96106989,0.04,32.76558,2.0,0.1845,6.20533035804e-05,0.00482275580115
56493974,0.05,32.76558,0.05,0.2982,9.54411449931e-05,0.000766348021111
56493974,0.05,32.76558,0.25,0.2982,9.54411449931e-05,0.00236916892866
56493974,0.05,32.76558,0.5,0.2982,9.54411449931e-05,0.00360356296417
56493974,0.05,32.76558,0.75,0.2982,9.54411449931e-05,0.00445171078797
56493974,0.05,32.76558,1.0,0.2982,9.54411449931e-05,0.00507810409522
56493974,0.05,32.76558,1.25,0.2982,9.54411449931e-05,0.0055615256186
56493974,0.05,32.76558,1.5,0.2982,9.54411449931e-05,0.00594652809762
56493974,0.05,32.76558,1.75,0.2982,9.54411449931e-05,0.00626063730028
56493974,0.05,32.76558,2.0,0.2982,9.54411449931e-05,0.0065218962723
29123774,0.05,32.76558,0.05,1.2377,0.000324629948629,0.00125642774231
29123774,0.05,32.76558,0.25,1.2377,0.000324629948629,0.0044177617967
29123774,0.05,32.76558,0.5,1.2377,0.000324629948629,0.00727730168056
29123774,0.05,32.76558,0.75,1.2377,0.000324629948629,0.00951776132228
29123774,0.05,32.76558,1.0,1.2377,0.000324629948629,0.0113534404158
29123774,0.05,32.76558,1.25,1.2377,0.000324629948629,0.0128958435637
29123774,0.05,32.76558,1.5,1.2377,0.000324629948629,0.0142146539737
29123774,0.05,32.76558,1.75,1.2377,0.000324629948629,0.015357447662
29123774,0.05,32.76558,2.0,1.2377,0.000324629948629,0.0163584644082
38825748,0.05,32.76558,0.05,0.2085,7.06786718745e-05,0.000773012761548
38825748,0.05,32.76558,0.25,0.2085,7.06786718745e-05,0.00217592522748
38825748,0.05,32.76558,0.5,0.2085,7.06786718745e-05,0.003170094389
38825748,0.05,32.76558,0.75,0.2085,7.06786718745e-05,0.00381151448795
38825748,0.05,32.76558,1.0,0.2085,7.06786718745e-05,0.00426406359775
38825748,0.05,32.76558,1.25,0.2085,7.06786718745e-05,0.00460148991044
38825748,0.05,32.76558,1.5,0.2085,7.06786718745e-05,0.00486310163551
38825748,0.05,32.76558,1.75,0.2085,7.06786718745e-05,0.00507200315389
38825748,0.05,32.76558,2.0,0.2085,7.06786718745e-05,0.00524272721949
59972131,0.05,32.76558,0.05,0.4181,0.000127016915763,0.000873990578442
59972131,0.05,32.76558,0.25,0.4181,0.000127016915763,0.0027776785561
59972131,0.05,32.76558,0.5,0.4181,0.000127016915763,0.00432403242291
59972131,0.05,32.76558,0.75,0.4181,0.000127016915763,0.00542215784791
59972131,0.05,32.76558,1.0,0.4181,0.000127016915763,0.00625191479549
59972131,0.05,32.76558,1.25,0.4181,0.000127016915763,0.00690376125151
59972131,0.05,32.76558,1.5,0.4181,0.000127016915763,0.00743044843076
59972131,0.05,32.76558,1.75,0.4181,0.000127016915763,0.00786534928072
59972131,0.05,32.76558,2.0,0.4181,0.000127016915763,0.00823077681468
26713016,0.05,32.76558,0.05,0.5357,0.000155686336338,0.0009141286785
26713016,0.05,32.76558,0.25,0.5357,0.000155686336338,0.00291284736284
26713016,0.05,32.76558,0.5,0.5357,0.000155686336338,0.00460933243806
26713016,0.05,32.76558,0.75,0.5357,0.000155686336338,0.00586865910876
26713016,0.05,32.76558,1.0,0.5357,0.000155686336338,0.00685371855755
26713016,0.05,32.76558,1.25,0.5357,0.000155686336338,0.00764885926759
26713016,0.05,32.76558,1.5,0.5357,0.000155686336338,0.00830545355033
26713016,0.05,32.76558,1.75,0.5357,0.000155686336338,0.00885735734096
26713016,0.05,32.76558,2.0,0.5357,0.000155686336338,0.00932802431458
83839280,0.05,32.76558,0.05,0.3874,0.000123550231102,0.000980456532454
83839280,0.05,32.76558,0.25,0.3874,0.000123550231102,0.00298337377636
83839280,0.05,32.76558,0.5,0.3874,0.000123550231102,0.0045216775568
83839280,0.05,32.76558,0.75,0.3874,0.000123550231102,0.00558600533778
83839280,0.05,32.76558,1.0,0.3874,0.000123550231102,0.00637959314096
83839280,0.05,32.76558,1.25,0.3874,0.000123550231102,0.00699783110357
83839280,0.05,32.76558,1.5,0.3874,0.000123550231102,0.0074944068359
83839280,0.05,32.76558,1.75,0.3874,0.000123550231102,0.00790259090526
83839280,0.05,32.76558,2.0,0.3874,0.000123550231102,0.00824432968705
62577662,0.05,32.76558,0.05,0.4683,0.000134870834565,0.000966163761835
62577662,0.05,32.76558,0.25,0.4683,0.000134870834565,0.00299528610976
62577662,0.05,32.76558,0.5,0.4683,0.000134870834565,0.00460964410249
62577662,0.05,32.76558,0.75,0.4683,0.000134870834565,0.0057524784085
62577662,0.05,32.76558,1.0,0.4683,0.000134870834565,0.00661710798615
62577662,0.05,32.76558,1.25,0.4683,0.000134870834565,0.00729798704232
62577662,0.05,32.76558,1.5,0.4683,0.000134870834565,0.00784959469464
62577662,0.05,32.76558,1.75,0.4683,0.000134870834565,0.00830625868646
62577662,0.05,32.76558,2.0,0.4683,0.000134870834565,0.00869091008258
47664918,0.06,32.76558,0.05,0.8221,0.000233008094374,0.000972218108724
47664918,0.06,32.76558,0.25,0.8221,0.000233008094374,0.00328161337915
47664918,0.06,32.76558,0.5,0.8221,0.000233008094374,0.00534355250902
47664918,0.06,32.76558,0.75,0.8221,0.000233008094374,0.00695692920476
47664918,0.06,32.76558,1.0,0.8221,0.000233008094374,0.00827929170573
47664918,0.06,32.76558,1.25,0.8221,0.000233008094374,0.00939056298251
47664918,0.06,32.76558,1.5,0.8221,0.000233008094374,0.0103405328012
47664918,0.06,32.76558,1.75,0.8221,0.000233008094374,0.0111632903613
47664918,0.06,32.76558,2.0,0.8221,0.000233008094374,0.0118834616286
86491715,0.06,32.76558,0.05,0.2572,8.45440910511e-05,0.000752031154208
86491715,0.06,32.76558,0.25,0.2572,8.45440910511e-05,0.00207659570023
86491715,0.06,32.76558,0.5,0.2572,8.45440910511e-05,0.00308278795396
86491715,0.06,32.76558,0.75,0.2572,8.45440910511e-05,0.00379074372711
86491715,0.06,32.76558,1.0,0.2572,8.45440910511e-05,0.00432492120167
86491715,0.06,32.76558,1.25,0.2572,8.45440910511e-05,0.00474437191761
86491715,0.06,32.76558,1.5,0.2572,8.45440910511e-05,0.00508313741487
86491715,0.06,32.76558,1.75,0.2572,8.45440910511e-05,0.00536271869548
86491715,0.06,32.76558,2.0,0.2572,8.45440910511e-05,0.00559749853505
98212765,0.06,32.76558,0.05,0.4137,0.000132061685246,0.000857842759125
98212765,0.06,32.76558,0.25,0.4137,0.000132061685246,0.00260641308104
98212765,0.06,32.76558,0.5,0.4137,0.000132061685246,0.00401955987648
98212765,0.06,32.76558,0.75,0.4137,0.000132061685246,0.00504976955664
98212765,0.06,32.76558,1.0,0.4137,0.000132061685246,0.00585196440481
98212765,0.06,32.76558,1.25,0.4137,0.000132061685246,0.00649992233963
98212765,0.06,32.76558,1.5,0.4137,0.000132061685246,0.00703644768606
98212765,0.06,32.76558,1.75,0.4137,0.000132061685246,0.00748902230816
98212765,0.06,32.76558,2.0,0.4137,0.000132061685246,0.00787643006212
51868542,0.06,32.76558,0.05,0.6866,0.000191253940397,0.00105977331076
51868542,0.06,32.76558,0.25,0.6866,0.000191253940397,0.0035125091781
51868542,0.06,32.76558,0.5,0.6866,0.000191253940397,0.00555544435113
51868542,0.06,32.76558,0.75,0.6866,0.000191253940397,0.00706554022493
51868542,0.06,32.76558,1.0,0.6866,0.000191253940397,0.00824834097091
51868542,0.06,32.76558,1.25,0.6866,0.000191253940397,0.00920617280373
51868542,0.06,32.76558,1.5,0.6866,0.000191253940397,0.0100001601302
