seed,primary_length (m),k (10-8 m/s/MPa),ax,length (m),surface (m2),Jv (uL/s)
58957479,0.04,57.339765,1.0,0.1861,6.25366690261e-05,0.0058695743811
58957479,0.04,65.53116,1.0,0.1861,6.25366690261e-05,0.00634075006502
6301778,0.05,1.638279,1.0,0.358,0.000110822633952,0.000515942359855
6301778,0.05,8.191395,1.0,0.358,0.000110822633952,0.00214750210376
6301778,0.05,16.38279,1.0,0.358,0.000110822633952,0.00359483331357
6301778,0.05,24.574185,1.0,0.358,0.000110822633952,0.00467820296022
6301778,0.05,32.76558,1.0,0.358,0.000110822633952,0.0055426141856
6301778,0.05,40.956975,1.0,0.358,0.000110822633952,0.00626214852061
6301778,0.05,49.14837,1.0,0.358,0.000110822633952,0.00687920866073
6301778,0.05,57.339765,1.0,0.358,0.000110822633952,0.00742013249999
6301778,0.05,65.53116,1.0,0.358,0.000110822633952,0.00790232026918
14920223,0.05,1.638279,1.0,0.8061,0.000221530254198,0.000998100006808
14920223,0.05,8.191395,1.0,0.8061,0.000221530254198,0.00379151600834
14920223,0.05,16.38279,1.0,0.8061,0.000221530254198,0.00592931593258
14920223,0.05,24.574185,1.0,0.8061,0.000221530254198,0.00738189561405
14920223,0.05,32.76558,1.0,0.8061,0.000221530254198,0.00847250165314
14920223,0.05,40.956975,1.0,0.8061,0.000221530254198,0.00934352673736
14920223,0.05,49.14837,1.0,0.8061,0.000221530254198,0.0100687847308
14920223,0.05,57.339765,1.0,0.8061,0.000221530254198,0.0106909113939
14920223,0.05,65.53116,1.0,0.8061,0.000221530254198,0.0112365209149
11302786,0.05,1.638279,1.0,0.3615,0.000114744975212,0.000529169760116
11302786,0.05,8.191395,1.0,0.3615,0.000114744975212,0.0021347646415
11302786,0.05,16.38279,1.0,0.3615,0.000114744975212,0.00347249224654
11302786,0.05,24.574185,1.0,0.3615,0.000114744975212,0.00442424115354
11302786,0.05,32.76558,1.0,0.3615,0.000114744975212,0.00515776131002
11302786,0.05,40.956975,1.0,0.3615,0.000114744975212,0.00575452247176
11302786,0.05,49.14837,1.0,0.3615,0.000114744975212,0.00625900147836
11302786,0.05,57.339765,1.0,0.3615,0.000114744975212,0.00669762907106
11302786,0.05,65.53116,1.0,0.3615,0.000114744975212,0.00708716203349
82576801,0.05,1.638279,1.0,0.5067,0.000149584232431,0.000700127856988
82576801,0.05,8.191395,1.0,0.5067,0.000149584232431,0.00295123190133
82576801,0.05,16.38279,1.0,0.5067,0.000149584232431,0.00496460010788
82576801,0.05,24.574185,1.0,0.5067,0.000149584232431,0.00645644396988
82576801,0.05,32.76558,1.0,0.5067,0.000149584232431,0.00762439934112
82576801,0.05,40.956975,1.0,0.5067,0.000149584232431,0.00857530600313
82576801,0.05,49.14837,1.0,0.5067,0.000149584232431,0.00937243838535
82576801,0.05,57.339765,1.0,0.5067,0.000149584232431,0.0100558972171
82576801,0.05,65.53116,1.0,0.5067,0.000149584232431,0.0106524635236
14494518,0.05,1.638279,1.0,0.3854,0.000113171728443,0.000532071316101
14494518,0.05,8.191395,1.0,0.3854,0.000113171728443,0.00227707342717
14494518,0.05,16.38279,1.0,0.3854,0.000113171728443,0.00388756974018
14494518,0.05,24.574185,1.0,0.3854,0.000113171728443,0.00511628511232
14494518,0.05,32.76558,1.0,0.3854,0.000113171728443,0.0061024844543
14494518,0.05,40.956975,1.0,0.3854,0.000113171728443,0.00692310591846
14494518,0.05,49.14837,1.0,0.3854,0.000113171728443,0.00762448627336
14494518,0.05,57.339765,1.0,0.3854,0.000113171728443,0.00823639647141
14494518,0.05,65.53116,1.0,0.3854,0.000113171728443,0.0087789534828
7650840,0.05,1.638279,1.0,0.7812,0.000216528807277,0.000972181696262
7650840,0.05,8.191395,1.0,0.7812,0.000216528807277,0.00365431232352
7650840,0.05,16.38279,1.0,0.7812,0.000216528807277,0.00566498057842
7650840,0.05,24.574185,1.0,0.7812,0.000216528807277,0.00700862408214
7650840,0.05,32.76558,1.0,0.7812,0.000216528807277,0.00800409447421
7650840,0.05,40.956975,1.0,0.7812,0.000216528807277,0.00878981701454
7650840,0.05,49.14837,1.0,0.7812,0.000216528807277,0.00943694614544
7650840,0.05,57.339765,1.0,0.7812,0.000216528807277,0.00998640823236
7650840,0.05,65.53116,1.0,0.7812,0.000216528807277,0.0104637084494
85281389,0.05,1.638279,1.0,0.5892,0.000167678109656,0.000771144661197
85281389,0.05,8.191395,1.0,0.5892,0.000167678109656,0.00309193254832
85281389,0.05,16.38279,1.0,0.5892,0.000167678109656,0.00501469319429
85281389,0.05,24.574185,1.0,0.5892,0.000167678109656,0.00637952796053
85281389,0.05,32.76558,1.0,0.5892,0.000167678109656,0.00742743451335
85281389,0.05,40.956975,1.0,0.5892,0.000167678109656,0.00827435702431
85281389,0.05,49.14837,1.0,0.5892,0.000167678109656,0.00898372672076
85281389,0.05,57.339765,1.0,0.5892,0.000167678109656,0.00959354729598
85281389,0.05,65.53116,1.0,0.5892,0.000167678109656,0.0101281912959
24104731,0.06,1.638279,1.0,0.8331,0.000232125721528,0.00106057139094
24104731,0.06,8.191395,1.0,0.8331,0.000232125721528,0.00417332673376
24104731,0.06,16.38279,1.0,0.8331,0.000232125721528,0.00667220754878
24104731,0.06,24.574185,1.0,0.8331,0.000232125721528,0.00840766789911
24104731,0.06,32.76558,1.0,0.8331,0.000232125721528,0.0097200785615
24104731,0.06,40.956975,1.0,0.8331,0.000232125721528,0.0107681614346
24104731,0.06,49.14837,1.0,0.8331,0.000232125721528,0.0116371605882
24104731,0.06,57.339765,1.0,0.8331,0.000232125721528,0.0123775874277
24104731,0.06,65.53116,1.0,0.8331,0.000232125721528,0.0130216168397
71010371,0.06,1.638279,1.0,0.9877,0.000270226617939,0.00121283731495
71010371,0.06,8.191395,1.0,0.9877,0.000270226617939,0.00455638671097
71010371,0.06,16.38279,1.0,0.9877,0.000270226617939,0.00705757276173
71010371,0.06,24.574185,1.0,0.9877,0.000270226617939,0.00872036810446
71010371,0.06,32.76558,1.0,0.9877,0.000270226617939,0.00994367858104
71010371,0.06,40.956975,1.0,0.9877,0.000270226617939,0.0109017436567
71010371,0.06,49.14837,1.0,0.9877,0.000270226617939,0.0116845033779
71010371,0.06,57.339765,1.0,0.9877,0.000270226617939,0.0123438101449
71010371,0.06,65.53116,1.0,0.9877,0.000270226617939,0.012912010352
47342314,0.06,1.638279,1.0,0.5778,0.000172091733175,0.000791086812235
47342314,0.06,8.191395,1.0,0.5778,0.000172091733175,0.00316784369292
47342314,0.06,16.38279,1.0,0.5778,0.000172091733175,0.00513399522172
47342314,0.06,24.574185,1.0,0.5778,0.000172091733175,0.00652983798834
47342314,0.06,32.76558,1.0,0.5778,0.000172091733175,0.00760275678087
47342314,0.06,40.956975,1.0,0.5778,0.000172091733175,0.00847126104169
47342314,0.06,49.14837,1.0,0.5778,0.000172091733175,0.00920004154427
47342314,0.06,57.339765,1.0,0.5778,0.000172091733175,0.00982782076287
47342314,0.06,65.53116,1.0,0.5778,0.000172091733175,0.0103794242499
69959523,0.06,1.638279,1.0,0.6557,0.000183744842805,0.00081331518507
69959523,0.06,8.191395,1.0,0.6557,0.000183744842805,0.00294455773539
69959523,0.06,16.38279,1.0,0.6557,0.000183744842805,0.004452757215
69959523,0.06,24.574185,1.0,0.6557,0.000183744842805,0.00543432956438
69959523,0.06,32.76558,1.0,0.6557,0.000183744842805,0.00615794629107
69959523,0.06,40.956975,1.0,0.6557,0.000183744842805,0.00673264869341
69959523,0.06,49.14837,1.0,0.6557,0.000183744842805,0.00721170081809
69959523,0.06,57.339765,1.0,0.6557,0.000183744842805,0.00762454105019
69959523,0.06,65.53116,1.0,0.6557,0.000183744842805,0.00798895070389
27658938,0.06,1.638279,1.0,0.3437,0.000113659931942,0.000523443387056
27658938,0.06,8.191395,1.0,0.3437,0.000113659931942,0.00211309077984
27658938,0.06,16.38279,1.0,0.3437,0.000113659931942,0.00346111912542
27658938,0.06,24.574185,1.0,0.3437,0.000113659931942,0.0044479100145
27658938,0.06,32.76558,1.0,0.3437,0.000113659931942,0.00522952331194
27658938,0.06,40.956975,1.0,0.3437,0.000113659931942,0.00588006205669
27658938,0.06,49.14837,1.0,0.3437,0.000113659931942,0.00643980757359
27658938,0.06,57.339765,1.0,0.3437,0.000113659931942,0.00693287060306
27658938,0.06,65.53116,1.0,0.3437,0.000113659931942,0.00737476358786
60215928,0.06,1.638279,1.0,0.8446,0.000232241482934,0.00105372543057
60215928,0.06,8.191395,1.0,0.8446,0.000232241482934,0.00406124297718
60215928,0.06,16.38279,1.0,0.8446,0.000232241482934,0.00638642125492
60215928,0.06,24.574185,1.0,0.8446,0.000232241482934,0.00795960045847
60215928,0.06,32.76558,1.0,0.8446,0.000232241482934,0.00913112578371
60215928,0.06,40.956975,1.0,0.8446,0.000232241482934,0.0100585593076
60215928,0.06,49.14837,1.0,0.8446,0.000232241482934,0.0108240440016
60215928,0.06,57.339765,1.0,0.8446,0.000232241482934,0.0114750494068
60215928,0.06,65.53116,1.0,0.8446,0.000232241482934,0.012041179756
24184523,0.06,1.638279,1.0,0.9869,0.000252045303908,0.00113136660863
24184523,0.06,8.191395,1.0,0.9869,0.000252045303908,0.00427126020003
24184523,0.06,16.38279,1.0,0.9869,0.000252045303908,0.00666818168017
24184523,0.06,24.574185,1.0,0.9869,0.000252045303908,0.00829697784365
24184523,0.06,32.76558,1.0,0.9869,0.000252045303908,0.00951713070453
24184523,0.06,40.956975,1.0,0.9869,0.000252045303908,0.0104870645041
24184523,0.06,49.14837,1.0,0.9869,0.000252045303908,0.0112894637809
24184523,0.06,57.339765,1.0,0.9869,0.000252045303908,0.0119724819778
24184523,0.06,65.53116,1.0,0.9869,0.000252045303908,0.0125664259115
36911092,0.07,1.638279,1.0,0.7256,0.000206544210072,0.000924089507138
36911092,0.07,8.191395,1.0,0.7256,0.000206544210072,0.00344486251755
36911092,0.07,16.38279,1.0,0.7256,0.000206544210072,0.00531892926003
36911092,0.07,24.574185,1.0,0.7256,0.000206544210072,0.00657380907467
36911092,0.07,32.76558,1.0,0.7256,0.000206544210072,0.00751029951198
36911092,0.07,40.956975,1.0,0.7256,0.000206544210072,0.00825633107302
36911092,0.07,49.14837,1.0,0.7256,0.000206544210072,0.0088767556483
36911092,0.07,57.339765,1.0,0.7256,0.000206544210072,0.00940853409653
36911092,0.07,65.53116,1.0,0.7256,0.000206544210072,0.0098745715195
24441603,0.07,1.638279,1.0,0.4673,0.000150437488996,0.000686177631749
24441603,0.07,8.191395,1.0,0.4673,0.000150437488996,0.00270581879324
24441603,0.07,16.38279,1.0,0.4673,0.000150437488996,0.00436866861574
24441603,0.07,24.574185,1.0,0.4673,0.000150437488996,0.00556586550738
24441603,0.07,32.76558,1.0,0.4673,0.000150437488996,0.00650170165606
24441603,0.07,40.956975,1.0,0.4673,0.000150437488996,0.00727045271026
24441603,0.07,49.14837,1.0,0.4673,0.000150437488996,0.00792316663677
24441603,0.07,57.339765,1.0,0.4673,0.000150437488996,0.00849058380334
24441603,0.07,65.53116,1.0,0.4673,0.000150437488996,0.00899266130228
81744488,0.07,1.638279,1.0,0.9378,0.000261518870802,0.0011786649754
81744488,0.07,8.191395,1.0,0.9378,0.000261518870802,0.00448225319142
81744488,0.07,16.38279,1.0,0.9378,0.000261518870802,0.00702258756796
81744488,0.07,24.574185,1.0,0.9378,0.000261518870802,0.00876248609323
81744488,0.07,32.76558,1.0,0.9378,0.000261518870802,0.0100790324049
81744488,0.07,40.956975,1.0,0.9378,0.000261518870802,0.0111366723205
81744488,0.07,49.14837,1.0,0.9378,0.000261518870802,0.0120203068696
81744488,0.07,57.339765,1.0,0.9378,0.000261518870802,0.0127790805289
81744488,0.07,65.53116,1.0,0.9378,0.000261518870802,0.0134438867996
28396996,0.07,1.638279,1.0,0.6351,0.000191523551879,0.00085684132086
28396996,0.07,8.191395,1.0,0.6351,0.000191523551879,0.00319781118486
28396996,0.07,16.38279,1.0,0.6351,0.000191523551879,0.0049487103087
28396996,0.07,24.574185,1.0,0.6351,0.000191523551879,0.00613095530384
28396996,0.07,32.76558,1.0,0.6351,0.000191523551879,0.00702115356573
28396996,0.07,40.956975,1.0,0.6351,0.000191523551879,0.00773682039009
28396996,0.07,49.14837,1.0,0.6351,0.000191523551879,0.00833740871348
28396996,0.07,57.339765,1.0,0.6351,0.000191523551879,0.00885670213615
28396996,0.07,65.53116,1.0,0.6351,0.000191523551879,0.00931556773521
37020734,0.07,1.638279,1.0,0.6362,0.000189303765341,0.000861010041859
37020734,0.07,8.191395,1.0,0.6362,0.000189303765341,0.00335438232856
37020734,0.07,16.38279,1.0,0.6362,0.000189303765341,0.00534241051507
37020734,0.07,24.574185,1.0,0.6362,0.000189303765341,0.00673104675769
37020734,0.07,32.76558,1.0,0.6362,0.000189303765341,0.0077922766646
37020734,0.07,40.956975,1.0,0.6362,0.000189303765341,0.00864975279161
37020734,0.07,49.14837,1.0,0.6362,0.000189303765341,0.00936905290848
37020734,0.07,57.339765,1.0,0.6362,0.000189303765341,0.00998881327446
37020734,0.07,65.53116,1.0,0.6362,0.000189303765341,0.0105335995273
21589069,0.07,1.638279,1.0,0.6933,0.000202062150099,0.000911248829821
21589069,0.07,8.191395,1.0,0.6933,0.000202062150099,0.00346569860318
21589069,0.07,16.38279,1.0,0.6933,0.000202062150099,0.00541925756767
21589069,0.07,24.574185,1.0,0.6933,0.000202062150099,0.00674487269261
21589069,0.07,32.76558,1.0,0.6933,0.000202062150099,0.00773889465144
21589069,0.07,40.956975,1.0,0.6933,0.000202062150099,0.00853141035504
21589069,0.07,49.14837,1.0,0.6933,0.000202062150099,0.0091897047307
21589069,0.07,57.339765,1.0,0.6933,0.000202062150099,0.009752664563
21589069,0.07,65.53116,1.0,0.6933,0.000202062150099,0.0102446356175
52467404,0.07,1.638279,1.0,0.567,0.000167296783139,0.000766020388016
52467404,0.07,8.191395,1.0,0.567,0.000167296783139,0.00303591676657
52467404,0.07,16.38279,1.0,0.567,0.000167296783139,0.00488831251799
52467404,0.07,24.574185,1.0,0.567,0.000167296783139,0.00619745691579
52467404,0.07,32.76558,1.0,0.567,0.000167296783139,0.00720470641744
52467404,0.07,40.956975,1.0,0.567,0.000167296783139,0.00802296329322
52467404,0.07,49.14837,1.0,0.567,0.000167296783139,0.00871283427611
52467404,0.07,57.339765,1.0,0.567,0.000167296783139,0.00931014983773
52467404,0.07,65.53116,1.0,0.567,0.000167296783139,0.00983767048928
88243529,0.08,1.638279,1.0,0.4382,0.000145060653169,0.000651342573564
88243529,0.08,8.191395,1.0,0.4382,0.000145060653169,0.00247418161884
88243529,0.08,16.38279,1.0,0.4382,0.000145060653169,0.00391607358944
88243529,0.08,24.574185,1.0,0.4382,0.000145060653169,0.0049502376066
88243529,0.08,32.76558,1.0,0.4382,0.000145060653169,0.00576858895952
88243529,0.08,40.956975,1.0,0.4382,0.000145060653169,0.00645279968149
88243529,0.08,49.14837,1.0,0.4382,0.000145060653169,0.00704491121666
88243529,0.08,57.339765,1.0,0.4382,0.000145060653169,0.00756944542966
88243529,0.08,65.53116,1.0,0.4382,0.000145060653169,0.00804201418567
10475017,0.08,1.638279,1.0,0.5819,0.000183067955251,0.000820381216851
10475017,0.08,8.191395,1.0,0.5819,0.000183067955251,0.00309683838873
10475017,0.08,16.38279,1.0,0.5819,0.000183067955251,0.00486558511802
10475017,0.08,24.574185,1.0,0.5819,0.000183067955251,0.00610473729251
10475017,0.08,32.76558,1.0,0.5819,0.000183067955251,0.00706196482063
10475017,0.08,40.956975,1.0,0.5819,0.000183067955251,0.00784421661639
10475017,0.08,49.14837,1.0,0.5819,0.000183067955251,0.00850712205592
10475017,0.08,57.339765,1.0,0.5819,0.000183067955251,0.0090832904675
10475017,0.08,65.53116,1.0,0.5819,0.000183067955251,0.00959349179894
6667296,0.08,1.638279,1.0,1.1724,0.000318490635699,0.00140844398811
6667296,0.08,8.191395,1.0,1.1724,0.000318490635699,0.005100615262
6667296,0.08,16.38279,1.0,1.1724,0.000318490635699,0.00772683876005
6667296,0.08,24.574185,1.0,1.1724,0.000318490635699,0.00943609277609
6667296,0.08,32.76558,1.0,1.1724,0.000318490635699,0.0106853991886
6667296,0.08,40.956975,1.0,1.1724,0.000318490635699,0.0116628669957
6667296,0.08,49.14837,1.0,1.1724,0.000318490635699,0.0124623281837
6667296,0.08,57.339765,1.0,1.1724,0.000318490635699,0.0131368200504
6667296,0.08,65.53116,1.0,1.1724,0.000318490635699,0.013719070321
42069993,0.08,1.638279,1.0,0.8151,0.000234886578285,0.00103666160473
42069993,0.08,8.191395,1.0,0.8151,0.000234886578285,0.00374001581266
42069993,0.08,16.38279,1.0,0.8151,0.000234886578285,0.00566300171541
42069993,0.08,24.574185,1.0,0.8151,0.000234886578285,0.00692601646501
42069993,0.08,32.76558,1.0,0.8151,0.000234886578285,0.00786209767426
42069993,0.08,40.956975,1.0,0.8151,0.000234886578285,0.00860650677302
42069993,0.08,49.14837,1.0,0.8151,0.000234886578285,0.00922597853998
42069993,0.08,57.339765,1.0,0.8151,0.000234886578285,0.00975788529118
42069993,0.08,65.53116,1.0,0.8151,0.000234886578285,0.0102251107168
15824868,0.08,1.638279,1.0,0.4498,0.000139469623555,0.000634044605146
15824868,0.08,8.191395,1.0,0.4498,0.000139469623555,0.00247395521271
15824868,0.08,16.38279,1.0,0.4498,0.000139469623555,0.00395898651579
15824868,0.08,24.574185,1.0,0.4498,0.000139469623555,0.00501521250722
15824868,0.08,32.76558,1.0,0.4498,0.000139469623555,0.00583758993386
15824868,0.08,40.956975,1.0,0.4498,0.000139469623555,0.0065141985364
15824868,0.08,49.14837,1.0,0.4498,0.000139469623555,0.00709161901295
15824868,0.08,57.339765,1.0,0.4498,0.000139469623555,0.00759724264178
15824868,0.08,65.53116,1.0,0.4498,0.000139469623555,0.00804845831735
17750747,0.08,1.638279,1.0,0.6188,0.000193902114508,0.000860356567173
17750747,0.08,8.191395,1.0,0.6188,0.000193902114508,0.00316176806992
17750747,0.08,16.38279,1.0,0.6188,0.000193902114508,0.00487385480633
17750747,0.08,24.574185,1.0,0.6188,0.000193902114508,0.00604406959986
17750747,0.08,32.76558,1.0,0.6188,0.000193902114508,0.00693734570683
17750747,0.08,40.956975,1.0,0.6188,0.000193902114508,0.00766342885973
17750747,0.08,49.14837,1.0,0.6188,0.000193902114508,0.00827766305355
17750747,0.08,57.339765,1.0,0.6188,0.000193902114508,0.00881172907714
17750747,0.08,65.53116,1.0,0.6188,0.000193902114508,0.00928543495864
73244618,0.08,1.638279,1.0,0.9306,0.000260297438428,0.00115173691351
73244618,0.08,8.191395,1.0,0.9306,0.000260297438428,0.0041892603472
73244618,0.08,16.38279,1.0,0.9306,0.000260297438428,0.00638972625125
73244618,0.08,24.574185,1.0,0.9306,0.000260297438428,0.00785505638515
73244618,0.08,32.76558,1.0,0.9306,0.000260297438428,0.00894881538206
73244618,0.08,40.956975,1.0,0.9306,0.000260297438428,0.00982037807285
73244618,0.08,49.14837,1.0,0.9306,0.000260297438428,0.0105445514295
73244618,0.08,57.339765,1.0,0.9306,0.000260297438428,0.0111639246523
73244618,0.08,65.53116,1.0,0.9306,0.000260297438428,0.011705010462
50048919,0.09,1.638279,1.0,0.5494,0.00017488548869,0.000792204649072
50048919,0.09,8.191395,1.0,0.5494,0.00017488548869,0.00308614664365
50048919,0.09,16.38279,1.0,0.5494,0.00017488548869,0.00496940837973
50048919,0.09,24.574185,1.0,0.5494,0.00017488548869,0.00633641381943
50048919,0.09,32.76558,1.0,0.5494,0.00017488548869,0.00741412571521
50048919,0.09,40.956975,1.0,0.5494,0.00017488548869,0.00830591863772
50048919,0.09,49.14837,1.0,0.5494,0.00017488548869,0.00906792243796
50048919,0.09,57.339765,1.0,0.5494,0.00017488548869,0.00973415101587
50048919,0.09,65.53116,1.0,0.5494,0.00017488548869,0.010326816153
27838809,0.09,1.638279,1.0,0.6004,0.000192046501392,0.000852314575963
27838809,0.09,8.191395,1.0,0.6004,0.000192046501392,0.00317418397021
27838809,0.09,16.38279,1.0,0.6004,0.000192046501392,0.00500223750295
27838809,0.09,24.574185,1.0,0.6004,0.000192046501392,0.0063282652612
27838809,0.09,32.76558,1.0,0.6004,0.000192046501392,0.00738745713424
27838809,0.09,40.956975,1.0,0.6004,0.000192046501392,0.00827800154356
27838809,0.09,49.14837,1.0,0.6004,0.000192046501392,0.00905080158656
27838809,0.09,57.339765,1.0,0.6004,0.000192046501392,0.00973601546744
27838809,0.09,65.53116,1.0,0.6004,0.000192046501392,0.0103531752692
57811468,0.09,1.638279,1.0,0.6873,0.000211190236049,0.000942428412062
57811468,0.09,8.191395,1.0,0.6873,0.000211190236049,0.00352456585305
57811468,0.09,16.38279,1.0,0.6873,0.000211190236049,0.00551746571161
57811468,0.09,24.574185,1.0,0.6873,0.000211190236049,0.00692210381134
57811468,0.09,32.76558,1.0,0.6873,0.000211190236049,0.00801897528809
57811468,0.09,40.956975,1.0,0.6873,0.000211190236049,0.00892582101518
57811468,0.09,49.14837,1.0,0.6873,0.000211190236049,0.00970277461259
57811468,0.09,57.339765,1.0,0.6873,0.000211190236049,0.0103847302883
57811468,0.09,65.53116,1.0,0.6873,0.000211190236049,0.010993828373
19312534,0.09,1.638279,1.0,0.9331,0.000272014234424,0.00120917746171
19312534,0.09,8.191395,1.0,0.9331,0.000272014234424,0.00448179819747
19312534,0.09,16.38279,1.0,0.9331,0.000272014234424,0.00695978719107
19312534,0.09,24.574185,1.0,0.9331,0.000272014234424,0.0086641492395
19312534,0.09,32.76558,1.0,0.9331,0.000272014234424,0.00996126188403
19312534,0.09,40.956975,1.0,0.9331,0.000272014234424,0.0110077685079
19312534,0.09,49.14837,1.0,0.9331,0.000272014234424,0.0118847972293
19312534,0.09,57.339765,1.0,0.9331,0.000272014234424,0.0126397136876
19312534,0.09,65.53116,1.0,0.9331,0.000272014234424,0.0133025418527
27821852,0.09,1.638279,1.0,0.8783,0.000264923848301,0.00117537096057
27821852,0.09,8.191395,1.0,0.8783,0.000264923848301,0.00434794941029
27821852,0.09,16.38279,1.0,0.8783,0.000264923848301,0.00676683490495
27821852,0.09,24.574185,1.0,0.8783,0.000264923848301,0.00845417887678
27821852,0.09,32.76558,1.0,0.8783,0.000264923848301,0.00975767532584
27821852,0.09,40.956975,1.0,0.8783,0.000264923848301,0.0108241804761
27821852,0.09,49.14837,1.0,0.8783,0.000264923848301,0.0117292962649
27821852,0.09,57.339765,1.0,0.8783,0.000264923848301,0.0125170825932
27821852,0.09,65.53116,1.0,0.8783,0.000264923848301,0.0132155069474
93738690,0.09,1.638279,1.0,0.5722,0.000183752319795,0.000821826843679
93738690,0.09,8.191395,1.0,0.5722,0.000183752319795,0.00310439830091
93738690,0.09,16.38279,1.0,0.5722,0.000183752319795,0.00490644664969
93738690,0.09,24.574185,1.0,0.5722,0.000183752319795,0.00619307787286
93738690,0.09,32.76558,1.0,0.5722,0.000183752319795,0.00720147736591
93738690,0.09,40.956975,1.0,0.5722,0.000183752319795,0.00803458949211
93738690,0.09,49.14837,1.0,0.5722,0.000183752319795,0.00874673802013
93738690,0.09,57.339765,1.0,0.5722,0.000183752319795,0.00937026154004
93738690,0.09,65.53116,1.0,0.5722,0.000183752319795,0.00992603658605
49676185,0.09,1.638279,1.0,0.7105,0.000218637758426,0.000964613010949
49676185,0.09,8.191395,1.0,0.7105,0.000218637758426,0.00351892861663
49676185,0.09,16.38279,1.0,0.7105,0.000218637758426,0.00542521744597
49676185,0.09,24.574185,1.0,0.7105,0.000218637758426,0.00673611577028
49676185,0.09,32.76558,1.0,0.7105,0.000218637758426,0.0077379040729
49676185,0.09,40.956975,1.0,0.7105,0.000218637758426,0.00855010551651
49676185,0.09,49.14837,1.0,0.7105,0.000218637758426,0.00923398874254
49676185,0.09,57.339765,1.0,0.7105,0.000218637758426,0.00982519091208
49676185,0.09,65.53116,1.0,0.7105,0.000218637758426,0.0103462953235
95054516,0.04,1.638279,1.0,0.1994,6.65575306315e-05,0.000318681542485
95054516,0.04,8.191395,1.0,0.1994,6.65575306315e-05,0.00144765833353
95054516,0.04,16.38279,1.0,0.1994,6.65575306315e-05,0.00260894951985
95054516,0.04,24.574185,1.0,0.1994,6.65575306315e-05,0.00357407790361
95054516,0.04,32.76558,1.0,0.1994,6.65575306315e-05,0.00439786065038
95054516,0.04,40.956975,1.0,0.1994,6.65575306315e-05,0.00511568558755
95054516,0.04,49.14837,1.0,0.1994,6.65575306315e-05,0.00575151768211
95054516,0.04,57.339765,1.0,0.1994,6.65575306315e-05,0.00632222955275
95054516,0.04,65.53116,1.0,0.1994,6.65575306315e-05,0.00684008935487
49448224,0.04,1.638279,1.0,0.7073,0.000191949300515,0.000886184345348
49448224,0.04,8.191395,1.0,0.7073,0.000191949300515,0.00360019831206
49448224,0.04,16.38279,1.0,0.7073,0.000191949300515,0.00591296294868
49448224,0.04,24.574185,1.0,0.7073,0.000191949300515,0.00759498969194
49448224,0.04,32.76558,1.0,0.7073,0.000191949300515,0.00890945042778
49448224,0.04,40.956975,1.0,0.7073,0.000191949300515,0.00998542828866
49448224,0.04,49.14837,1.0,0.7073,0.000191949300515,0.0108950102667
49448224,0.04,57.339765,1.0,0.7073,0.000191949300515,0.0116822654543
49448224,0.04,65.53116,1.0,0.7073,0.000191949300515,0.0123759893041
35035394,0.04,1.638279,1.0,0.5403,0.000155847751368,0.000731125451175
35035394,0.04,8.191395,1.0,0.5403,0.000155847751368,0.00310074845584
35035394,0.04,16.38279,1.0,0.5403,0.000155847751368,0.00523510344176
35035394,0.04,24.574185,1.0,0.5403,0.000155847751368,0.00681877612621
35035394,0.04,32.76558,1.0,0.5403,0.000155847751368,0.00805683679122
35035394,0.04,40.956975,1.0,0.5403,0.000155847751368,0.00906248526111
35035394,0.04,49.14837,1.0,0.5403,0.000155847751368,0.00990350676886
35035394,0.04,57.339765,1.0,0.5403,0.000155847751368,0.0106230841875
35035394,0.04,65.53116,1.0,0.5403,0.000155847751368,0.0112501034509
61396866,0.04,1.638279,1.0,0.2217,6.91560047472e-05,0.000330894002617
61396866,0.04,8.191395,1.0,0.2217,6.91560047472e-05,0.00149888477829
61396866,0.04,16.38279,1.0,0.2217,6.91560047472e-05,0.00269184580732
61396866,0.04,24.574185,1.0,0.2217,6.91560047472e-05,0.00367552241479
61396866,0.04,32.76558,1.0,0.2217,6.91560047472e-05,0.00450903106971
61396866,0.04,40.956975,1.0,0.2217,6.91560047472e-05,0.00523063645381
61396866,0.04,49.14837,1.0,0.2217,6.91560047472e-05,0.00586624728983
61396866,0.04,57.339765,1.0,0.2217,6.91560047472e-05,0.00643406427886
61396866,0.04,65.53116,1.0,0.2217,6.91560047472e-05,0.00694727235907
26943479,0.04,1.638279,1.0,0.8936,0.000229310062829,0.00104077428551
26943479,0.04,8.191395,1.0,0.8936,0.000229310062829,0.00406205647998
26943479,0.04,16.38279,1.0,0.8936,0.000229310062829,0.006511116662
26943479,0.04,24.574185,1.0,0.8936,0.000229310062829,0.00823980311942
26943479,0.04,32.76558,1.0,0.8936,0.000229310062829,0.00955889947845
26943479,0.04,40.956975,1.0,0.8936,0.000229310062829,0.0106147688962
26943479,0.04,49.14837,1.0,0.8936,0.000229310062829,0.0114883402367
26943479,0.04,57.339765,1.0,0.8936,0.000229310062829,0.0122290366599
26943479,0.04,65.53116,1.0,0.8936,0.000229310062829,0.0128691644971
78332512,0.04,1.638279,1.0,0.556,0.00015573999474,0.000718497848023
78332512,0.04,8.191395,1.0,0.556,0.00015573999474,0.00290819148999
78332512,0.04,16.38279,1.0,0.556,0.00015573999474,0.00475004479426
78332512,0.04,24.574185,1.0,0.556,0.00015573999474,0.00606665225648
78332512,0.04,32.76558,1.0,0.556,0.00015573999474,0.00707807915058
