,ax,1 mm,20 mm,40 mm,65 mm,100 mm,120 mm,125 mm,130 mm,135 mm,140 mm,145 mm,150 mm,155 mm,base
449,0.75,0.494554453368,0.505294410699,0.520916650353,0.56158477029,0.641972083749,0.695368154144,0.708249151633,0.714228594157,0.72720653287,0.741330138931,0.768778192241,0.791735542855,0.821684410838,0.824676704473
450,0.5,0.155260994323,0.165509506754,0.180957662741,0.223870098945,0.322210574184,0.397703529315,0.417748560005,0.427156990048,0.448750456328,0.472525133224,0.519772477557,0.558787229792,0.612097780505,0.618520269231
451,0.25,0.0127325936479,0.0153547923587,0.0197393093732,0.0343385228977,0.0832046866926,0.135228396723,0.152047229068,0.160719821793,0.181512121872,0.205047014847,0.25382635154,0.294909844194,0.355308538599,0.365672665239
452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
453,0.75,0.489662496602,0.500296218095,0.515373814369,0.552830751623,0.638705444846,0.689268646914,0.709059002706,0.720371301307,0.739142941037,0.755702102612,0.777103787157,0.793946600496,0.822697258733,0.827718285594
454,0.5,0.151482321586,0.161481410298,0.176170075194,0.215057972479,0.318276227957,0.389353413224,0.418781800548,0.436298478722,0.466793255234,0.494939908817,0.53172991738,0.562111335985,0.613627758788,0.624303260685
455,0.25,0.0121323554132,0.0146309387815,0.0186997771037,0.0315798519817,0.0813668339367,0.130057950979,0.152912628717,0.167660024135,0.195466993778,0.223613433361,0.262439222744,0.297633956468,0.357056798355,0.373785799174
456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
457,0.75,0.491031333599,0.501694781345,0.517563956086,0.553843837877,0.649632171521,0.693502886456,0.706110996279,0.724299039869,0.739920415882,0.749021775697,0.768767715398,0.785146765254,0.814707272272,0.82020472477
458,0.5,0.15321130157,0.163324517291,0.178922102868,0.21708740132,0.333320048655,0.397393028198,0.417525001099,0.444817395797,0.471285442195,0.487371108952,0.520472084609,0.546652276926,0.600658618967,0.612111841008
459,0.25,0.0125400723691,0.0151226225164,0.0195419145196,0.0326181047175,0.0900944390366,0.1374262421,0.155234161856,0.177161383028,0.203630040551,0.221355683888,0.255258712993,0.280153328182,0.344623643392,0.361921998435
460,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
461,0.75,0.491728081516,0.502406660139,0.518514662838,0.563176661758,0.652995593662,0.705312594951,0.718443789819,0.725049412354,0.748346385482,0.763664335933,0.785872463434,0.799908279579,0.831834609465,0.84295329544
462,0.5,0.152540688811,0.162609638531,0.178357622164,0.225176940703,0.336697836651,0.412663553364,0.433411807337,0.444473435859,0.479730082644,0.505487347135,0.545775043997,0.57283282026,0.630964377703,0.653241095185
463,0.25,0.0121030488515,0.0145955967152,0.018926714942,0.0345405139967,0.0914191332825,0.146626858177,0.164483299615,0.175353333894,0.204626264791,0.230185678262,0.275449000391,0.310116680122,0.377912216895,0.40875911491
464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
465,0.75,0.506401059481,0.517398282808,0.532991289789,0.584088874469,0.666515907559,0.720258860621,0.738494230159,0.755651201531,0.770153874225,0.781092937044,0.797845237704,0.811887690343,0.840186510833,0.84864880889
466,0.5,0.164236069544,0.175077011324,0.191002358679,0.247202756983,0.354971899741,0.435222316307,0.462808505387,0.490410781965,0.515558497784,0.535211616235,0.566303964507,0.593242796315,0.649363172547,0.667321524187
467,0.25,0.0141222517519,0.0170306419324,0.021766833477,0.0422686026072,0.102980091367,0.16426338562,0.187050953862,0.211947198012,0.237915125541,0.259513445494,0.296235725686,0.330122633872,0.405669739435,0.433763508977
468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
469,0.75,0.490931842487,0.501593129641,0.516709811376,0.559074534387,0.648113748084,0.705183460127,0.72046108129,0.732202727163,0.749424013215,0.765932472515,0.782955915417,0.798409557994,0.81701923291,0.834566412869
470,0.5,0.152672916304,0.162750594134,0.177554706474,0.221821816137,0.331968137534,0.414122854972,0.436977111892,0.456712848939,0.485036105101,0.51294595035,0.542093193623,0.571804665209,0.60751193838,0.640225061658
471,0.25,0.0122640840891,0.0147897961614,0.0189028124414,0.0336475620797,0.0898321877024,0.148831140559,0.167423576645,0.186643642246,0.214073855409,0.242586881222,0.273063981974,0.310912098958,0.356902835605,0.398737714975
472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
473,0.75,0.479052761354,0.489456077271,0.50541384703,0.55781273815,0.647948695631,0.702596708263,0.720428919932,0.727419433284,0.750463920703,0.761934037206,0.783759826711,0.806964521058,0.829754319238,0.835545006013
474,0.5,0.142679930324,0.152097988258,0.167075347841,0.220307137412,0.331045641929,0.409152650819,0.437192198168,0.448914535143,0.483926521489,0.504452637187,0.543491351327,0.584282592372,0.627944361029,0.640256242024
475,0.25,0.0104365307343,0.0125858695252,0.0163822742675,0.0331516688604,0.0888668998457,0.144148234409,0.168085488799,0.179673095875,0.208944113678,0.23158189994,0.275031796381,0.319498531625,0.376536071799,0.395836580876
476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
477,0.75,0.470115118353,0.480324340568,0.495984387694,0.539364875608,0.620875274148,0.677175480468,0.697713086065,0.711499845926,0.729202042276,0.739011550463,0.760018037192,0.780379201915,0.813695690857,0.828511382045
478,0.5,0.137087800033,0.14613673102,0.160527074994,0.203540106979,0.297439115789,0.373372965261,0.403268096436,0.424944340992,0.452544872835,0.469581219488,0.504724614182,0.540634292391,0.599603185523,0.626150189184
479,0.25,0.00982204492504,0.0118448341738,0.0154177128326,0.0285910179438,0.0708563236236,0.119489148959,0.141756530385,0.160325806163,0.184607824544,0.202614640852,0.237894684622,0.277010142436,0.344515714515,0.375052276789
480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
481,0.75,0.503378444416,0.514310027334,0.530578236609,0.576393968323,0.64975164192,0.704182502556,0.723976280882,0.730900360501,0.755164121544,0.765829310292,0.779253348476,0.784910704683,0.816145307981,0.833977038135
482,0.5,0.163015508925,0.173775883588,0.190371580673,0.240801335436,0.334881634039,0.413410459118,0.442757199033,0.454487128678,0.493239782957,0.511371766139,0.535674939973,0.546886103321,0.604514045338,0.638032259926
483,0.25,0.0141903406608,0.0171127533299,0.0221136223168,0.0408855101979,0.0927397061927,0.149572675938,0.172760710084,0.18447106925,0.219334654368,0.238383083371,0.266735661538,0.282121807689,0.351795479204,0.393927040829
484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
485,0.75,0.488306506084,0.498910780303,0.515117084758,0.564003743026,0.656003031516,0.704489577355,0.730990588279,0.747382711491,0.763211899014,0.772787537502,0.789950487783,0.798744114251,0.827615210989,0.830014494426
486,0.5,0.149883587307,0.159777146306,0.175451877387,0.22644289987,0.340595337066,0.411500715171,0.451884744385,0.478459934417,0.505619762249,0.523553160621,0.555951115742,0.573352969197,0.625381024645,0.630541417907
487,0.25,0.0116343911996,0.0140304219258,0.0182459797155,0.0351502426801,0.0934426028642,0.145782998548,0.178310428492,0.202440369895,0.229893117121,0.251579086869,0.291307881253,0.315198125818,0.37592602392,0.384337299202
488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
489,0.75,0.497665657364,0.50847317894,0.524193696901,0.566025010444,0.653130338993,0.710181095079,0.717718617691,0.733459672896,0.750185718851,0.761957759999,0.790549359546,0.803788750744,0.823747079175,0.842277204397
490,0.5,0.157369477203,0.167757166979,0.183415112762,0.227985133697,0.336831328168,0.419011386629,0.431386265286,0.456157209647,0.483562226586,0.504257640856,0.554672716142,0.579637551501,0.617411562022,0.652785096231
491,0.25,0.0130010651428,0.0156785538933,0.0201555200874,0.0355406440627,0.0918097789459,0.15031375718,0.161868112516,0.183485759969,0.209557193686,0.231486573339,0.285225072503,0.316054446511,0.364051629293,0.410420872529
492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
493,0.75,0.493752886925,0.504475437094,0.520556676194,0.566175780659,0.652838163698,0.699143433739,0.716441373148,0.727925244359,0.752181517933,0.768414729524,0.794412009525,0.806555186824,0.819290837262,0.834771442581
494,0.5,0.154524936944,0.164724863487,0.18058100979,0.228975139728,0.336625624327,0.40455868373,0.42990540699,0.448534621767,0.487716074474,0.515964894329,0.561301069994,0.583904634459,0.610075443834,0.639600234175
495,0.25,0.0125430592606,0.0151262245396,0.0195835618665,0.0362414067153,0.0915538975004,0.142164809849,0.161859015489,0.178787458539,0.21449838815,0.243964648277,0.292652609019,0.320098490383,0.358462697231,0.396345709602
496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
497,0.75,0.507296031845,0.518312690777,0.534930667576,0.572584850267,0.663992229658,0.711012531814,0.72771840532,0.731699988101,0.747669856057,0.759775578679,0.782950124975,0.800915174044,0.828572619121,0.842865706111
498,0.5,0.165255281488,0.176163499704,0.193224111456,0.234490695335,0.351153968179,0.42057557155,0.447427404949,0.454283896839,0.478482972085,0.499658038223,0.540215491966,0.573843107428,0.625107547569,0.651867087356
499,0.25,0.0144178535242,0.0173871210568,0.022546600206,0.0375261261061,0.100189782561,0.152249430522,0.176093405199,0.183203868763,0.203327283463,0.225493997106,0.26886011568,0.30923777326,0.37153496652,0.404459812536
500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
501,0.75,0.497830415508,0.508641515043,0.524431544909,0.566362714681,0.653781019122,0.699511728128,0.722279140193,0.739468298358,0.76013703852,0.773956677234,0.793490934944,0.811982463067,0.830021430106,0.83332439998
502,0.5,0.156480836257,0.166809868364,0.182444465149,0.226962668707,0.335923854986,0.402489401034,0.437386831315,0.463879740708,0.498335242854,0.522478586359,0.558764154315,0.59373678429,0.626609982654,0.633782639466
503,0.25,0.0125470936692,0.0151310898097,0.0194708710523,0.0344889161922,0.0898407623725,0.137870572051,0.165833234055,0.187556528444,0.220481744615,0.24592249532,0.288889230294,0.331859368618,0.371209771224,0.382989919619
504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,0.75,0.503032740599,0.513956816064,0.530373582172,0.574863608088,0.660092590322,0.707519189074,0.721604160351,0.73370614856,0.756240782734,0.770274820648,0.78604386782,0.80893212688,0.827053877485,0.84447173319
506,0.5,0.161661682687,0.172332693598,0.18895878203,0.237206177812,0.346265268174,0.415808099239,0.438631652236,0.456189966836,0.492511530065,0.51727272263,0.546781084038,0.588586386212,0.622321385352,0.655891931037
507,0.25,0.0137039953845,0.0165262482597,0.0214106443167,0.0385603595501,0.0974677828893,0.149009515192,0.169752033001,0.183154881716,0.216120917836,0.242484931809,0.277925312579,0.326466613691,0.368279598545,0.411904578491
508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
509,0.75,0.481527717184,0.491984780306,0.507257726271,0.550285139481,0.632890106166,0.682818776624,0.700060883371,0.713741596865,0.732056144164,0.746040987683,0.772509570625,0.786238580192,0.820856217692,0.833129037552
510,0.5,0.144798461465,0.154356360013,0.168823726204,0.212514036604,0.310637885324,0.380227317196,0.405415969574,0.426551121834,0.455875489514,0.479129248067,0.52403191576,0.549407133559,0.611083699225,0.634180629135
511,0.25,0.010865392454,0.013103052657,0.0168611680905,0.0306383003814,0.0767045207519,0.123318154692,0.142240367314,0.159746144302,0.186262252612,0.208751340735,0.254238769471,0.28445642954,0.354830596154,0.384507538169
512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
513,0.75,0.487729391749,0.498321133104,0.513339205574,0.556333643061,0.639628823324,0.691300005395,0.708647932268,0.726761634229,0.744239305833,0.759679573442,0.77339769683,0.78472149353,0.8118603499,0.824248032196
514,0.5,0.149286220141,0.159140347956,0.173616065243,0.217944195041,0.318856984863,0.392144737655,0.418915513294,0.447107031304,0.475780959624,0.502346544554,0.527315433716,0.545485580089,0.59471001381,0.618896017485
515,0.25,0.0115129589373,0.0138839814421,0.017745092243,0.0320095320441,0.0808427581621,0.131406148003,0.153431310031,0.177034822333,0.204013814602,0.231535156772,0.260622361857,0.27842423862,0.335710287411,0.368506231243
516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
517,0.75,0.487845801609,0.498440070971,0.513913411968,0.554934581586,0.646585655705,0.705444514509,0.721426764009,0.729105354741,0.748696389913,0.755165229726,0.776953854338,0.79291812466,0.826500261908,0.83214573167
518,0.5,0.149242779089,0.159094039435,0.174005454339,0.216080990199,0.327802925256,0.412730226752,0.436533338054,0.449518350353,0.482877594209,0.494522812631,0.533095048709,0.56027855563,0.620765133947,0.632695764616
519,0.25,0.0114507764785,0.0138089928915,0.0177695806008,0.0310775822544,0.0857708198502,0.145912165514,0.164841892767,0.177629565786,0.210799131973,0.223993450886,0.266270490706,0.294992530322,0.365714633243,0.384104271826
520,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
521,0.75,0.480594532291,0.491031329969,0.506563207654,0.551057542331,0.641942053606,0.689744306235,0.713221858544,0.728137164565,0.743695015129,0.759542831407,0.771841734544,0.785376270993,0.815280895675,0.825391352727
522,0.5,0.144738120383,0.154292035919,0.169027014317,0.214361350051,0.324836651495,0.394252028916,0.428038951073,0.451556865495,0.476179415558,0.501867409853,0.52377958108,0.548446068345,0.601570343791,0.62179758732
523,0.25,0.010979162937,0.0132402534655,0.017109459762,0.0316172370575,0.0868026477157,0.138077415528,0.163282592229,0.183957686918,0.207002647449,0.231307217533,0.256728933606,0.285394809648,0.345062757327,0.373099346307
524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
525,0.75,0.484826055316,0.495354746568,0.511145244049,0.557865496995,0.63778605774,0.691478606359,0.706338232282,0.71800492158,0.73970381993,0.752734470403,0.770937485722,0.796077534678,0.816455967221,0.828370070126
526,0.5,0.147693154229,0.157442126491,0.172597248426,0.221005264167,0.31836057973,0.394380183789,0.414387845601,0.433032423982,0.468648902772,0.491065862644,0.523586449287,0.566416881666,0.604906515592,0.628199212646
527,0.25,0.0113630155039,0.0137031580883,0.0177411516989,0.0336807644321,0.0820279812183,0.134864905011,0.14861497893,0.16500530034,0.197995477048,0.221042307688,0.257282955318,0.302008262107,0.351314742523,0.382420568482
528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
529,0.75,0.508556493953,0.519600525622,0.5357307619,0.570170841163,0.656728198435,0.705765193296,0.723635196944,0.739717936984,0.760948964631,0.772169293063,0.794668784775,0.802199543059,0.832141126021,0.840412974128
530,0.5,0.166082783802,0.177045624028,0.19363958799,0.231389281493,0.339898785474,0.412856280765,0.440124424535,0.465271494647,0.499434347925,0.519545534079,0.56116913024,0.576069286926,0.632196868443,0.649693819374
531,0.25,0.0145332576968,0.0175262920031,0.0225530464698,0.0362200109495,0.0919587986557,0.14695420437,0.168939481709,0.190428666196,0.22135545505,0.243391342638,0.291822587345,0.31195222098,0.381327014331,0.408322735659
532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
533,0.75,0.50794732635,0.518978129074,0.535617440944,0.575692760982,0.664630302033,0.722518606772,0.728867374277,0.743744273303,0.763015041654,0.781589222838,0.791949427497,0.810202657626,0.838689819917,0.849901307219
534,0.5,0.164837720006,0.175718375704,0.192735879276,0.23669654159,0.350011723964,0.435084234056,0.44581591084,0.471003919827,0.504630085851,0.535389865021,0.555135035156,0.590382391497,0.645394474414,0.668603713144
535,0.25,0.0139920013195,0.0168735672312,0.0218806536842,0.0376080131275,0.0971956191473,0.159165669247,0.169558949992,0.193846682514,0.228524028798,0.25814443741,0.282667723701,0.327428123609,0.39881066572,0.432968645788
536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
537,0.75,0.49297817234,0.503683898473,0.519739905578,0.56829107859,0.651971100393,0.706735096042,0.725325198133,0.741275481309,0.753903480144,0.774026564463,0.791497192294,0.813168829807,0.832786427631,0.848369673843
538,0.5,0.153418370139,0.163545254101,0.179287853131,0.230177623768,0.334978646709,0.413156811033,0.442344268295,0.466754001256,0.488699694337,0.523512370847,0.556243173501,0.596277809466,0.634208091222,0.664022026123
539,0.25,0.0122565059641,0.0147806573686,0.0191361642985,0.0361052740156,0.0903245723793,0.145431281015,0.169903504055,0.190110258158,0.212723279884,0.248145280872,0.287568311772,0.334587832318,0.383797451712,0.422726400846
540,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
541,0.75,0.475263132538,0.485584151244,0.500218364985,0.546117220154,0.640742478705,0.695268847084,0.709940327626,0.724291936482,0.742463781981,0.755727692359,0.778916501055,0.795354318418,0.826948089146,0.836950055305
542,0.5,0.140360485717,0.149625441083,0.163235663832,0.20882822762,0.321043857187,0.398277341738,0.421322674263,0.443441457464,0.47343446421,0.496116272288,0.534823925787,0.565464711669,0.621271961027,0.640893397328
543,0.25,0.0102606768397,0.0123737996114,0.0158149315034,0.0296696574085,0.0826787830931,0.13622614579,0.155846805151,0.17419373458,0.202581895862,0.225802447307,0.265182143053,0.302130437051,0.365374313536,0.391745915447
544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
545,0.75,0.495459421585,0.506219031595,0.521933859015,0.560570551142,0.646908122338,0.694726831821,0.708929717943,0.7235988768,0.743773176668,0.762230120688,0.782002507628,0.795350878357,0.812266214468,0.817665495521
546,0.5,0.156051987704,0.166352712253,0.181944461144,0.223000324158,0.328819608899,0.397985480566,0.420464688522,0.443631384849,0.475746384705,0.506051493559,0.540151561121,0.564444073116,0.596801759531,0.608150042091
547,0.25,0.0128581857584,0.0155062493856,0.0199536309736,0.0341434579429,0.0869779324311,0.136755063148,0.156409662343,0.176617989004,0.205252177087,0.23418649471,0.270754712758,0.299713888728,0.341485379624,0.359042163845
548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
549,0.75,0.506655373811,0.517658119937,0.534159585393,0.575067876618,0.65218276498,0.700088324552,0.713065072893,0.728023171382,0.742760591225,0.754443255079,0.781637085356,0.79131199423,0.820059261241,0.828889918727
550,0.5,0.166183724538,0.17715322769,0.194205708031,0.239270103189,0.337658423638,0.406151426051,0.425813226852,0.449518851136,0.475072529235,0.493825280377,0.539771764686,0.558641837346,0.612682353957,0.630961301668
551,0.25,0.0149468884074,0.0180251073938,0.0233366763049,0.0401238731117,0.0933971285608,0.142710472017,0.159012417626,0.179649754537,0.206262897683,0.224078138393,0.270394314435,0.295327017838,0.362932909185,0.390231031213
552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
553,0.75,0.494149374694,0.504880535162,0.520553810924,0.559936724993,0.65099751752,0.701001945855,0.723323609504,0.733063736586,0.757929099833,0.769980519751,0.786814634138,0.800525729741,0.823303314165,0.828017943832
554,0.5,0.154587638197,0.164791703542,0.180237143692,0.221727965093,0.333562359361,0.406405504554,0.440164397734,0.456314703195,0.496447521154,0.51755366441,0.547560656608,0.573191501096,0.617456765554,0.627510403168
555,0.25,0.0125143022328,0.0150915451802,0.0194199845404,0.0334404253233,0.0893334850264,0.142250845989,0.169014157351,0.184410821274,0.220760536443,0.243220108814,0.277314222165,0.309116300495,0.366784012439,0.382834482781
556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
557,0.75,0.488670927294,0.499283115441,0.514330179498,0.553692996432,0.647470266876,0.691249067667,0.702429207157,0.72098698244,0.744299078803,0.752003025725,0.778128487041,0.796979071904,0.829940415876,0.839292205073
558,0.5,0.151040223542,0.161010130119,0.175655926448,0.216567968547,0.328804628783,0.39323072658,0.410880019939,0.438182569282,0.475435315516,0.488936128392,0.533402730598,0.56814805696,0.627010257149,0.645776713306
559,0.25,0.0121035079685,0.0145961503845,0.0186553141148,0.0322811360425,0.0861237232934,0.133695718868,0.148929953416,0.170170330004,0.203411511315,0.217872659583,0.263577474898,0.304469440812,0.372436994891,0.398471997039
560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
561,0.75,0.521781446378,0.533112676805,0.550567350304,0.594619629433,0.672352176681,0.720071847022,0.744180262514,0.755973794796,0.773709423667,0.790644440445,0.802408622127,0.812908080898,0.828802741506,0.842971338405
562,0.5,0.177980512151,0.189728701058,0.208493167355,0.259107598211,0.363066613326,0.435678095666,0.474466296276,0.493092791977,0.52266663588,0.552061950445,0.573644770659,0.595042010086,0.626390696521,0.655298535566
563,0.25,0.0171359974161,0.0206650498288,0.0269280076934,0.047241761034,0.108651388885,0.166181263768,0.200815903596,0.217439396812,0.246645154981,0.278355603717,0.3035756617,0.334039588347,0.375740041378,0.416958280202
564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
565,0.75,0.551953173176,0.563939625807,0.582020478899,0.625109183879,0.695753157602,0.746869585402,0.757520313405,0.772249874568,0.785146082148,0.792676988413,0.804891269732,0.818507881219,0.823821880339,0.837327904135
566,0.5,0.20577708979,0.219360083198,0.240604082209,0.294481033416,0.39563830121,0.477106853937,0.49550566962,0.51945265011,0.543427070639,0.556631797756,0.579183484701,0.605771499868,0.617035325737,0.645302152567
567,0.25,0.0235059249197,0.0283468244039,0.036758501586,0.0621412468796,0.129601363831,0.1998045835,0.218570155956,0.241365726802,0.2696152303,0.284849219704,0.312524904536,0.347063939646,0.364669295451,0.407267370529
568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
569,0.75,0.541699975637,0.553463765417,0.570143690041,0.60766150533,0.689993762292,0.723687129077,0.740172258212,0.752709872657,0.771580846803,0.781590604167,0.79975351335,0.811072592868,0.824527954369,0.8390921718
570,0.5,0.195731222096,0.208651104977,0.227630417553,0.273017586113,0.386418217903,0.44014353827,0.465990997293,0.486003110374,0.517945190766,0.53650083678,0.569073633053,0.590078523151,0.615420515513,0.643781361813
571,0.25,0.02104693007,0.0253814148123,0.0324399415961,0.0524965049464,0.122702776483,0.169421248016,0.191177196907,0.208928453434,0.240696988571,0.262545317584,0.299642678849,0.325133161348,0.357169188249,0.394588633182
572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
573,0.75,0.554142732892,0.566176734943,0.583239794628,0.624639022371,0.695502295686,0.747595995137,0.751918831184,0.764584670796,0.780035330797,0.795154470438,0.808790280487,0.827619424427,0.847914495288,0.850014298115
574,0.5,0.206104228704,0.219708815993,0.239693959589,0.291317781512,0.391666583786,0.474744188366,0.48227049345,0.504510802974,0.530418992005,0.558219156827,0.582693539497,0.619011110228,0.658769085949,0.663429590823
575,0.25,0.0230042748743,0.0277418626422,0.0354568258127,0.0592014695131,0.123452902337,0.19371471349,0.201516737094,0.224828106402,0.250002767117,0.281920166565,0.309245972706,0.355238569925,0.408742391246,0.416636186833
576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
577,0.75,0.522417942899,0.533762995759,0.549849191626,0.590888180567,0.670971764552,0.716571513604,0.734504879226,0.74872482097,0.766142503067,0.776203952009,0.791531370342,0.811506228206,0.836255739716,0.838778057342
578,0.5,0.17877972181,0.190580665178,0.207916255208,0.255151953353,0.360120510507,0.429316438625,0.457929614721,0.4808422959,0.509484089035,0.52841537074,0.555039463969,0.593498596605,0.639685834643,0.645181382279
579,0.25,0.0174412552299,0.0210331735966,0.0268824621519,0.0460467962344,0.105543107235,0.159930231847,0.184888709792,0.206075277577,0.233495255803,0.256531602942,0.284974428057,0.333541253891,0.390158528512,0.399269175965
580,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
581,0.75,0.523952974643,0.535331362913,0.551464825191,0.596824728929,0.68638623846,0.727955837431,0.737755775266,0.755265150993,0.773418564138,0.78360077431,0.799495738854,0.822119041502,0.828096493174,0.841784845152
582,0.5,0.179952210357,0.191830547686,0.209279829474,0.261484547213,0.382834104075,0.447306622476,0.463692169121,0.491757617697,0.522214418243,0.539712012243,0.569534253352,0.612535666267,0.625068748179,0.651020528375
583,0.25,0.0176028875957,0.0212280931459,0.0271315884848,0.0481438590879,0.121678798818,0.174705301028,0.19053849621,0.216489769413,0.246644556387,0.265096155925,0.300910323613,0.354398965256,0.373561999299,0.407729237024
584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
585,0.75,0.532788684649,0.544358953,0.561381157808,0.594908487141,0.679515961623,0.724603143628,0.739247684821,0.743539753413,0.758103851843,0.78044574394,0.791657683542,0.8146319843,0.825722129373,0.840428824215
586,0.5,0.188538402268,0.200983499425,0.21996380668,0.25970347689,0.373002017437,0.442399442129,0.463728040135,0.47137919985,0.497330323426,0.536054515279,0.555479556455,0.597562375433,0.620069625705,0.647740931839
587,0.25,0.019761304508,0.0238310226376,0.0307232870887,0.0478578765964,0.11503087328,0.17143744622,0.187879355571,0.196251833887,0.224382683351,0.264350082849,0.285571964376,0.335058446483,0.36679764249,0.401765399892
588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
589,0.75,0.553115817341,0.565127518452,0.582753555375,0.618895932781,0.715542678739,0.744668190379,0.76339213275,0.778240760348,0.791840457999,0.808866193594,0.821357650418,0.830908684406,0.850436179505,0.865253607758
590,0.5,0.205485818952,0.219049586072,0.239680297031,0.284597285022,0.421199026698,0.470731412731,0.501670943896,0.527518108368,0.553124647059,0.58537573372,0.610041907565,0.629612217072,0.666608258382,0.69540342633
591,0.25,0.0229839312466,0.0277173293705,0.0357093485646,0.0563054027772,0.143961218068,0.191566297062,0.219601779611,0.245672700712,0.276306924483,0.315335883743,0.348114804123,0.376511178068,0.423319364205,0.461742306976
592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
593,0.75,0.54210142745,0.553873935331,0.570566221384,0.612445959765,0.689910426325,0.732621924651,0.744528916754,0.755375039794,0.773588265894,0.780788457056,0.800013962308,0.819440070403,0.831862109422,0.835380982634
594,0.5,0.196726110402,0.209711664157,0.22878744727,0.279546794914,0.387604626666,0.455911317474,0.47330607122,0.490730308262,0.521985614292,0.535631781673,0.570319257439,0.606596063174,0.631690820596,0.639328973063
